<<<<<<< HEAD
"Variable","total_appearance"
"Otu000012",100
"Otu000044",100
"Otu000037",100
"Otu000006",100
"Otu000146",100
"Otu000013",100
"Otu000015",100
"Otu000058",99
"Otu000005",99
"Otu000043",99
"Otu000059",98
"Otu000014",96
"Otu000016",95
"Otu000041",94
"Otu000001",92
"Otu000004",92
"Otu000008",92
"Otu000180",91
"Otu000007",91
"Otu000028",90
"Otu000605",89
"Otu000047",89
"Otu000640",89
"Otu000018",89
"Otu000108",86
"Otu000194",86
"Otu000027",85
"Otu000040",85
"Otu000009",84
"Otu000003",83
"Otu000026",82
"Otu000155",82
"Otu000002",81
"Otu000290",80
"Otu000088",79
"Otu000177",78
"Otu000025",78
"Otu000229",77
"Otu000065",77
"Otu000831",76
"Otu001606",76
"Otu000476",75
"Otu000061",74
"Otu000340",72
"Otu000911",69
"Otu000251",69
"Otu000346",68
"Otu000660",67
"Otu000085",67
"Otu000036",64
"Otu001307",64
"Otu000010",62
"Otu000570",61
"Otu000048",61
"Otu000092",60
"Otu000173",57
"Otu000446",56
"Otu000030",53
"Otu000572",52
"Otu000109",52
"Otu000020",52
=======
"Variable","total_appearance"
"Otu000012",100
"Otu000044",100
"Otu000037",100
"Otu000006",100
"Otu000146",100
"Otu000013",100
"Otu000015",100
"Otu000058",99
"Otu000005",99
"Otu000043",99
"Otu000059",98
"Otu000014",96
"Otu000016",95
"Otu000041",94
"Otu000001",92
"Otu000004",92
"Otu000008",92
"Otu000180",91
"Otu000007",91
"Otu000028",90
"Otu000605",89
"Otu000047",89
"Otu000640",89
"Otu000018",89
"Otu000108",86
"Otu000194",86
"Otu000027",85
"Otu000040",85
"Otu000009",84
"Otu000003",83
"Otu000026",82
"Otu000155",82
"Otu000002",81
"Otu000290",80
"Otu000088",79
"Otu000177",78
"Otu000025",78
"Otu000229",77
"Otu000065",77
"Otu000831",76
"Otu001606",76
"Otu000476",75
"Otu000061",74
"Otu000340",72
"Otu000911",69
"Otu000251",69
"Otu000346",68
"Otu000660",67
"Otu000085",67
"Otu000036",64
"Otu001307",64
"Otu000010",62
"Otu000570",61
"Otu000048",61
"Otu000092",60
"Otu000173",57
"Otu000446",56
"Otu000030",53
"Otu000572",52
"Otu000109",52
"Otu000020",52
>>>>>>> ebfd447f92f3e6ece427d365f7fb116f8bbbacb7
