"","adn_mean","adn_SD","adn_n","srn_mean","srn_SD","srn_n","crc_mean","crc_SD","crc_n","Pvalue_adnVsrn","Pvalue_adnVcrc","Pvalue_srnVcrc"
"thetayc",0.548243954545454,0.210317115461725,22,0.647277210526316,0.254169752177682,19,0.784914076923077,0.148449062068825,26,0.163577395486138,5.36174492691102e-05,0.070981794671506
"fit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
