"otu","variable","value"
"Otu000010","run_24",2.46448680574665
"Otu000014","run_24",1.73542300692217
"Otu000120","run_24",1.06711477461307
"Otu000001","run_24",1.27425548955435
"Otu000009","run_24",1.44942297834388
"Otu000003","run_24",1.23530311827943
"Otu000007","run_25",2.23007529041739
"Otu000004","run_25",2.65427886369062
"Otu000013","run_25",2.72809998887774
"Otu000040","run_25",2.22392574219521
"Otu000010","run_25",2.47448524921485
"Otu000014","run_25",1.69551098803488
"Otu000120","run_25",0.961271476106578
"Otu000001","run_25",0.933147533142812
"Otu000009","run_25",1.34524589285762
"Otu000003","run_25",1.20764318598861
"Otu000007","run_26",2.61463250009391
"Otu000004","run_26",2.24717729910045
"Otu000013","run_26",2.18618404702297
"Otu000040","run_26",2.17635415573878
"Otu000010","run_26",2.23999964523025
"Otu000014","run_26",1.51730464710465
"Otu000120","run_26",1.31996994757822
"Otu000001","run_26",1.55153077883248
"Otu000009","run_26",1.47446710444519
"Otu000003","run_26",1.19290619064259
"Otu000007","run_27",2.75456725104869
"Otu000004","run_27",2.59691454742716
"Otu000013","run_27",2.63797839015028
"Otu000040","run_27",2.48789058865116
"Otu000010","run_27",2.15100491045538
"Otu000014","run_27",1.15365864926844
"Otu000120","run_27",1.216020608372
"Otu000001","run_27",1.22032718429773
"Otu000009","run_27",1.36912614054643
"Otu000003","run_27",0.965143308730094
"Otu000007","run_28",2.68833153934811
"Otu000004","run_28",2.77546883405882
"Otu000013","run_28",2.47740851560693
"Otu000040","run_28",2.27605579412505
"Otu000010","run_28",2.12728860526064
"Otu000014","run_28",1.2051954156826
"Otu000120","run_28",0.896817531694289
"Otu000001","run_28",1.53457218372668
"Otu000009","run_28",1.25688915926863
"Otu000003","run_28",1.25934084228088
"Otu000007","run_29",2.49337049454446
"Otu000004","run_29",2.98791653953215
"Otu000013","run_29",2.55253784608958
"Otu000040","run_29",2.23461602553415
"Otu000010","run_29",1.81730819888101
"Otu000014","run_29",1.46598439246348
"Otu000120","run_29",1.25849632608179
"Otu000001","run_29",1.18618435434031
"Otu000009","run_29",1.33149118463586
"Otu000003","run_29",1.19051569052879
"Otu000007","run_30",2.12381029239603
"Otu000004","run_30",2.31694333239675
"Otu000013","run_30",2.12568522751468
"Otu000040","run_30",1.78856021336881
"Otu000010","run_30",2.21677714977318
"Otu000014","run_30",1.82183201193351
"Otu000120","run_30",1.43129446676857
"Otu000001","run_30",1.49095848492859
"Otu000009","run_30",1.60200393807366
"Otu000003","run_30",1.626345409162
"Otu000007","run_31",3.08324664444003
"Otu000004","run_31",2.52663169203457
"Otu000013","run_31",2.14269943718424
"Otu000040","run_31",2.30901932170732
"Otu000010","run_31",2.39177778266755
"Otu000014","run_31",1.27458389770168
"Otu000120","run_31",1.09977574117294
"Otu000001","run_31",1.34430052422516
"Otu000009","run_31",1.19578639651193
"Otu000003","run_31",1.04638908867036
"Otu000007","run_32",2.69427199211537
"Otu000004","run_32",2.4357831103278
"Otu000013","run_32",2.7937611414415
"Otu000040","run_32",2.5533704336853
"Otu000010","run_32",2.18649093340485
"Otu000014","run_32",1.02870776104418
"Otu000120","run_32",1.50435902969761
"Otu000001","run_32",1.10991618267825
"Otu000009","run_32",1.5280473276696
"Otu000003","run_32",0.73581840372502
"Otu000007","run_33",2.32221490680585
"Otu000004","run_33",1.9308035445003
"Otu000013","run_33",1.61460303675568
"Otu000040","run_33",2.56012524371064
"Otu000010","run_33",2.27719016799662
"Otu000014","run_33",1.95993427124857
"Otu000120","run_33",1.55333900049012
"Otu000001","run_33",1.58622790608139
"Otu000009","run_33",1.35228385234722
"Otu000003","run_33",1.34012017532677
"Otu000007","run_34",2.23851381880969
"Otu000004","run_34",2.05333142910161
"Otu000013","run_34",2.13017203368271
"Otu000040","run_34",2.40155671995007
"Otu000010","run_34",2.16501066651441
"Otu000014","run_34",1.77417816935279
"Otu000120","run_34",1.50632127441032
"Otu000001","run_34",1.65780194418602
"Otu000009","run_34",1.25569235672247
"Otu000003","run_34",1.33847421884886
"Otu000007","run_35",2.47143501102522
"Otu000004","run_35",2.71868600002122
"Otu000013","run_35",2.79660092625784
"Otu000040","run_35",2.11952588905312
"Otu000010","run_35",2.17232283743031
"Otu000014","run_35",1.16941237681225
"Otu000120","run_35",1.06863667991795
"Otu000001","run_35",1.34183091593459
"Otu000009","run_35",1.2655878910766
"Otu000003","run_35",1.29438252510247
"Otu000007","run_36",2.24839528515477
"Otu000004","run_36",2.84784005102161
"Otu000013","run_36",2.39944375636335
"Otu000040","run_36",2.65205736123425
"Otu000010","run_36",1.99683080136902
"Otu000014","run_36",1.63124930534657
"Otu000120","run_36",1.34964797735843
"Otu000001","run_36",1.10808686831597
"Otu000009","run_36",1.19483975094482
"Otu000003","run_36",1.06739831657542
"Otu000007","run_37",2.43335657060632
"Otu000004","run_37",2.11233568096872
"Otu000013","run_37",2.11952566462707
"Otu000040","run_37",1.9512615705481
"Otu000010","run_37",2.29078338952069
"Otu000014","run_37",1.89046939349956
"Otu000120","run_37",1.75173914076857
"Otu000001","run_37",1.36330392446187
"Otu000009","run_37",1.40106148304292
"Otu000003","run_37",1.22195265564041
"Otu000007","run_38",2.28857195079169
"Otu000004","run_38",3.27939912611322
"Otu000013","run_38",3.04991156534213
"Otu000040","run_38",2.16026976669603
"Otu000010","run_38",2.40675527964464
"Otu000014","run_38",1.2683173840024
"Otu000120","run_38",1.0258212065137
"Otu000001","run_38",0.947544957240637
"Otu000009","run_38",1.26135733561022
"Otu000003","run_38",0.788893533308503
"Otu000007","run_39",2.31594906950362
"Otu000004","run_39",2.87411958025401
"Otu000013","run_39",2.43916752021895
"Otu000040","run_39",2.26768356040127
"Otu000010","run_39",2.06046754531372
"Otu000014","run_39",1.1309905686058
"Otu000120","run_39",1.49481588099093
"Otu000001","run_39",1.14223071695414
"Otu000009","run_39",1.22053008433286
"Otu000003","run_39",1.48246652605629
"Otu000007","run_40",2.18019289817244
"Otu000004","run_40",2.13459574760561
"Otu000013","run_40",2.51192661302085
"Otu000040","run_40",2.17851593638633
"Otu000010","run_40",1.91499589884213
"Otu000014","run_40",1.93749413157149
"Otu000120","run_40",1.19325377412906
"Otu000001","run_40",1.41825442964133
"Otu000009","run_40",1.53401051134668
"Otu000003","run_40",1.57939163823145
"Otu000007","run_41",2.26759875044089
"Otu000004","run_41",2.69007224358699
"Otu000013","run_41",2.42817562800569
"Otu000040","run_41",3.06192009223947
"Otu000010","run_41",1.6767361554075
"Otu000014","run_41",1.15544638346792
"Otu000120","run_41",1.35358054161672
"Otu000001","run_41",1.25633948242017
"Otu000009","run_41",1.13389264493688
"Otu000003","run_41",1.38729070945671
"Otu000007","run_42",2.27493907500649
"Otu000004","run_42",2.3000600226681
"Otu000013","run_42",3.11027920042979
"Otu000040","run_42",2.77707976665168
"Otu000010","run_42",2.30566520443496
"Otu000014","run_42",1.14539850180062
"Otu000120","run_42",1.29993542380461
"Otu000001","run_42",1.15121350155328
"Otu000009","run_42",1.24028634224176
"Otu000003","run_42",0.903037698250832
"Otu000007","run_43",3.00834056724173
"Otu000004","run_43",2.57240196013309
"Otu000013","run_43",2.5232661966561
"Otu000040","run_43",1.95807725168312
"Otu000010","run_43",2.23243394564729
"Otu000014","run_43",1.38510834696485
"Otu000120","run_43",1.49501516309989
"Otu000001","run_43",1.39480781815892
"Otu000009","run_43",0.962346266419352
"Otu000003","run_43",1.02872879978514
"Otu000007","run_44",2.92286554678667
"Otu000004","run_44",2.69644644894355
"Otu000013","run_44",2.02453398780761
"Otu000040","run_44",2.51597318316896
"Otu000010","run_44",2.49442221295981
"Otu000014","run_44",1.42296216741951
"Otu000120","run_44",1.06279698755711
"Otu000001","run_44",1.39927724114332
"Otu000009","run_44",1.0774963234888
"Otu000003","run_44",0.92006800598782
"Otu000007","run_45",2.43821030540287
"Otu000004","run_45",2.67942456395591
"Otu000013","run_45",1.97914281505141
"Otu000040","run_45",2.24296068324004
"Otu000010","run_45",2.49134319774168
"Otu000014","run_45",1.43491652952412
"Otu000120","run_45",1.42257097500417
"Otu000001","run_45",1.41939237464334
"Otu000009","run_45",1.25596653656811
"Otu000003","run_45",1.15501938728942
"Otu000007","run_46",2.75496033719583
"Otu000004","run_46",2.07441972515981
"Otu000013","run_46",2.3471289592697
"Otu000040","run_46",2.27695129628654
"Otu000010","run_46",1.99750588042733
"Otu000014","run_46",1.3999612389286
"Otu000120","run_46",1.53725501396608
"Otu000001","run_46",1.4946485829797
"Otu000009","run_46",1.33496236772895
"Otu000003","run_46",1.29799607174167
"Otu000007","run_47",2.85344218852703
"Otu000004","run_47",2.7114939569648
"Otu000013","run_47",2.6364122591032
"Otu000040","run_47",1.84603948259965
"Otu000010","run_47",2.31549281044472
"Otu000014","run_47",1.31187371102316
"Otu000120","run_47",1.38136080198556
"Otu000001","run_47",1.27470365501163
"Otu000009","run_47",1.19759081688176
"Otu000003","run_47",0.977906106932184
"Otu000007","run_48",2.64811530597414
"Otu000004","run_48",2.80841112777735
"Otu000013","run_48",2.16516623400338
"Otu000040","run_48",2.44498025971983
"Otu000010","run_48",2.2633125259955
"Otu000014","run_48",1.43170790934886
"Otu000120","run_48",1.23306755119555
"Otu000001","run_48",1.18867512170155
"Otu000009","run_48",1.65903266359668
"Otu000003","run_48",0.727531300687153
"Otu000007","run_49",2.38573847590888
"Otu000004","run_49",2.37553128379921
"Otu000013","run_49",1.8810838410247
"Otu000040","run_49",1.93936590891998
"Otu000010","run_49",1.79469363645549
"Otu000014","run_49",1.80855889509353
"Otu000120","run_49",1.80430782136433
"Otu000001","run_49",1.29387926396245
"Otu000009","run_49",1.74250437818414
"Otu000003","run_49",1.52644175844519
"Otu000007","run_50",2.57065730314849
"Otu000004","run_50",2.59684344914806
"Otu000013","run_50",2.02545978958791
"Otu000040","run_50",2.28851529000444
"Otu000010","run_50",2.30480625725691
"Otu000014","run_50",1.46416688764775
"Otu000120","run_50",1.54832089854885
"Otu000001","run_50",1.18801694235919
"Otu000009","run_50",1.35329576491469
"Otu000003","run_50",1.12307531212055
"Otu000007","run_51",2.40492948785879
"Otu000004","run_51",2.67149119823955
"Otu000013","run_51",2.56922259108763
"Otu000040","run_51",1.92029128006333
"Otu000010","run_51",2.47844135177924
"Otu000014","run_51",1.52150971131311
"Otu000120","run_51",1.80370359130694
"Otu000001","run_51",1.23170964936218
"Otu000009","run_51",0.952313635215538
"Otu000003","run_51",0.89165066166842
"Otu000007","run_52",3.00637232600313
"Otu000004","run_52",2.88934517756779
"Otu000013","run_52",2.10475174897677
"Otu000040","run_52",2.3449252830769
"Otu000010","run_52",2.36547764393747
"Otu000014","run_52",1.17644766049605
"Otu000120","run_52",1.54528103572039
"Otu000001","run_52",1.22817876531871
"Otu000009","run_52",1.1541295203324
"Otu000003","run_52",0.760353996465109
"Otu000007","run_53",2.14568670870788
"Otu000004","run_53",2.27271665968992
"Otu000013","run_53",2.76034660011179
"Otu000040","run_53",2.5178028904365
"Otu000010","run_53",2.87951895206395
"Otu000014","run_53",1.58592836738912
"Otu000120","run_53",1.02473395288936
"Otu000001","run_53",1.12799151388687
"Otu000009","run_53",1.15702918502499
"Otu000003","run_53",1.00561359085225
"Otu000007","run_54",1.91175387366702
"Otu000004","run_54",2.17592025524082
"Otu000013","run_54",2.06100465320781
"Otu000040","run_54",2.49315773806594
"Otu000010","run_54",2.024437041187
"Otu000014","run_54",2.01456747241851
"Otu000120","run_54",1.47135264039893
"Otu000001","run_54",1.73895685944406
"Otu000009","run_54",1.2130929653019
"Otu000003","run_54",1.40470386948905
"Otu000007","run_55",2.47775425763078
"Otu000004","run_55",2.79686008175177
"Otu000013","run_55",2.75501416631337
"Otu000040","run_55",2.11240735614623
"Otu000010","run_55",2.02548042080948
"Otu000014","run_55",1.15845365323269
"Otu000120","run_55",1.45177730111306
"Otu000001","run_55",1.14135953343445
"Otu000009","run_55",1.56520638998595
"Otu000003","run_55",1.09779210274011
"Otu000007","run_56",2.80687275641355
"Otu000004","run_56",2.33333033679238
"Otu000013","run_56",2.48601032386992
"Otu000040","run_56",2.07485449382073
"Otu000010","run_56",2.32629607535469
"Otu000014","run_56",1.39139251524674
"Otu000120","run_56",1.23712092469984
"Otu000001","run_56",1.34945635389297
"Otu000009","run_56",1.47438505935311
"Otu000003","run_56",1.01186010792448
"Otu000007","run_57",1.9971822000786
"Otu000004","run_57",1.98433566071859
"Otu000013","run_57",1.84726892666311
"Otu000040","run_57",2.22966240486871
"Otu000010","run_57",2.07359798123019
"Otu000014","run_57",1.96336034155294
"Otu000120","run_57",1.59465846020477
"Otu000001","run_57",1.60471475710715
"Otu000009","run_57",1.63465262667224
"Otu000003","run_57",1.47530348300896
"Otu000007","run_58",2.74050533273611
"Otu000004","run_58",2.93495949367211
"Otu000013","run_58",1.90852382006521
"Otu000040","run_58",2.25118968495578
"Otu000010","run_58",2.34090554667814
"Otu000014","run_58",1.45468779739298
"Otu000120","run_58",1.44511999931626
"Otu000001","run_58",1.32550166308302
"Otu000009","run_58",1.27970726385296
"Otu000003","run_58",0.846794135089527
"Otu000007","run_59",2.27811472953931
"Otu000004","run_59",2.59668819398214
"Otu000013","run_59",2.0667827049361
"Otu000040","run_59",2.46903861682454
"Otu000010","run_59",1.70907333244616
"Otu000014","run_59",1.33445606111109
"Otu000120","run_59",1.38107077014752
"Otu000001","run_59",1.65541226865853
"Otu000009","run_59",1.78514766564646
"Otu000003","run_59",1.24684723565552
"Otu000007","run_60",2.07629925065803
"Otu000004","run_60",2.1308759969907
"Otu000013","run_60",1.71816922170477
"Otu000040","run_60",2.25676561249238
"Otu000010","run_60",1.5479351216884
"Otu000014","run_60",1.94216194261691
"Otu000120","run_60",1.52165420163141
"Otu000001","run_60",2.09397606945216
"Otu000009","run_60",1.86374585524792
"Otu000003","run_60",1.37525883278049
"Otu000007","run_61",2.83552335193105
"Otu000004","run_61",2.2982269691575
"Otu000013","run_61",2.21534847968889
"Otu000040","run_61",1.92907285661761
"Otu000010","run_61",1.9993171698134
"Otu000014","run_61",1.64898562084529
"Otu000120","run_61",1.40755649753669
"Otu000001","run_61",1.67962122953362
"Otu000009","run_61",1.40780604590778
"Otu000003","run_61",1.1401207263366
"Otu000007","run_62",2.96793945705434
"Otu000004","run_62",2.20424475174628
"Otu000013","run_62",1.90712904829897
"Otu000040","run_62",1.6394993166005
"Otu000010","run_62",2.03917672268959
"Otu000014","run_62",1.61351030964905
"Otu000120","run_62",1.54608290198681
"Otu000001","run_62",1.43598378287489
"Otu000009","run_62",1.55297031691168
"Otu000003","run_62",1.72556865534577
"Otu000007","run_63",2.13463536375628
"Otu000004","run_63",2.10664084258759
"Otu000013","run_63",2.09331615179064
"Otu000040","run_63",2.206911047218
"Otu000010","run_63",1.89023222904595
"Otu000014","run_63",1.70712590640789
"Otu000120","run_63",1.39565475743598
"Otu000001","run_63",1.8091259117258
"Otu000009","run_63",1.51689183745447
"Otu000003","run_63",1.67999226836687
"Otu000007","run_64",2.70513200769171
"Otu000004","run_64",2.55718400085516
"Otu000013","run_64",2.98876988635001
"Otu000040","run_64",2.60715539800078
"Otu000010","run_64",1.57936729815268
"Otu000014","run_64",1.28600354485769
"Otu000120","run_64",0.912369717571447
"Otu000001","run_64",1.49213967005609
"Otu000009","run_64",1.35425476765554
"Otu000003","run_64",1.02183423512468
"Otu000007","run_65",2.33540443055759
"Otu000004","run_65",2.58714004067581
"Otu000013","run_65",1.85565568352853
"Otu000040","run_65",1.81939056581603
"Otu000010","run_65",2.75537988223167
"Otu000014","run_65",1.5432685164421
"Otu000120","run_65",1.51622716839345
"Otu000001","run_65",1.62056961429395
"Otu000009","run_65",1.26341419518807
"Otu000003","run_65",1.2072341133991
"Otu000007","run_66",2.84362035819674
"Otu000004","run_66",2.13111298949189
"Otu000013","run_66",2.18613396296388
"Otu000040","run_66",2.07467213077368
"Otu000010","run_66",1.93851292321385
"Otu000014","run_66",1.39265913412076
"Otu000120","run_66",1.56901037763883
"Otu000001","run_66",1.84464936233082
"Otu000009","run_66",1.35480436911025
"Otu000003","run_66",1.16535070794877
"Otu000007","run_67",2.69618985463905
"Otu000004","run_67",2.27165976166108
"Otu000013","run_67",2.16161639281671
"Otu000040","run_67",2.54770429478364
"Otu000010","run_67",2.26836062622957
"Otu000014","run_67",1.49516685258841
"Otu000120","run_67",1.23360450459913
"Otu000001","run_67",1.35774960329592
"Otu000009","run_67",1.42777767719027
"Otu000003","run_67",1.03122306377515
"Otu000007","run_68",2.51769749502226
"Otu000004","run_68",2.00402886163432
"Otu000013","run_68",1.80020025854518
"Otu000040","run_68",1.9420833367038
"Otu000010","run_68",2.43881093263646
"Otu000014","run_68",1.77354376722061
"Otu000120","run_68",1.87772321213557
"Otu000001","run_68",1.23951761888002
"Otu000009","run_68",1.31074793825773
"Otu000003","run_68",1.61512026317458
"Otu000007","run_69",2.12278458664841
"Otu000004","run_69",2.08543173109679
"Otu000013","run_69",1.97582742587984
"Otu000040","run_69",2.01174628389531
"Otu000010","run_69",1.87249975088689
"Otu000014","run_69",2.06918873020034
"Otu000120","run_69",1.42696784083563
"Otu000001","run_69",1.95778027267605
"Otu000009","run_69",1.49309946568586
"Otu000003","run_69",1.42993707008961
"Otu000007","run_70",2.47096271396111
"Otu000004","run_70",2.14030796585011
"Otu000013","run_70",2.01192478187324
"Otu000040","run_70",2.09661411909085
"Otu000010","run_70",2.18791325625733
"Otu000014","run_70",1.71898618759626
"Otu000120","run_70",1.32576349218052
"Otu000001","run_70",1.38125882416847
"Otu000009","run_70",1.66267600939578
"Otu000003","run_70",1.44938212331055
"Otu000007","run_71",1.97149178277957
"Otu000004","run_71",2.55667910876708
"Otu000013","run_71",1.81084978361544
"Otu000040","run_71",1.95209036260391
"Otu000010","run_71",2.04111098384065
"Otu000014","run_71",1.78842408332996
"Otu000120","run_71",1.64451857050999
"Otu000001","run_71",1.45006252756145
"Otu000009","run_71",1.62444648805056
"Otu000003","run_71",1.58295788788875
"Otu000007","run_72",2.47166238289948
"Otu000004","run_72",2.22756787600852
"Otu000013","run_72",2.51509605709118
"Otu000040","run_72",2.21672234599315
"Otu000010","run_72",2.22417145771999
"Otu000014","run_72",1.64667277036339
"Otu000120","run_72",1.36670321509037
"Otu000001","run_72",1.4382002823943
"Otu000009","run_72",1.17901594455644
"Otu000003","run_72",1.17734556262003
"Otu000007","run_73",2.69739936772593
"Otu000004","run_73",2.49080312293555
"Otu000013","run_73",2.57789513868493
"Otu000040","run_73",1.85294373688409
"Otu000010","run_73",2.22346433871616
"Otu000014","run_73",1.38258768783363
"Otu000120","run_73",1.63158514177335
"Otu000001","run_73",1.31231782066575
"Otu000009","run_73",1.12735953564225
"Otu000003","run_73",1.09206516176995
"Otu000007","run_74",2.68222324474594
"Otu000004","run_74",3.18352184316415
"Otu000013","run_74",2.57664868679093
"Otu000040","run_74",2.12712466928572
"Otu000010","run_74",2.09010924258202
