"mean_MDA","sd_MDA","variable"
"0.0507059439595779","0","Otu000007"
"0.049992101087462","0","Otu000003"
"0.0479972351227101","0","Otu000368"
"0.0471077730523803","0","Otu000049"
"0.0448602550304634","0","Otu000043"
"0.0447576612818266","0","Otu000010"
"0.0443662362491082","0","Otu000018"
"0.0421743295530791","0","Otu000241"
"0.041695723218123","0","Otu000515"
"0.0397673292834344","0","Otu000014"
"0.0397635823461412","0","Otu000911"
"0.039547650194572","0","Otu000312"
"0.0393298383907805","0","Otu000438"
"0.0391468291694255","0","Otu000044"
"0.0377460047786688","0","Otu000393"
"0.0375610819748119","0","Otu000058"
"0.0362022845135728","0","Otu000028"
"0.0361511818031276","0","Otu000026"
"0.0356183187491791","0","Otu000085"
"0.0355261871899884","0","Otu000005"
"0.0354700003183643","0","Otu000099"
"0.0354318317872865","0","Otu000431"
"0.0353687796671062","0","Otu000240"
"0.0349034825439919","0","Otu000092"
"0.0346399602343125","0","Otu000346"
"0.0345955515889039","0","Otu000048"
"0.034135137353411","0","Otu001022"
"0.0339915857063582","0","Otu000108"
"0.0339853312542147","0","Otu000109"
"0.0332430376577209","0","Otu001142"
"0.0331738158681031","0","Otu000121"
"0.032905973319361","0","Otu000070"
"0.0327163357140538","0","Otu000019"
"0.0326753156517942","0","Otu000901"
"0.0325664346320317","0","Otu000061"
"0.0325107896373272","0","Otu000154"
"0.0325035901553968","0","Otu000074"
"0.0323280278126873","0","Otu000001"
"0.0321515409020142","0","Otu000267"
"0.0317932197005004","0","Otu000016"
"0.0316260845987558","0","Otu000009"
"0.0315922208340985","0","Otu000076"
"0.0309949396805386","0","Otu000146"
"0.0308705229562587","0","Otu000081"
"0.0307705278783815","0","Otu000795"
"0.0305590742177928","0","Otu000023"
"0.0305180081687359","0","Otu000088"
"0.0304225607940946","0","Otu000050"
"0.0303860759645623","0","Otu000040"
"0.0303508157337651","0","Otu000037"
"0.0298014347697621","0","Otu000310"
"0.029710017352975","0","Otu000704"
"0.0295975396861842","0","Otu000084"
"0.0293935129655599","0","Otu000006"
"0.0293746756032394","0","Otu000593"
"0.0293555630818895","0","Otu000021"
"0.0291618969516491","0","Otu000139"
"0.0291583855002452","0","Otu000180"
"0.0290752963807769","0","Otu000165"
"0.029003747389761","0","Otu000127"
"0.0289227006997447","0","Otu000514"
"0.0286395076887337","0","Otu000271"
"0.0285704278866956","0","Otu000155"
"0.0284467375202723","0","Otu000042"
"0.0281295836765574","0","Otu000283"
"0.0281290609419988","0","Otu000570"
"0.0279623365702695","0","Otu000640"
"0.0279567333227487","0","Otu000908"
"0.0277901697494749","0","Otu000573"
"0.027560397284617","0","Otu000008"
"0.0275211259270959","0","Otu000036"
"0.027511062130576","0","Otu000025"
"0.027443373625096","0","Otu000096"
"0.0273412163058598","0","Otu000342"
"0.0272189932114173","0","Otu000133"
"0.0270571884356926","0","Otu000120"
"0.0269744981510401","0","Otu000012"
"0.0269529891311189","0","Otu000327"
"0.0269233063123845","0","Otu000419"
"0.0267686270388348","0","Otu000250"
"0.0266108186970448","0","Otu000278"
"0.0265553654250569","0","Otu000530"
"0.0264753707371055","0","Otu000095"
"0.0263887664902338","0","Otu000196"
"0.0263517704715952","0","Otu000504"
"0.0263268510502005","0","Otu000101"
"0.0263060925680612","0","Otu000114"
"0.0262236980918981","0","Otu000113"
"0.0261476426427692","0","Otu000039"
"0.0261112618668092","0","Otu000148"
"0.0260910057102464","0","Otu000194"
"0.0258277202942173","0","Otu000486"
"0.025801398377802","0","Otu000191"
"0.0257796475167681","0","Otu001016"
"0.0256107213478259","0","Otu000358"
"0.0255722696199363","0","Otu001606"
"0.0255528584342424","0","Otu000166"
"0.025484459485567","0","Otu000206"
"0.0253539301267286","0","Otu000156"
"0.0251434687923135","0","Otu000201"
"0.0251209749570166","0","Otu000177"
"0.0250123870054088","0","Otu000404"
"0.0249812709281484","0","Otu000122"
"0.0248524314534989","0","Otu001172"
"0.0247867493032005","0","Otu000013"
"0.0247817800391488","0","Otu000151"
"0.0247040958055718","0","Otu000273"
"0.0246353035575747","0","Otu001410"
"0.0246121291697081","0","Otu000328"
"0.0244385321281538","0","Otu000034"
"0.024385447785458","0","Otu000926"
"0.0243242287104989","0","Otu000075"
"0.0240530845599351","0","Otu000047"
"0.0239978669628947","0","Otu000105"
"0.0239513999764717","0","Otu000020"
"0.0238950611391417","0","Otu000702"
"0.0237397797425274","0","Otu000015"
"0.0237278424684191","0","Otu000245"
"0.0237249521073248","0","Otu000499"
"0.0236897417717693","0","Otu000934"
"0.0235817408178834","0","Otu000489"
"0.0235609219649118","0","Otu000041"
"0.0234675507252876","0","Otu000244"
"0.0234655864513765","0","Otu000167"
"0.0233451906761969","0","Otu000083"
"0.0233081884518349","0","Otu000073"
"0.0232978025314759","0","Otu000207"
"0.0231511750844938","0","Otu000707"
"0.0230818363605931","0","Otu001218"
"0.0228830880613033","0","Otu000463"
"0.0227454749252582","0","Otu000135"
"0.0227453305731958","0","Otu000700"
"0.0227149401585705","0","Otu000038"
"0.0225777624216575","0","Otu000055"
"0.0224200471013066","0","Otu000216"
"0.022386459262272","0","Otu000138"
"0.0223206956279208","0","Otu000297"
"0.0223006202938501","0","Otu000150"
"0.0222625749153046","0","Otu000193"
"0.0222384258259748","0","Otu000171"
"0.0221680378837362","0","Otu001036"
"0.0221323727541457","0","Otu000604"
"0.0220609021176394","0","Otu000276"
"0.0220601816281137","0","Otu000065"
"0.0220540638847699","0","Otu000402"
"0.0219879029382098","0","Otu000316"
"0.0219568673723937","0","Otu000333"
"0.0219421269451139","0","Otu000004"
"0.0219172399897913","0","Otu000072"
"0.0219116347933969","0","Otu000246"
"0.0218426632002541","0","Otu000512"
"0.0217571457492124","0","Otu000433"
"0.021752470164229","0","Otu000140"
"0.0217428098930989","0","Otu000287"
"0.0216815914247332","0","Otu000170"
"0.0215414903322945","0","Otu000130"
"0.0214639453665465","0","Otu000147"
"0.021286455091606","0","Otu000432"
"0.0212822636604253","0","Otu000059"
"0.0211441000106256","0","Otu000293"
"0.0211133905729054","0","Otu000173"
"0.0208054667244632","0","Otu000178"
"0.0207689676546482","0","Otu000476"
"0.0206206454432419","0","Otu000378"
"0.0205240902430127","0","Otu000308"
"0.0205150077511867","0","Otu001047"
"0.0204710470034356","0","Otu000124"
"0.0204702956094187","0","Otu000011"
"0.0204451078395002","0","Otu000221"
"0.0204397509547533","0","Otu001128"
"0.0204045054702931","0","Otu006543"
"0.0202994546654964","0","Otu000608"
"0.02027838884383","0","Otu000572"
"0.0202337791313065","0","Otu000176"
"0.020216473211201","0","Otu000119"
"0.0202084644912599","0","Otu000347"
"0.0201270426538276","0","Otu000380"
"0.0201073175717758","0","Otu001145"
"0.0200469067293724","0","Otu000064"
"0.0200120501962803","0","Otu000259"
"0.0199224567384746","0","Otu001001"
"0.019902553659435","0","Otu001303"
"0.0198887891210408","0","Otu000678"
"0.0198242944880834","0","Otu000621"
"0.0197866309455938","0","Otu000199"
"0.0197378103331197","0","Otu000478"
"0.0196381515930814","0","Otu000290"
"0.019585383307183","0","Otu000744"
"0.0195601805794466","0","Otu000746"
"0.019550443108672","0","Otu000032"
"0.0194653728734912","0","Otu000144"
"0.019369356832988","0","Otu000002"
"0.0191709074970719","0","Otu000491"
"0.0188541296985327","0","Otu001201"
"0.0188412409543232","0","Otu000586"
"0.0188036509763341","0","Otu000258"
"0.018580274058804","0","Otu000831"
"0.0185737205714563","0","Otu000905"
"0.0185639060146322","0","Otu000300"
"0.0185616241257322","0","Otu000528"
"0.0185512748161333","0","Otu000125"
"0.0185164633846324","0","Otu001177"
"0.0184967155335282","0","Otu000068"
"0.0184530868918126","0","Otu003408"
"0.0184293953064648","0","Otu004864"
"0.0184059558596615","0","Otu001543"
"0.0184013063183806","0","Otu000786"
"0.0183159975965742","0","Otu000185"
"0.0182670286064994","0","Otu000357"
"0.0182512889247006","0","Otu001642"
"0.0182317441738688","0","Otu000163"
"0.0182161498083289","0","Otu000162"
"0.0181999082682099","0","Otu000523"
"0.0181916083381376","0","Otu006713"
"0.018115235727873","0","Otu001200"
"0.0181127898660793","0","Otu000031"
"0.0180980118470247","0","Otu000286"
"0.0180877657346616","0","Otu000537"
"0.018086952908887","0","Otu000355"
"0.0179639917501148","0","Otu000197"
"0.0179101380365708","0","Otu000270"
"0.0178381156698715","0","Otu000756"
"0.0177706432080033","0","Otu000731"
"0.0177203322871716","0","Otu000703"
"0.0176981318230522","0","Otu000579"
"0.0176773150996433","0","Otu000839"
"0.0175965236430828","0","Otu001431"
