"Variable","total_appearance"
"Otu001286",3
"Otu000215",3
"Otu000781",3
"Otu000329",3
"Otu000536",3
"Otu000614",3
"Otu000829",3
"Otu000867",3
"Otu008072",3
"Otu001691",3
"Otu000720",3
"Otu000978",3
"Otu002003",3
"Otu000282",3
"Otu000517",3
"Otu001172",3
"Otu001414",3
"Otu002070",3
"Otu000980",3
"Otu000675",3
"Otu000429",3
"Otu000869",3
"Otu000680",3
"Otu000201",2
"Otu001579",2
"Otu001463",2
"Otu000887",2
"Otu001933",2
"Otu001022",2
"Otu001249",2
"Otu001807",2
"Otu001202",2
"Otu001488",2
"Otu000067",2
"Otu001401",2
"Otu001419",2
"Otu001201",2
"Otu000700",2
"Otu000260",2
"Otu000022",2
"Otu001109",2
"Otu000458",2
"Otu001380",2
"Otu000370",2
"Otu000478",2
"Otu001035",2
"Otu000853",2
"Otu000770",2
"Otu000712",2
"Otu000427",2
"Otu001686",2
"Otu001222",2
"Otu001543",2
"Otu000491",2
"Otu001059",2
"Otu000234",2
"Otu002773",2
"Otu001203",2
"Otu000285",2
"Otu001008",2
"Otu000078",2
"Otu002210",2
"Otu000288",2
"Otu000749",2
"Otu000372",2
"Otu000627",2
"Otu001162",2
"Otu001177",2
"Otu000417",2
"Otu001593",2
"Otu000379",2
"Otu001953",2
"Otu002261",2
"Otu000866",2
"Otu001340",2
"Otu000268",2
"Otu002545",2
"Otu000809",2
"Otu001632",2
"Otu000319",2
"Otu001030",2
"Otu000732",2
"Otu001740",2
"Otu002864",2
"Otu000250",2
"Otu000123",2
"Otu000925",2
"Otu000771",2
"Otu000124",2
"Otu000595",1
"Otu000444",1
"Otu000757",1
"Otu000571",1
"Otu001682",1
"Otu000582",1
"Otu000412",1
"Otu001133",1
"Otu001855",1
"Otu001063",1
"Otu004388",1
"Otu003805",1
"Otu000062",1
"Otu000717",1
"Otu000616",1
"Otu002354",1
"Otu000512",1
"Otu002047",1
"Otu000395",1
"Otu000297",1
"Otu001121",1
"Otu001110",1
"Otu000296",1
"Otu001142",1
"Otu002267",1
"Otu000874",1
"Otu000326",1
"Otu001431",1
"Otu000522",1
"Otu000299",1
"Otu004633",1
"Otu000844",1
"Otu000538",1
"Otu000832",1
"Otu000394",1
"Otu001491",1
"Otu000403",1
"Otu001724",1
"Otu001800",1
"Otu000723",1
"Otu001441",1
"Otu001379",1
"Otu000258",1
"Otu000552",1
"Otu000330",1
"Otu001493",1
"Otu000364",1
"Otu002303",1
"Otu000275",1
"Otu000859",1
"Otu001354",1
"Otu001714",1
"Otu000360",1
"Otu000510",1
"Otu000317",1
"Otu000683",1
"Otu000385",1
"Otu000451",1
"Otu000316",1
"Otu001871",1
"Otu000886",1
"Otu000715",1
"Otu000892",1
"Otu002565",1
"Otu000436",1
"Otu001658",1
"Otu001402",1
"Otu000750",1
"Otu000642",1
"Otu001065",1
"Otu000445",1
"Otu000090",1
"Otu000248",1
"Otu000303",1
"Otu000610",1
"Otu002569",1
"Otu001715",1
"Otu001043",1
"Otu000743",1
"Otu001494",1
"Otu000877",1
"Otu000448",1
"Otu000852",1
"Otu001532",1
"Otu000162",1
"Otu000253",1
"Otu000400",1
"Otu001194",1
"Otu001507",1
"Otu000984",1
"Otu000987",1
"Otu001375",1
"Otu000695",1
"Otu001134",1
"Otu000338",1
"Otu002965",1
"Otu000531",1
"Otu000181",1
"Otu001618",1
"Otu000628",1
"Otu000690",1
"Otu000994",1
"Otu000761",1
"Otu005269",1
"Otu000565",1
"Otu000281",1
"Otu000529",1
"Otu000460",1
"Otu000731",1
"Otu001261",1
"Otu001170",1
"Otu001662",1
"Otu000889",1
"Otu001429",1
"Otu001960",1
"Otu000684",1
"Otu001891",1
"Otu000376",1
"Otu002089",1
"Otu000986",1
"Otu000323",1
"Otu001909",1
"Otu001279",1
"Otu001374",0
"Otu000152",0
"Otu001111",0
"Otu001364",0
"Otu000672",0
"Otu000411",0
"Otu002072",0
"Otu000650",0
"Otu000375",0
"Otu000365",0
"Otu001477",0
"Otu000265",0
"Otu000207",0
"Otu000569",0
"Otu000455",0
"Otu001026",0
"Otu001290",0
"Otu000216",0
"Otu000106",0
"Otu001102",0
"Otu000619",0
"Otu000574",0
"Otu000343",0
"Otu001552",0
"Otu003914",0
"Otu001095",0
"Otu000132",0
"Otu000223",0
"Otu000563",0
"Otu000742",0
"Otu000164",0
"Otu002082",0
"Otu001811",0
"Otu004246",0
"Otu001511",0
"Otu005523",0
"Otu002077",0
"Otu001128",0
"Otu000350",0
"Otu003144",0
"Otu003400",0
"Otu000532",0
"Otu000868",0
"Otu000966",0
"Otu003081",0
"Otu000406",0
"Otu003979",0
"Otu000975",0
"Otu000804",0
"Otu002644",0
"Otu003573",0
"Otu000461",0
"Otu000409",0
"Otu000137",0
"Otu006408",0
"Otu001382",0
"Otu000777",0
"Otu000875",0
"Otu001678",0
"Otu001447",0
"Otu000249",0
"Otu001012",0
"Otu000112",0
"Otu000692",0
"Otu000726",0
"Otu000888",0
"Otu000179",0
"Otu001196",0
"Otu000186",0
"Otu001080",0
"Otu000439",0
"Otu001066",0
"Otu002969",0
"Otu001906",0
"Otu000964",0
"Otu001213",0
"Otu000719",0
"Otu000115",0
"Otu001509",0
"Otu001055",0
"Otu000472",0
"Otu000890",0
"Otu000311",0
"Otu002899",0
"Otu000643",0
"Otu001308",0
"Otu000633",0
"Otu001803",0
"Otu000641",0
"Otu004579",0
"Otu002935",0
"Otu001309",0
"Otu002504",0
"Otu001181",0
"Otu000238",0
"Otu000324",0
"Otu001657",0
"Otu000069",0
"Otu001348",0
"Otu001823",0
"Otu001423",0
"Otu003346",0
"Otu000716",0
"Otu002355",0
"Otu001137",0
"Otu001680",0
"Otu001242",0
"Otu002464",0
"Otu000454",0
"Otu000159",0
"Otu002096",0
"Otu000594",0
"Otu002736",0
"Otu000483",0
"Otu000228",0
"Otu001357",0
"Otu000562",0
"Otu001291",0
"Otu000354",0
"Otu000252",0
"Otu002436",0
"Otu000577",0
"Otu000466",0
"Otu000618",0
"Otu002278",0
"Otu001444",0
"Otu000434",0
"Otu001173",0
"Otu001324",0
"Otu000656",0
"Otu000381",0
"Otu000230",0
"Otu000334",0
"Otu002259",0
"Otu000359",0
"Otu001602",0
"Otu002056",0
"Otu000535",0
"Otu000630",0
"Otu000336",0
"Otu001438",0
"Otu000769",0
"Otu000198",0
"Otu000220",0
"Otu001090",0
"Otu000473",0
"Otu000097",0
"Otu002095",0
"Otu000759",0
"Otu000823",0
"Otu001381",0
"Otu000366",0
"Otu000415",0
"Otu002155",0
"Otu000649",0
"Otu002387",0
"Otu002404",0
"Otu000741",0
"Otu000229",0
"Otu001677",0
"Otu001664",0
"Otu001769",0
"Otu005101",0
"Otu000337",0
"Otu001092",0
"Otu000352",0
"Otu002194",0
"Otu000456",0
"Otu003436",0
"Otu000991",0
"Otu002473",0
"Otu001358",0
"Otu003640",0
"Otu001815",0
"Otu001250",0
"Otu001237",0
"Otu002098",0
"Otu003298",0
"Otu000274",0
"Otu000793",0
"Otu001506",0
"Otu003505",0
"Otu001877",0
"Otu001280",0
"Otu000264",0
"Otu000051",0
"Otu000373",0
"Otu000687",0
"Otu000255",0
"Otu001600",0
"Otu000233",0
"Otu003789",0
"Otu003160",0
"Otu001241",0
"Otu001009",0
"Otu000540",0
"Otu001152",0
"Otu001780",0
"Otu000325",0
"Otu000416",0
"Otu001179",0
"Otu001300",0
"Otu001641",0
"Otu000263",0
"Otu008928",0
"Otu000559",0
"Otu002402",0
"Otu001730",0
"Otu000654",0
"Otu000143",0
"Otu000736",0
"Otu001541",0
"Otu000424",0
"Otu000389",0
"Otu000298",0
"Otu002953",0
"Otu001950",0
"Otu000189",0
"Otu002138",0
"Otu000280",0
"Otu000917",0
"Otu000811",0
"Otu001195",0
"Otu001004",0
"Otu000557",0
"Otu001155",0
"Otu001047",0
"Otu000384",0
"Otu000313",0
"Otu002403",0
"Otu000685",0
"Otu000243",0
"Otu001014",0
"Otu004831",0
"Otu001116",0
"Otu003599",0
"Otu004765",0
"Otu001248",0
"Otu000787",0
"Otu001638",0
"Otu001546",0
"Otu000497",0
"Otu000907",0
"Otu000945",0
"Otu000470",0
"Otu001564",0
"Otu002594",0
"Otu001145",0
"Otu012835",0
"Otu003233",0
"Otu001268",0
"Otu000213",0
"Otu000970",0
"Otu000568",0
"Otu001946",0
"Otu000332",0
"Otu001786",0
"Otu002650",0
"Otu002499",0
"Otu001192",0
"Otu000606",0
"Otu000779",0
"Otu001796",0
"Otu000821",0
"Otu000520",0
"Otu000383",0
"Otu001060",0
"Otu001259",0
"Otu004942",0
"Otu002442",0
"Otu001135",0
"Otu000801",0
"Otu004883",0
"Otu002696",0
"Otu000600",0
"Otu002309",0
"Otu000494",0
"Otu000541",0
"Otu001088",0
"Otu003295",0
"Otu000184",0
"Otu000335",0
"Otu000501",0
"Otu000555",0
"Otu000677",0
"Otu000737",0
"Otu000983",0
"Otu001828",0
"Otu002162",0
"Otu002383",0
"Otu004184",0
"Otu004369",0
