"otu","variable","value"
"Otu000061","run_1",3.42773337747543
"Otu000145","run_1",2.61599587431766
"Otu000026","run_1",3.30515323279537
"Otu000040","run_1",2.64344734533335
"Otu000438","run_1",2.75737479936479
"Otu000148","run_1",2.10355907173832
"Otu000063","run_1",2.86943386372619
"Otu000135","run_1",2.12537838161573
"Otu000065","run_1",1.90647008549154
"Otu000241","run_1",1.67699242968007
"Otu000061","run_2",3.99117096173537
"Otu000145","run_2",3.12182963958585
"Otu000026","run_2",2.31633665899285
"Otu000040","run_2",3.18617258446619
"Otu000438","run_2",2.48921883534114
"Otu000148","run_2",1.88755145165997
"Otu000063","run_2",2.19231131764865
"Otu000135","run_2",2.01262743597066
"Otu000065","run_2",2.44512186791844
"Otu000241","run_2",1.82099258001421
"Otu000061","run_3",4.29727744606016
"Otu000145","run_3",3.06205619649465
"Otu000026","run_3",3.69229882898124
"Otu000040","run_3",2.34673133215229
"Otu000438","run_3",2.50378646722722
"Otu000148","run_3",2.47407504943492
"Otu000063","run_3",2.14933692496212
"Otu000135","run_3",1.88414494417552
"Otu000065","run_3",1.70470467436034
"Otu000241","run_3",1.43828044384385
"Otu000061","run_4",4.62991121982952
"Otu000145","run_4",2.66536777054861
"Otu000026","run_4",3.036766951923
"Otu000040","run_4",2.75322976755136
"Otu000438","run_4",2.33853675598807
"Otu000148","run_4",2.26120253642908
"Otu000063","run_4",1.48931808485419
"Otu000135","run_4",1.92782439090957
"Otu000065","run_4",2.37959853925926
"Otu000241","run_4",2.00298757245094
"Otu000061","run_5",3.68755901639788
"Otu000145","run_5",3.31366192353039
"Otu000026","run_5",2.45098748321225
"Otu000040","run_5",3.08965322204954
"Otu000438","run_5",2.17554322601114
"Otu000148","run_5",2.30970672549788
"Otu000063","run_5",1.91208218758239
"Otu000135","run_5",2.34904272045175
"Otu000065","run_5",2.06006261757128
"Otu000241","run_5",1.99417951017415
"Otu000061","run_6",4.40612167709011
"Otu000145","run_6",3.06633556800158
"Otu000026","run_6",2.29517085305439
"Otu000040","run_6",2.80115735732415
"Otu000438","run_6",2.27601622708737
"Otu000148","run_6",2.88636858395138
"Otu000063","run_6",2.24212117442698
"Otu000135","run_6",1.96260374573228
"Otu000065","run_6",1.83104461067669
"Otu000241","run_6",1.73529097188584
"Otu000061","run_7",4.61038224638223
"Otu000145","run_7",2.64943111391176
"Otu000026","run_7",2.04128946418215
"Otu000040","run_7",2.61137739251363
"Otu000438","run_7",3.23669381964704
"Otu000148","run_7",2.29572789558564
"Otu000063","run_7",2.51465646786524
"Otu000135","run_7",1.88743623557767
"Otu000065","run_7",2.25292442068244
"Otu000241","run_7",1.41190145647272
"Otu000061","run_8",3.97973923006117
"Otu000145","run_8",3.07060359556666
"Otu000026","run_8",2.13531958283194
"Otu000040","run_8",2.86519429381289
"Otu000438","run_8",2.52366194281458
"Otu000148","run_8",2.33210162579895
"Otu000063","run_8",2.64125492792001
"Otu000135","run_8",2.19944629660571
"Otu000065","run_8",1.61474907536827
"Otu000241","run_8",2.17140928269966
"Otu000061","run_9",3.33084109896997
"Otu000145","run_9",2.51634876602066
"Otu000026","run_9",3.17535023679765
"Otu000040","run_9",2.765536125893
"Otu000438","run_9",3.08777640141472
"Otu000148","run_9",2.20153301450378
"Otu000063","run_9",2.15621478002785
"Otu000135","run_9",2.51621761445966
"Otu000065","run_9",1.67534235758005
"Otu000241","run_9",2.0611216556147
"Otu000061","run_10",3.82745506929366
"Otu000145","run_10",2.50255160320112
"Otu000026","run_10",2.36527638113856
"Otu000040","run_10",2.87417321701934
"Otu000438","run_10",2.48789757677508
"Otu000148","run_10",2.72400916188319
"Otu000063","run_10",2.15696776707088
"Otu000135","run_10",2.08782072901042
"Otu000065","run_10",2.67589667878013
"Otu000241","run_10",1.74277232864813
"Otu000061","run_11",4.51573303561477
"Otu000145","run_11",1.86158333844163
"Otu000026","run_11",2.58263701453085
"Otu000040","run_11",3.04012984072953
"Otu000438","run_11",2.24128977099779
"Otu000148","run_11",2.25870706839031
"Otu000063","run_11",1.88111110725901
"Otu000135","run_11",2.386579673466
"Otu000065","run_11",2.07618130239226
"Otu000241","run_11",2.47771451484454
"Otu000061","run_12",5.7828070006797
"Otu000145","run_12",3.95780401056441
"Otu000026","run_12",2.66740984237032
"Otu000040","run_12",2.17973796011698
"Otu000438","run_12",1.58862969306115
"Otu000148","run_12",1.48935935189669
"Otu000063","run_12",2.5967418035987
"Otu000135","run_12",2.37864709147862
"Otu000065","run_12",1.78416345290794
"Otu000241","run_12",1.14739210101781
"Otu000061","run_13",3.69466855866164
"Otu000145","run_13",2.07141348177012
"Otu000026","run_13",2.82188650274397
"Otu000040","run_13",2.28779389868423
"Otu000438","run_13",3.62985197641766
"Otu000148","run_13",2.58175786503122
"Otu000063","run_13",2.42888260818147
"Otu000135","run_13",1.73136363935047
"Otu000065","run_13",2.01159588163997
"Otu000241","run_13",2.3210676388013
"Otu000061","run_14",3.54585393022855
"Otu000145","run_14",3.45721802476268
"Otu000026","run_14",2.44167990567403
"Otu000040","run_14",2.32974062409953
"Otu000438","run_14",2.1317863503385
"Otu000148","run_14",2.96899536063629
"Otu000063","run_14",2.27911330653534
"Otu000135","run_14",2.55958239533745
"Otu000065","run_14",1.84053502738287
"Otu000241","run_14",1.70841815192784
"Otu000061","run_15",3.40014747374129
"Otu000145","run_15",3.35816889132819
"Otu000026","run_15",2.6862996848091
"Otu000040","run_15",2.85029526662514
"Otu000438","run_15",2.83736312982941
"Otu000148","run_15",2.29100413972429
"Otu000063","run_15",2.54254034989754
"Otu000135","run_15",2.15160615217464
"Otu000065","run_15",1.56758782161463
"Otu000241","run_15",1.81062811589679
"Otu000061","run_16",4.75699939109764
"Otu000145","run_16",3.82149786348879
"Otu000026","run_16",2.70635469400965
"Otu000040","run_16",2.36136868929208
"Otu000438","run_16",2.36686864530828
"Otu000148","run_16",1.85025603356135
"Otu000063","run_16",2.35038771732179
"Otu000135","run_16",1.63746781650983
"Otu000065","run_16",1.94463495120768
"Otu000241","run_16",1.61916419820292
"Otu000061","run_17",3.75270746951624
"Otu000145","run_17",2.57370667834395
"Otu000026","run_17",2.486590999526
"Otu000040","run_17",2.69100083206424
"Otu000438","run_17",2.7168889993361
"Otu000148","run_17",2.19167268136064
"Otu000063","run_17",2.05076128885346
"Otu000135","run_17",2.71692125733213
"Otu000065","run_17",1.83553404152956
"Otu000241","run_17",2.42069011111204
"Otu000061","run_18",3.82201768641165
"Otu000145","run_18",2.66716156820347
"Otu000026","run_18",2.21488980977815
"Otu000040","run_18",2.19363405456357
"Otu000438","run_18",3.40421641624605
"Otu000148","run_18",2.91051443709139
"Otu000063","run_18",1.69273412148339
