"Overall","Variable","run"
0.0136111111111111,"Otu000001",1
0.170790091960333,"Otu000002",1
0.0154285714285714,"Otu000003",1
0.00846153846153847,"Otu000004",1
0.0486818181818181,"Otu000005",1
0.0421666666666667,"Otu000006",1
0.0181818181818182,"Otu000007",1
0.0189204545454545,"Otu000008",1
0.0075,"Otu000009",1
0.00833333333333334,"Otu000010",1
0,"Otu000011",1
0.106453603867397,"Otu000012",1
0.131395506792059,"Otu000013",1
0.0472835249042146,"Otu000014",1
0.120894113549286,"Otu000015",1
0.01,"Otu000016",1
0.0392010163749294,"Otu000017",1
0.0854012702273572,"Otu000018",1
0.0373333333333333,"Otu000019",1
0.051179689276241,"Otu000020",1
0.0467272727272727,"Otu000021",1
0.0258008658008658,"Otu000022",1
0.012,"Otu000023",1
0.0627883169462117,"Otu000025",1
0.205845340112133,"Otu000026",1
0.0258585858585858,"Otu000027",1
0.0226666666666667,"Otu000028",1
0.01084229390681,"Otu000029",1
0.016,"Otu000030",1
0.0453333333333333,"Otu000031",1
0.0501280507418278,"Otu000032",1
0,"Otu000034",1
0.0193939393939394,"Otu000036",1
0.016,"Otu000037",1
0.0474661633876904,"Otu000038",1
0.0476392876129718,"Otu000039",1
0.093959595959596,"Otu000040",1
0.0825757575757576,"Otu000041",1
0.113388888888889,"Otu000042",1
0.0582508077222233,"Otu000043",1
0.0345367733058135,"Otu000044",1
0.0152380952380952,"Otu000045",1
0.0425815647766867,"Otu000046",1
0.070577614379085,"Otu000047",1
0.0371119511119511,"Otu000048",1
0.108372518286311,"Otu000049",1
0,"Otu000050",1
0.00501960784313724,"Otu000055",1
0.0257142857142857,"Otu000057",1
0.0404707234617985,"Otu000058",1
0.140497545282375,"Otu000059",1
0.0971636141636142,"Otu000061",1
0.0169327731092437,"Otu000062",1
0.0859024390243902,"Otu000063",1
0.0335188172043011,"Otu000064",1
0.154576888726505,"Otu000065",1
0,"Otu000067",1
0.0941848196387838,"Otu000068",1
0.0225053625053625,"Otu000069",1
0.0264494949494949,"Otu000070",1
0.0625435754238999,"Otu000072",1
0.0390732600732601,"Otu000073",1
0.0250238095238095,"Otu000074",1
0.015672163918041,"Otu000075",1
0,"Otu000076",1
0.0280952380952381,"Otu000077",1
0,"Otu000078",1
0.0106666666666667,"Otu000079",1
0,"Otu000081",1
0.0116148148148148,"Otu000082",1
0.0584063492063492,"Otu000083",1
0.105069518716578,"Otu000084",1
0.0216153846153846,"Otu000085",1
0.00714285714285714,"Otu000086",1
0.0575555555555555,"Otu000087",1
0.0310674603174603,"Otu000088",1
0.0280029619503304,"Otu000089",1
0.0402207792207792,"Otu000090",1
0.00541353383458645,"Otu000091",1
0,"Otu000092",1
0.00617395676219207,"Otu000093",1
0.0249522792022792,"Otu000095",1
0,"Otu000096",1
0,"Otu000097",1
0.0354000293148366,"Otu000098",1
0.0360512820512821,"Otu000099",1
0.0772362282684863,"Otu000101",1
0.0732820512820513,"Otu000102",1
0.0291575091575092,"Otu000105",1
0.0216666666666667,"Otu000106",1
0.0158730158730159,"Otu000107",1
0.0121362229102167,"Otu000108",1
0.068310291858679,"Otu000109",1
0.0147765403012779,"Otu000110",1
0.0131688311688312,"Otu000111",1
0.0169833119383825,"Otu000112",1
0,"Otu000113",1
0,"Otu000114",1
0.0293403263403263,"Otu000115",1
0.015,"Otu000116",1
0.0608888888888889,"Otu000117",1
0.037695652173913,"Otu000118",1
0.0464177489177489,"Otu000119",1
0.0721429963798385,"Otu000120",1
0.1314999316473,"Otu000121",1
0.0431072262956813,"Otu000122",1
0.00560224089635854,"Otu000123",1
0.0497925925925926,"Otu000124",1
0.0429803921568628,"Otu000125",1
0.005,"Otu000127",1
0.0194867724867725,"Otu000128",1
0.0382992048800872,"Otu000130",1
0,"Otu000132",1
0.117197691197691,"Otu000133",1
0.0262526660331538,"Otu000134",1
0.00714285714285714,"Otu000135",1
0.0257142857142857,"Otu000136",1
0,"Otu000137",1
0.00466666666666667,"Otu000138",1
0.0489327361744742,"Otu000139",1
0.0598268398268398,"Otu000140",1
0.00348484848484849,"Otu000141",1
0.0427845619477243,"Otu000143",1
0.0185714285714286,"Otu000144",1
0.0341587301587302,"Otu000145",1
0.116390854243795,"Otu000146",1
0.0840057942057942,"Otu000147",1
0.0342857142857143,"Otu000148",1
0.0250880110880111,"Otu000149",1
0.0100127713920817,"Otu000150",1
0.0488015705225007,"Otu000151",1
0,"Otu000152",1
0.0194887218045113,"Otu000153",1
0.0203174603174603,"Otu000154",1
0.0380208855472013,"Otu000155",1
0.0779623176738926,"Otu000156",1
0.0121904761904762,"Otu000157",1
0.0220672268907563,"Otu000158",1
0.0471283383283383,"Otu000159",1
0.024,"Otu000160",1
0.0822910052910053,"Otu000161",1
0.0141861327400816,"Otu000163",1
0.000634920634920633,"Otu000164",1
0.0119825708061002,"Otu000165",1
0.0013939393939394,"Otu000166",1
0.00136363636363637,"Otu000167",1
0.0182294372294372,"Otu000168",1
0.0159058823529412,"Otu000169",1
0.0142321110262287,"Otu000170",1
0,"Otu000171",1
0.046,"Otu000172",1
0.0363383838383838,"Otu000173",1
0.0112872937872938,"Otu000176",1
0.0311111111111111,"Otu000177",1
0.0166666666666667,"Otu000178",1
0,"Otu000179",1
0.090501443001443,"Otu000180",1
0,"Otu000181",1
0.0232535885167464,"Otu000182",1
0.00609523809523809,"Otu000183",1
0.0207087719298245,"Otu000185",1
0,"Otu000186",1
0.0546671736671737,"Otu000187",1
0,"Otu000188",1
0.0323501400560224,"Otu000189",1
0.0142222222222222,"Otu000190",1
0.139715877276234,"Otu000191",1
0.00347222222222221,"Otu000192",1
0.0226068376068376,"Otu000193",1
0.0918214111157659,"Otu000194",1
0.00317647058823529,"Otu000195",1
0,"Otu000196",1
0.0741527313266444,"Otu000197",1
0,"Otu000198",1
0.0161922196796339,"Otu000199",1
0.0152105263157894,"Otu000200",1
0.0157792207792208,"Otu000201",1
0.0238095238095238,"Otu000203",1
0.0304761904761905,"Otu000204",1
0.0338788444670798,"Otu000205",1
0,"Otu000206",1
0.0166666666666667,"Otu000207",1
0,"Otu000209",1
0,"Otu000210",1
0,"Otu000211",1
0.034025974025974,"Otu000212",1
0,"Otu000213",1
0.01,"Otu000214",1
0.00533333333333334,"Otu000215",1
0,"Otu000216",1
0,"Otu000217",1
0,"Otu000218",1
0.0331363636363636,"Otu000219",1
0.0133333333333333,"Otu000220",1
0.0188431372549019,"Otu000221",1
0.0196825396825397,"Otu000222",1
0,"Otu000223",1
0.00952380952380952,"Otu000225",1
0,"Otu000226",1
0.0135574229691877,"Otu000227",1
0.0164285714285714,"Otu000230",1
0.0191666666666667,"Otu000231",1
0.000178571428571424,"Otu000233",1
0.0122488038277512,"Otu000234",1
0,"Otu000235",1
0.0595530303030303,"Otu000236",1
0,"Otu000239",1
0.0742029637029637,"Otu000240",1
0.0411569107221281,"Otu000241",1
0.00631313131313131,"Otu000242",1
0.0596649625856756,"Otu000244",1
0.0492779922779923,"Otu000245",1
0.0428764960529666,"Otu000246",1
0,"Otu000247",1
0.0145714285714286,"Otu000248",1
0.0384418901660281,"Otu000249",1
0,"Otu000250",1
0,"Otu000251",1
0,"Otu000253",1
0.0175395445134575,"Otu000254",1
0.0458275058275058,"Otu000255",1
0,"Otu000257",1
0.0071111111111111,"Otu000259",1
0.0235109717868338,"Otu000260",1
0.0241818181818182,"Otu000261",1
0.0725999784529196,"Otu000262",1
0.017507722007722,"Otu000264",1
0.0253113553113553,"Otu000265",1
0.0180606060606061,"Otu000267",1
0.00857142857142857,"Otu000268",1
0.03,"Otu000269",1
0.0070620689655172,"Otu000270",1
0.02475,"Otu000271",1
0.0316081871345029,"Otu000272",1
0.016,"Otu000273",1
0.0136111111111111,"Otu000274",1
0,"Otu000275",1
0.0136111111111111,"Otu000276",1
0.0216062271062271,"Otu000277",1
0.0845793650793651,"Otu000278",1
0,"Otu000281",1
0.00290909090909091,"Otu000282",1
0.00300000000000001,"Otu000283",1
0,"Otu000284",1
0,"Otu000285",1
0.0128571428571429,"Otu000286",1
0.101469434455704,"Otu000287",1
0.000952380952380949,"Otu000288",1
0.02,"Otu000289",1
0.0602796768679121,"Otu000290",1
0.0330687830687831,"Otu000291",1
0.00555555555555555,"Otu000292",1
0.00457142857142856,"Otu000293",1
0,"Otu000294",1
0.0134164934164934,"Otu000296",1
0.00562851782363978,"Otu000297",1
0,"Otu000298",1
0.0225668449197861,"Otu000299",1
0.034,"Otu000300",1
0,"Otu000301",1
0.019,"Otu000302",1
0.021,"Otu000303",1
0.0619772727272728,"Otu000304",1
0.00892857142857143,"Otu000305",1
0.0136111111111111,"Otu000307",1
0.064207277242881,"Otu000308",1
0.01,"Otu000309",1
0,"Otu000310",1
0,"Otu000311",1
0.119506094035164,"Otu000312",1
0.00374269005847953,"Otu000313",1
0,"Otu000314",1
0.01,"Otu000315",1
0.0212857142857143,"Otu000316",1
0.01,"Otu000317",1
0,"Otu000318",1
0,"Otu000320",1
0,"Otu000322",1
0.0530191655609612,"Otu000324",1
0.032954954954955,"Otu000325",1
0.0104761904761905,"Otu000326",1
0.0385714285714286,"Otu000327",1
0.0538297791237419,"Otu000328",1
0,"Otu000329",1
0.01,"Otu000330",1
0.0146820588832973,"Otu000332",1
0.0228318903318903,"Otu000333",1
0.0104710144927536,"Otu000334",1
0.024024219024219,"Otu000337",1
0.000484848484848488,"Otu000340",1
0.062323966894619,"Otu000342",1
0.0178333333333333,"Otu000343",1
0.0133333333333333,"Otu000345",1
0.0715321428571428,"Otu000346",1
0.0190066518847007,"Otu000347",1
0,"Otu000348",1
0.0666351856643602,"Otu000349",1
0.015,"Otu000350",1
0,"Otu000353",1
0.123969305962854,"Otu000355",1
0.0293333333333333,"Otu000358",1
0,"Otu000359",1
0.01504329004329,"Otu000360",1
0.0244942848020434,"Otu000361",1
0.0192857142857143,"Otu000362",1
0.0601522777132533,"Otu000363",1
0.0245454545454545,"Otu000364",1
0.03,"Otu000365",1
0,"Otu000366",1
0.0145687645687645,"Otu000367",1
0.0124502164502164,"Otu000368",1
0,"Otu000369",1
0.0164761904761905,"Otu000372",1
0.024,"Otu000373",1
0,"Otu000374",1
0.021956643526976,"Otu000375",1
0.018,"Otu000376",1
0.0449275362318841,"Otu000377",1
0.0649090909090909,"Otu000378",1
0,"Otu000379",1
0.0623880154932786,"Otu000380",1
0.0117498057498058,"Otu000381",1
0,"Otu000382",1
0.0106349206349206,"Otu000383",1
0.0173850574712644,"Otu000384",1
0.0292539559683523,"Otu000385",1
0,"Otu000386",1
0.0101185770750988,"Otu000388",1
0.00446428571428571,"Otu000389",1
0,"Otu000390",1
0.02,"Otu000391",1
0.0383913043478261,"Otu000393",1
0,"Otu000394",1
0.000634920634920633,"Otu000398",1
0.0133333333333333,"Otu000399",1
0.0460072319837026,"Otu000400",1
0.0133333333333333,"Otu000401",1
0.0375083612040134,"Otu000402",1
0.00446428571428571,"Otu000403",1
0.085838961038961,"Otu000404",1
0.0232340777502068,"Otu000406",1
0.01,"Otu000407",1
0,"Otu000408",1
0.0372651515151515,"Otu000412",1
0.0185256410256411,"Otu000413",1
0,"Otu000415",1
0.0015,"Otu000417",1
0.0535320235320235,"Otu000418",1
0.061930663774142,"Otu000419",1
0,"Otu000420",1
0.00182336182336183,"Otu000423",1
0.0142222222222222,"Otu000424",1
0.00257894736842104,"Otu000425",1
0.0672549019607843,"Otu000427",1
0,"Otu000428",1
0.0347826086956522,"Otu000430",1
0.038961038961039,"Otu000431",1
0.0762945387945388,"Otu000432",1
0.000357142857142856,"Otu000433",1
0.0151703703703704,"Otu000434",1
0.00694444444444445,"Otu000436",1
0,"Otu000437",1
0.073930216802168,"Otu000438",1
0,"Otu000439",1
0.0228194726166329,"Otu000440",1
0.00892857142857143,"Otu000441",1
0,"Otu000443",1
0,"Otu000445",1
0,"Otu000446",1
0.0103296703296703,"Otu000447",1
0.0521075672295185,"Otu000449",1
0,"Otu000450",1
0,"Otu000452",1
0.0428436475804897,"Otu000453",1
0.0131621679447766,"Otu000456",1
0.0336111111111111,"Otu000458",1
0,"Otu000460",1
0.00189473684210526,"Otu000461",1
0.0566793871090546,"Otu000463",1
0,"Otu000469",1
0.00315789473684211,"Otu000471",1
0.004,"Otu000473",1
0.00107142857142858,"Otu000475",1
0.0197527472527472,"Otu000476",1
0,"Otu000478",1
0.00155844155844155,"Otu000483",1
0,"Otu000484",1
0.0248888888888889,"Otu000485",1
0.0220557220557221,"Otu000486",1
0.0108333333333333,"Otu000487",1
0,"Otu000489",1
0.0302777777777778,"Otu000491",1
0.00272727272727272,"Otu000494",1
0.00533333333333334,"Otu000497",1
0,"Otu000498",1
0.01,"Otu000499",1
0.0465,"Otu000504",1
0.008,"Otu000505",1
0.0243809523809524,"Otu000508",1
0,"Otu000510",1
0.0351043643263757,"Otu000512",1
0.00370614035087719,"Otu000513",1
0.0113636363636363,"Otu000514",1
0.0256993006993007,"Otu000515",1
0.0317645437000275,"Otu000516",1
0.009,"Otu000517",1
0.00731601731601732,"Otu000522",1
0,"Otu000523",1
0.00621323529411765,"Otu000524",1
0,"Otu000525",1
0.0285622710622711,"Otu000526",1
0.0265350877192982,"Otu000527",1
0.0848750777226387,"Otu000528",1
0.03125,"Otu000529",1
0,"Otu000530",1
0.00992753623188405,"Otu000532",1
0.0178086956521739,"Otu000536",1
0.0128571428571429,"Otu000537",1
0,"Otu000538",1
0.0282429335370512,"Otu000540",1
0.00666666666666667,"Otu000543",1
0.0445801823434882,"Otu000545",1
0.012623973727422,"Otu000546",1
0.088071605582366,"Otu000547",1
0.00555555555555555,"Otu000548",1
0.00660676532769553,"Otu000550",1
0,"Otu000552",1
0.00666666666666667,"Otu000554",1
0,"Otu000555",1
0.018,"Otu000557",1
0,"Otu000561",1
0,"Otu000563",1
0.00653333333333334,"Otu000565",1
0.0152150239940938,"Otu000568",1
0.0533566760037348,"Otu000569",1
0.0287134502923977,"Otu000570",1
0.00505681818181818,"Otu000571",1
