"mean_MDA","sd_MDA","variable"
"0.0741612694199572","0.0433346396294397","Otu000023"
"0.0737644413595356","0.041815776665129","Otu000154"
"0.0724875822750563","0.0365462521392333","Otu000185"
"0.0718537301198513","0.033786519564218","Otu000013"
"0.0705661908078822","0.0325908002284254","Otu000346"
"0.0689066958217971","0.032383137212145","Otu000043"
"0.0678826277343672","0.0390349069076013","Otu000151"
"0.066857569781482","0.0359099135502718","Otu000358"
"0.0667528773200732","0.0280883591809211","Otu000061"
"0.065171536119322","0.0292112738733118","Otu000044"
"0.0617950461179649","0.0208404204075987","Otu000016"
"0.0612500784949803","0.0293135227426818","Otu000119"
"0.0611537264854242","0.0232228210709668","Otu000001"
"0.060396101503426","0.019673412757547","Otu000004"
"0.0602265408803089","0.0221774371424241","Otu000640"
"0.059948563130621","0.0226162912398216","Otu000076"
"0.0598175637473933","0.0218148196969079","Otu000206"
"0.0594569757705611","0.020396038709433","Otu000088"
"0.0587923354334567","0.0211131717113904","Otu000177"
"0.0577817014103154","0.0193409317409341","Otu000180"
"0.0577457478829193","0.0158282538068831","Otu000120"
"0.0574987360342638","0.0178984740666866","Otu000049"
"0.057185217053263","0.0173679235010626","Otu000075"
"0.0567222432154444","0.0179157781138688","Otu000068"
"0.0559974966095793","0.0161497161508692","Otu000007"
"0.0554660043123594","0.0223972635927292","Otu000116"
"0.0550847975395595","0.0140259550910011","Otu000003"
"0.0548219647458512","0.0200598372175485","Otu000144"
"0.0544864364758141","0.0139795409246725","Otu000014"
"0.0542564429566277","0.0154416234391024","Otu000290"
"0.0542389863497928","0.0306985572953569","Otu001401"
"0.0532576924733889","0.0137626678573954","Otu000019"
"0.0531202065265364","0.0191036071008433","Otu000117"
"0.0523608384448154","0.0136518121009877","Otu000139"
"0.0518464728226081","0.0152291010712726","Otu000205"
"0.0517959936736813","0.011394803424029","Otu000039"
"0.0516343810879303","0.0143950501290316","Otu000070"
"0.0511675254577205","0.0151958368518504","Otu000021"
"0.0510304172296523","0.0148688530997665","Otu000085"
"0.0507914362828257","0.0238967524672135","Otu000091"
"0.0506734453099175","0.0113634043537029","Otu000006"
"0.050522994184805","0.0190434022384467","Otu000707"
