"NMDS1","NMDS2","samples"
-0.0090578109605359,-0.0124648704624916,"initial"
0.274861990613376,-0.0827445629898191,"initial"
-0.211473263644919,-0.235124043324935,"initial"
-0.00342287994304786,-0.198506441757304,"initial"
0.160627946436853,-0.0406819931404714,"initial"
0.198733751832647,-0.00678160596035259,"initial"
-0.297716013269753,-0.115295797984709,"initial"
-0.0446628296405932,-0.124780520824786,"initial"
-0.0263010640491419,0.094069556308004,"initial"
0.0572703275431871,0.343627939227613,"initial"
0.1022766199368,0.046216294453326,"initial"
-0.137892634926452,-0.0860314457161835,"initial"
0.0619423129623617,0.029150644789122,"initial"
-0.195690369223671,0.105077097489041,"initial"
0.0439326262800571,-0.0238741136532837,"initial"
0.173619022201184,0.0879864295707621,"initial"
-0.0601425785573087,0.0395410929120548,"initial"
-0.175429847126953,-0.163643188932986,"initial"
-0.0700886589064042,-0.00711568472368324,"initial"
0.0261118638700807,-0.0711545899576299,"initial"
-0.618199543745582,0.0612544432575804,"initial"
-0.00395692687593784,0.139583433713814,"initial"
-0.0149291272902586,0.027903494134616,"follow_up"
-0.0734196543553405,-0.386504250619817,"follow_up"
-0.111790750056977,-0.196364774061174,"follow_up"
0.241312709171524,0.017747651110394,"follow_up"
0.0198008983331274,0.0738721081326147,"follow_up"
0.18752359281538,-0.00741516162993388,"follow_up"
-0.0795401032152272,0.280245126431721,"follow_up"
0.117350842344588,-0.0724966422882873,"follow_up"
0.112846051832377,0.129475364390657,"follow_up"
0.23979916553712,0.438255589157679,"follow_up"
0.0331530730297813,0.154733345176213,"follow_up"
-0.299739981704244,0.176430963153182,"follow_up"
0.320489818972883,-0.218124487479326,"follow_up"
-0.163156829765706,0.0184976611806853,"follow_up"
0.215228224648852,-0.0954363767289815,"follow_up"
0.373517146931424,0.0429284390927605,"follow_up"
0.20140686336237,-0.17435080266788,"follow_up"
0.0727486554319662,-0.230568268290028,"follow_up"
-0.224370655406407,0.0269909790253857,"follow_up"
-0.127477359740185,-0.0735141136075474,"follow_up"
-0.207192807017065,0.172936161127958,"follow_up"
-0.0789018146662296,0.116449922966428,"follow_up"
