"otu","variable","value"
"Otu000015","run_1",2.71365810224352
"Otu000012","run_1",2.6549147381393
"Otu000006","run_1",2.87743603355329
"Otu000004","run_1",2.84567480301583
"Otu000005","run_1",2.51642253486638
"Otu000018","run_1",2.37540924638058
"Otu000009","run_1",2.59974710848708
"Otu000061","run_1",2.33921218189253
"Otu000013","run_1",2.41775827149541
"Otu000014","run_1",2.59966878213686
"Otu000040","run_1",2.48605637660891
"Otu000037","run_1",2.35891356118593
"Otu000003","run_1",2.46601271152288
"Otu000058","run_1",2.69444079913795
"Otu000010","run_1",2.29933578369933
"Otu000044","run_1",2.29609243001299
"Otu000001","run_1",2.37805324304159
"Otu000043","run_1",2.28307560225998
"Otu000020","run_1",2.36844670874262
"Otu000007","run_1",2.40247259737663
"Otu000146","run_1",2.02514694934474
"Otu000180","run_1",2.1839072137067
"Otu000059","run_1",2.22993016664188
"Otu000016","run_1",2.07206934229495
"Otu000002","run_1",2.45152205413294
"Otu000041","run_1",2.15600387815865
"Otu000155","run_1",2.17823668139751
"Otu000084","run_1",2.18321566634537
"Otu000148","run_1",2.49413916252077
"Otu000109","run_1",2.00954878940326
"Otu000088","run_1",2.36662729187993
"Otu000047","run_1",2.0146925108911
"Otu000025","run_1",2.02723630335885
"Otu000008","run_1",2.00543562658679
"Otu000085","run_1",2.08586785009584
"Otu000290","run_1",1.99394616953502
"Otu001606","run_1",2.2192895634623
"Otu000048","run_1",2.3385131773253
"Otu000036","run_1",2.13722364604081
"Otu000108","run_1",1.97836673495659
"Otu000026","run_1",2.00282100066727
"Otu000083","run_1",2.14494894083428
"Otu000173","run_1",1.88993372034156
"Otu000027","run_1",1.99487638334543
"Otu000393","run_1",1.83691485793578
"Otu000028","run_1",1.97906706951722
"Otu000605","run_1",2.30881418323974
"Otu000030","run_1",1.88722183492604
"Otu000144","run_1",1.88437682611682
"Otu000530","run_1",1.90656249326544
"Otu000404","run_1",1.96914063440306
"Otu000042","run_1",1.80416652928873
"Otu000251","run_1",1.54935552689988
"Otu000315","run_1",1.64656127177589
"Otu000130","run_1",1.53967267143563
"Otu000345","run_1",1.58160048052159
"Otu000634","run_1",1.6828672256852
"Otu000087","run_1",1.3950756472396
"Otu000229","run_1",1.07509769839241
"Otu000911","run_1",1.36087668080382
"Otu000660","run_1",1.37407576503519
"Otu001307","run_1",0.930724986073457
"Otu000015","run_2",2.76420969794747
"Otu000012","run_2",2.85392964720128
"Otu000006","run_2",3.06342227240031
"Otu000004","run_2",2.62702655051544
