"","mtry","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","test_auc","run","auc_type"
"1","36","0.732909389717425","0.993131868131868","0.244285714285714","0.111100676402676","0.0226158885766505","0.152763152833074","0.75","run_29","best"
"2","36","0.805213157378336","0.986565934065934","0.3675","0.102588039349862","0.0293168409764145","0.1643606059206","0.540849673202614","run_37","worse"
"3","36","0.771493072736269",NA,NA,NA,NA,NA,NA,NA,"full"
