"mean_MDA","sd_MDA","variable"
"0.955327810252433","1.47479525810315","Otu000278"
"0.548038176092894","0.859600434818053","Otu000145"
"0.476606035356545","0.518493732630875","Otu000438"
"0.441308808152639","0.520865386731874","Otu000028"
"0.438744471725414","0.632189427207796","Otu000026"
"0.38193362255942","0.330880469115172","Otu000040"
"0.379938434441401","0.372553947065929","Otu000001"
"0.373726267936656","0.468050669914262","Otu000117"
"0.356980103233572","0.363298975404876","Otu000148"
"0.336867289591485","0.325130032718028","Otu000063"
"0.28978490928166","0.243913604718794","Otu000101"
"0.281011368148494","0.220727915811891","Otu000010"
"0.28002473301717","0.375865255260363","Otu000169"
"0.271837232974651","0.172844723772576","Otu000004"
"0.263534755986307","0.369679412273542","Otu000605"
"0.256425451477141","0.269346253810738","Otu000177"
"0.249726762479799","0.149394664102907","Otu000061"
"0.239854721881772","0.327013302306667","Otu000147"
"0.217944221286609","0.146614543580314","Otu000108"
"0.217126087263454","0.103729121520932","Otu000018"
"0.214214011067521","0.11034662450481","Otu000037"
"0.213352254655696","0.172347069197069","Otu000042"
"0.210531949081877","0.201359199035788","Otu000006"
"0.207450246231936","0.184488984002622","Otu000154"
"0.190197660030464","0.0998843082778072","Otu000065"
"0.188540572700748","0.153441991271194","Otu000308"
"0.187267962324352","0.092097247551835","Otu000007"
"0.178158211124903","0.0903776996557142","Otu000047"
"0.177943896507587","0.116369914675388","Otu000241"
"0.177359056216961","0.117716859414559","Otu000005"
"0.174701614404443","0.128723375888867","Otu000476"
"0.170927210872729","0.130379829302262","Otu000109"
"0.167126243756829","0.0855398754180695","Otu000002"
"0.164978312924026","0.0616472244947803","Otu000014"
"0.162777838077209","0.0573925661886875","Otu000020"
"0.158487790575575","0.0650698730188626","Otu000043"
"0.158456056745948","0.102694996689061","Otu000135"
"0.153398420655848","0.0705391208652109","Otu000640"
"0.149727608184496","0.127727034717282","Otu000017"
"0.149389664997106","0.0685825992361898","Otu000119"
"0.147569380208816","0.0694160977628279","Otu000194"
"0.146918622555434","0.0832585899538617","Otu000127"
"0.146905305619463","0.0603947283170435","Otu000120"
"0.146182550123715","0.0934934356855502","Otu000050"
"0.145932333822171","0.0479320692280151","Otu000023"
"0.145030126751461","0.0856916663953701","Otu000150"
"0.143563711386089","0.0428473290070094","Otu000059"
"0.143044911821821","0.061297160630471","Otu000180"
"0.142960085011111","0.0643492903071985","Otu000049"
"0.141880000937281","0.127755358594716","Otu000240"
"0.141629513442975","0.040877846466851","Otu000015"
"0.139718681876081","0.0606074127582687","Otu000016"
"0.138523407390221","0.0615519757280817","Otu000178"
"0.133770943343233","0.0551086825869336","Otu000019"
"0.132743827563853","0.0709607068534767","Otu000167"
"0.131458704643411","0.0307642885828246","Otu000009"
"0.130254441226548","0.0490322969633268","Otu000165"
"0.128012969738436","0.0335877875620538","Otu000030"
"0.12749170359692","0.0422687460932529","Otu000031"
"0.124321736981888","0.0423097021852671","Otu000008"
"0.124229567387301","0.0576705550331865","Otu000058"
"0.124228674072446","0.0496080254691009","Otu000034"
"0.122520137870547","0.0390902170465201","Otu000013"
"0.120442216088477","0.0281741798050504","Otu000003"
"0.11987730873625","0.032612428494937","Otu000068"
"0.117617464144122","0.0407808836304634","Otu000025"
"0.116664030263211","0.0369767902995542","Otu000084"
"0.115865187154526","0.0330266162038648","Otu000041"
"0.115604651940563","0.0352445070733177","Otu000085"
"0.114795169678277","0.0328942830591974","Otu000039"
