"","mtry","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","test_auc","run","auc_type"
"1","37","0.529531205973514","0.602637362637363","0.430673076923077","0.104770275163443","0.1304079146896","0.154351430359417","0.641840607210626","run_11","best"
"2","37","0.605938116370809","0.602554945054945","0.517147435897436","0.105689529583203","0.128001502487474","0.133718793864642","0.405597722960152","run_8","worse"
"3","37","0.482983908856002",NA,NA,NA,NA,NA,NA,NA,"full"
