"Overall","Variable","run"
0.482530147069563,"Otu000001",1
0.342800324279925,"Otu000002",1
0.312043081246481,"Otu000003",1
0.419484204165111,"Otu000004",1
0.697920060094885,"Otu000005",1
0.854152896492809,"Otu000006",1
0.297593358948192,"Otu000007",1
0.255152261123976,"Otu000008",1
0.358140616407563,"Otu000009",1
0.377103890924307,"Otu000010",1
0.258531604682772,"Otu000011",1
1.36993782077443,"Otu000012",1
0.640891415758097,"Otu000013",1
0.459975656431607,"Otu000014",1
0.464941837223354,"Otu000015",1
0.367197675422561,"Otu000016",1
0.136564330713204,"Otu000017",1
0.328468774632072,"Otu000018",1
0.19984189250952,"Otu000019",1
0.266187782251514,"Otu000020",1
0.275220386034705,"Otu000021",1
0.240196071484652,"Otu000023",1
0.351433308087192,"Otu000025",1
0.380738091829162,"Otu000026",1
0.444053286586209,"Otu000027",1
0.638413403819103,"Otu000028",1
0.0981023725824415,"Otu000029",1
0.22529504269096,"Otu000030",1
0.272338454750207,"Otu000031",1
0.153750411358873,"Otu000032",1
0.348897261202971,"Otu000034",1
0.428275584234587,"Otu000036",1
0.932814569629079,"Otu000037",1
0.082090017239419,"Otu000038",1
0.200042451815294,"Otu000039",1
0.303861914953998,"Otu000040",1
0.453683135986909,"Otu000041",1
0.210156071295776,"Otu000042",1
0.535396272388346,"Otu000043",1
1.21641005336772,"Otu000044",1
0.183052283293235,"Otu000045",1
0.115807854747971,"Otu000046",1
0.388278723963293,"Otu000047",1
0.249938323486983,"Otu000048",1
0.286160248480086,"Otu000049",1
0.370186091756935,"Otu000050",1
0.253998602473926,"Otu000055",1
0.879187057151884,"Otu000058",1
0.879336986057347,"Otu000059",1
0.444656180725683,"Otu000061",1
0.081260248384219,"Otu000062",1
0.206439774213603,"Otu000063",1
0.260824663995751,"Otu000064",1
0.297522308302309,"Otu000065",1
0.0568308860576361,"Otu000067",1
0.194015821159854,"Otu000068",1
0.0638992280457813,"Otu000069",1
0.252809367808154,"Otu000070",1
0.162162274407138,"Otu000072",1
0.253545220433745,"Otu000073",1
0.192981316080287,"Otu000074",1
0.223054305361027,"Otu000075",1
0.160512912477661,"Otu000076",1
0.0506774004573799,"Otu000077",1
0.0548568165822797,"Otu000078",1
0.0708490612559954,"Otu000079",1
0.165245421679849,"Otu000081",1
0.0959936327654906,"Otu000082",1
0.302663612791079,"Otu000083",1
0.264776176297645,"Otu000084",1
0.268204065754287,"Otu000085",1
0.190050964302894,"Otu000086",1
0.197182318672201,"Otu000087",1
0.654807090971245,"Otu000088",1
0.0825347725205663,"Otu000089",1
0.0564072963338803,"Otu000090",1
0.11958317436563,"Otu000091",1
0.25315112090096,"Otu000092",1
0.0569077221653277,"Otu000093",1
0.0353685191545731,"Otu000095",1
0.291039500723207,"Otu000096",1
0.0815033532286444,"Otu000097",1
0.155896030698204,"Otu000098",1
0.164804932300987,"Otu000099",1
0.217415871836672,"Otu000101",1
0.225035006193429,"Otu000102",1
0.250286652877196,"Otu000105",1
0.0613112063895552,"Otu000106",1
0.0308424490218739,"Otu000107",1
0.416132469547544,"Otu000108",1
0.277557674126676,"Otu000109",1
0.0567475435097522,"Otu000110",1
0.0565649956825834,"Otu000111",1
0.0368633514777863,"Otu000112",1
0.216890180196018,"Otu000113",1
0.170399224278151,"Otu000114",1
0.040239894222446,"Otu000115",1
0.167900561939558,"Otu000116",1
0.150171248624117,"Otu000117",1
0.131553839250406,"Otu000118",1
0.188362606677971,"Otu000119",1
