"mean_MDA","sd_MDA","variable"
"0.407193077045506","0.429562415111765","Otu000278"
"0.333378910857365","0.331300058948908","Otu000042"
"0.25911857723326","0.257106547677491","Otu000101"
"0.245018520572313","0.203996382627472","Otu000194"
"0.2223208323537","0.221327279536582","Otu000002"
"0.216656161091784","0.224357216631708","Otu000918"
"0.216598652385703","0.212395147423672","Otu000180"
"0.19618632611094","0.184409071728211","Otu000028"
"0.195963971201677","0.185169414944231","Otu000431"
"0.192381674892788","0.177942228185582","Otu000063"
"0.184214758172205","0.183761233068292","Otu000199"
"0.170197122851331","0.143800621529688","Otu000070"
"0.153737594441611","0.157416372980232","Otu000240"
"0.141699365853665","0.149526043451447","Otu000197"
"0.125501088892383","0.110933348248391","Otu000059"
"0.124788984471807","0.112752322818144","Otu000010"
"0.124475447355474","0.0955580503242055","Otu000044"
"0.119192531792876","0.113759303496757","Otu000287"
"0.109759439744971","0.0952486708901665","Otu000015"
"0.104805450818692","0.0866301650909971","Otu000041"
"0.104206525669635","0.0907151771282633","Otu000061"
"0.104073202249561","0.106979153530167","Otu000382"
"0.101295923607692","0.0960846394735084","Otu000363"
"0.0933386966789508","0.0866900488260233","Otu000154"
"0.0931588863441067","0.0880634310093696","Otu000092"
"0.0911463164323444","0.0815233168210295","Otu000486"
"0.0891392750754978","0.0691860066561906","Otu000007"
"0.0879848384854641","0.0704257040068263","Otu000109"
"0.0877554122464424","0.0718444965784803","Otu000191"
"0.0852589189471884","0.0825833813307579","Otu000148"
"0.0835021101838099","0.0934740601759533","Otu000168"
"0.0794375300667335","0.0743476637482536","Otu001045"
"0.0781252756511796","0.0617731921083563","Otu000040"
"0.0780644310067352","0.0812748744101341","Otu000604"
"0.0774917772348197","0.0708982176507175","Otu000150"
"0.0760580371458121","0.0620810186740871","Otu000020"
"0.0728152565667619","0.0607489455925577","Otu000055"
"0.0721422129423425","0.0544564905922136","Otu000438"
"0.0721253155854327","0.0631499438267612","Otu000034"
"0.0708522586981159","0.0576258505415946","Otu000009"
"0.0697458376237657","0.0672868661326576","Otu000484"
"0.0684561213977564","0.0673750083001353","Otu000432"
