"mean_MDA","sd_MDA","variable"
"0.803020320022174","0.990098670186788","Otu000061"
"0.458559645524385","0.395489390260819","Otu000040"
"0.355903021195415","0.374700885740114","Otu000145"
"0.350452997447585","0.317235557156721","Otu000026"
"0.334359446390412","0.271088986976951","Otu000438"
"0.281727002149054","0.257330585312426","Otu000241"
"0.28031669589335","0.216617556686029","Otu000148"
"0.264804839878835","0.263695489380895","Otu000221"
"0.243304089835857","0.199391141335962","Otu000063"
"0.217000144523992","0.151729969133916","Otu000065"
"0.216456944601193","0.192134848368578","Otu000117"
"0.209502685371007","0.153105441252161","Otu000135"
"0.191371077395814","0.167628521863954","Otu000127"
"0.185334306073271","0.148651586304169","Otu000169"
"0.182753181317662","0.147811010438101","Otu000573"
"0.179146237402474","0.151115342627663","Otu000011"
"0.163295468875316","0.142324052583985","Otu000050"
"0.162662022078379","0.121943851632128","Otu000432"
"0.153209256596756","0.132475697696127","Otu000139"
"0.152108069398357","0.115208540627479","Otu000031"
"0.146564152111017","0.12351879933927","Otu000043"
"0.135874785622543","0.105068867627911","Otu001273"
"0.135212521344579","0.122954981326232","Otu000132"
"0.134783739989611","0.109003540535018","Otu000159"
"0.134484249446012","0.0921045246748987","Otu000007"
"0.132169551756898","0.122814626160528","Otu000028"
"0.131293278442055","0.0911228833163983","Otu000154"
"0.130050874152004","0.110368558005701","Otu000278"
"0.129672683679085","0.0951486312654745","Otu000015"
"0.128685209567856","0.102151711758819","Otu000202"
"0.126847845152832","0.104245143945398","Otu000605"
"0.126754522612921","0.105408814351499","Otu000017"
"0.123473164121806","0.113472187004835","Otu000281"
"0.121529570323237","0.09923126577367","Otu000049"
"0.121090074078748","0.114269158495841","Otu000072"
"0.118240862564739","0.100929276633612","Otu000101"
"0.115903630655848","0.0997776392347128","Otu001457"
"0.113516029031323","0.0878039032139001","Otu000037"
"0.109565790201837","0.091450366752728","Otu000006"
"0.109065077750104","0.099435853556894","Otu000125"
"0.108870361729454","0.0962483843268816","Otu000308"
"0.1035993331644","0.0802847541908281","Otu000476"
"0.102597891107647","0.0772910283936509","Otu000018"
"0.102071256118028","0.089259525309475","Otu000147"
"0.101135722882063","0.0750483094910096","Otu000016"
"0.0951091779733783","0.0891206385753096","Otu000199"
"0.0937002814945176","0.072225419509409","Otu000196"
"0.0906515947975075","0.0814185589024001","Otu000528"
"0.0899721605739383","0.068690555620927","Otu000025"
"0.0898910663201904","0.081123586714646","Otu001036"
"0.0884151916047362","0.0880777491450504","Otu000206"
"0.0871797407304412","0.0789429349405401","Otu000075"
"0.0869205591874599","0.0773984818109563","Otu000223"
"0.0848104064539487","0.0815246026418704","Otu000083"
"0.080835816428466","0.0651078114079625","Otu000128"
"0.0791034031244362","0.0636946081454238","Otu000019"
"0.0781780113130763","0.0637665960411069","Otu000023"
"0.0780489838669974","0.0637931959758827","Otu000120"
"0.0762034276504752","0.0619584648345061","Otu000013"
"0.0751350042921786","0.0683012785292315","Otu000119"
"0.0742187036968283","0.0631117391526752","Otu000059"
"0.0730949743209304","0.0758004171919999","Otu001471"
"0.0716735533935132","0.0695079561079789","Otu002082"
"0.0715213950173294","0.0639478343860335","Otu000096"
"0.07125530084842","0.0674439155562633","Otu000262"
"0.0707372925052715","0.0655139533691334","Otu000064"
"0.0704657338748006","0.0707356724994364","Otu000014"
"0.0696623067703613","0.0584348951250633","Otu000047"
"0.0695521153488045","0.0625594445356174","Otu000108"
"0.0694710387343131","0.0714184900745223","Otu000593"
"0.0673253022748821","0.0669571083948688","Otu000198"
"0.067187769453117","0.0697966844262028","Otu001682"
"0.0650193663328031","0.0768615436663115","Otu000412"
"0.0635019905626207","0.0579517936309054","Otu000259"
"0.0630829233097985","0.0595190552292046","Otu000269"
"0.0628084463496829","0.0755005785385914","Otu000571"
"0.0621868077772851","0.0595935924853664","Otu000001"
"0.0618416994029484","0.0607766966323329","Otu000251"
"0.0613202854579102","0.0520837909429038","Otu000146"
"0.0611216541294731","0.0521582372759246","Otu000640"
"0.0601161070976329","0.0467285313101311","Otu000020"
"0.0589377229545488","0.0634851145231871","Otu000905"
"0.0589268311071758","0.0538328060692589","Otu000157"
"0.058105007683653","0.0647673282325658","Otu000242"
"0.0579629131273979","0.0523070874972723","Otu000287"
"0.0568496226439411","0.0507984340185339","Otu000030"
"0.0568282469360893","0.064731867185371","Otu001022"
"0.0564665883618728","0.0534809760593109","Otu000173"
"0.0564298595849089","0.0516894705536438","Otu000177"
"0.056135554319845","0.0455157097736165","Otu000092"
"0.055777425743683","0.0524740893351631","Otu000004"
"0.0555383569326393","0.0526705785288153","Otu000068"
"0.055188626114605","0.0586149807656997","Otu000271"
"0.0551568746364649","0.0516596842721463","Otu000178"
"0.0542052806446219","0.0563399667020523","Otu000375"
"0.0541055289695727","0.0476416454331155","Otu000010"
"0.0533771917681279","0.0529173985072127","Otu001422"
"0.0528637986437232","0.0540924172192091","Otu000114"
"0.0528092028153966","0.0505323320316567","Otu000121"
"0.0526455012913478","0.0488019471395956","Otu000045"
"0.051893658965043","0.0516619688820751","Otu000180"
"0.0515600926492927","0.0565731142082234","Otu000087"
"0.050664432380234","0.055035057153687","Otu000463"
"0.0503917161791614","0.0467188914010571","Otu001780"
"0.0502192079990988","0.0409195078647527","Otu000044"
"0.0500858879793702","0.0548019437376083","Otu000653"
"0.0500754412056016","0.0488639459253542","Otu001606"
"0.0495914148429089","0.0582479639486254","Otu000918"
"0.0495766221422142","0.0463693780660351","Otu000005"
"0.049096445921855","0.0439396714526371","Otu000484"
"0.0489253240374898","0.0466375025826694","Otu000300"
"0.048311901097093","0.0594496564103057","Otu001658"
"0.0475205422591171","0.0465386592426341","Otu000244"
"0.0471451602444045","0.0428377542812526","Otu000404"
"0.0470710129895567","0.0400860475781224","Otu000765"
"0.0468627472380118","0.0514888370644535","Otu000209"
"0.046596215771783","0.0387432858214815","Otu000431"
"0.0464760133560081","0.0474626319777409","Otu000150"
"0.0463232038386986","0.0502614789755336","Otu000003"
"0.0462093546484514","0.0564926854436901","Otu002070"
"0.0459973940433829","0.04143615992045","Otu000070"
"0.0459810135389614","0.0514712915525046","Otu000058"
"0.0459029156408808","0.048009544358569","Otu000161"
"0.0457433923836553","0.0447356969055611","Otu000041"
"0.0457228306579834","0.0481880774792874","Otu000340"
"0.0451668569257878","0.0530612197761149","Otu000290"
"0.0448730329348596","0.0468834801990407","Otu000073"
"0.0447036853611735","0.043616273365918","Otu000084"
"0.0442371293355004","0.0523972204171421","Otu000144"
"0.0442098959229411","0.0480026714557028","Otu000704"
"0.0441384069426642","0.0495565033792144","Otu000312"
"0.0436469095002766","0.0383405840452684","Otu000039"
"0.0433135951897625","0.04365564463331","Otu000055"
"0.0432016646301484","0.0459179523045861","Otu000165"
"0.0431554771393434","0.0450430516096223","Otu000499"
"0.0430663961203337","0.0369305322425009","Otu000155"
"0.0427535594801529","0.0450171269733662","Otu000099"
"0.0425359276142389","0.044648820442538","Otu000042"
"0.0425348304866523","0.053158670236771","Otu000532"
"0.0421122486002685","0.049879250046449","Otu000485"
"0.0416614144192674","0.0544723384819177","Otu001202"
"0.0412328290489173","0.0454186693308515","Otu008072"
"0.0412324802490277","0.0456100318131163","Otu000172"
"0.0408629467761978","0.0474044230174287","Otu000264"
"0.0405282664985155","0.0517931912485165","Otu000234"
"0.0400877814132121","0.0380283415916756","Otu000320"
"0.0397370166140345","0.0467290930515919","Otu000406"
"0.0393649076781203","0.0482418930798842","Otu000254"
"0.0393306160172708","0.0409738509589077","Otu000074"
"0.0393202799374403","0.0416999522855841","Otu000289"
"0.0392734551127949","0.0392733216860215","Otu000009"
"0.0390528848299529","0.0396126599275389","Otu000091"
"0.0387890964122305","0.0421918606881959","Otu000085"
"0.0384996230194089","0.0399593115992248","Otu000715"
"0.038282470358875","0.0382559472649037","Otu000021"
"0.0379293894241072","0.0351599973939981","Otu000191"
"0.0372709081618331","0.0468013412767066","Otu000307"
"0.0372042029818362","0.0457786616569357","Otu002965"
"0.0371781885933999","0.0354697361667652","Otu000358"
"0.0369413128748509","0.0481430636043939","Otu000158"
"0.0368284963042637","0.0353944107190468","Otu000194"
"0.0365963753264996","0.0320783632801025","Otu000746"
"0.0364692510122975","0.0360841639567588","Otu000002"
"0.0364482319125235","0.0424357593925396","Otu000447"
"0.036089144476615","0.0413022916984473","Otu000046"
"0.0358218305420884","0.038253367324432","Otu000036"
"0.0356940883068109","0.0446998536312439","Otu000849"
"0.0356383027143679","0.0396521603864872","Otu000486"
"0.0354363172376487","0.0371075885096539","Otu000786"
"0.0353521509988042","0.0363298564496865","Otu000116"
"0.0352963875558321","0.0363925016420611","Otu000109"
"0.0351830231436743","0.0366877952723797","Otu000393"
"0.034926137976693","0.0333425487652249","Otu000420"
"0.0346994412274987","0.0383957697674436","Otu001415"
"0.0342674343836528","0.0375285945740912","Otu000008"
"0.0342268572066859","0.0342607758107536","Otu000143"
"0.0340058790438538","0.0404624596867214","Otu000346"
"0.0335163266246451","0.0387544476842334","Otu000329"
"0.033495416836504","0.0475908967663746","Otu000377"
"0.0331537657879677","0.0365329888877687","Otu000140"
"0.0330329538536719","0.0415090217795369","Otu000136"
"0.0328857187785105","0.0323367220223668","Otu000012"
"0.0328692157978299","0.0432367455453453","Otu000958"
"0.0325206632153923","0.0346715131671015","Otu000166"
"0.032274038388937","0.0420938754231905","Otu000102"
"0.0322519675940783","0.0413608890804737","Otu000286"
"0.0317466124207707","0.0368444770438082","Otu000088"
"0.0317182880759765","0.0344517574160344","Otu000062"
"0.0316895681118187","0.0355862947747204","Otu000739"
"0.0315899473030709","0.0415178522454428","Otu000402"
"0.0313598380916927","0.0375701679954233","Otu000981"
"0.0312576865262139","0.0369946064598647","Otu001379"
"0.0309736400590309","0.035910085747048","Otu000372"
"0.0308162128035118","0.0323445287238645","Otu000283"
"0.0308083865151468","0.032603207036788","Otu000240"
"0.0307497268888888","0.032680898678282","Otu000105"
"0.0306966055828296","0.0310748433748701","Otu000151"
"0.0304694592719156","0.039373577989589","Otu000189"
"0.0303730680457001","0.0310680728206909","Otu000261"
"0.0301564458452958","0.0328166026167158","Otu000679"
"0.0299732042058293","0.0394783030547215","Otu000349"
"0.0299654713603629","0.0364351224329276","Otu000839"
"0.0299294200400722","0.0374201965271114","Otu000250"
"0.0298942207083887","0.0415857455878619","Otu001308"
"0.0298731609726629","0.0376409655081784","Otu000537"
"0.0298363280333301","0.0342722815768893","Otu000304"
"0.0296981590753357","0.0345733431759797","Otu000675"
"0.0296075560405293","0.0427086655157034","Otu000740"
"0.029491419845831","0.0325238956248372","Otu000034"
"0.0294713260141837","0.0344336752700454","Otu000831"
"0.0291669745665962","0.0363545279810858","Otu000134"
"0.0289924477649135","0.0319127158430117","Otu000590"
"0.0288617078738881","0.0399144298760371","Otu001291"
"0.0287040021449859","0.0394731511309545","Otu002210"
"0.0286921010145645","0.0341109309495497","Otu000246"
"0.0286804679256945","0.0307291843482097","Otu000130"
"0.0284881341865928","0.0346338299930962","Otu000430"
"0.0284172739924011","0.0311286863927272","Otu000027"
"0.0282556660674684","0.0320722831813925","Otu001956"
"0.0279717528732436","0.0316898083624211","Otu000205"
"0.0279159133172003","0.0312030516641754","Otu000190"
"0.0278710040144123","0.0299350952294359","Otu000156"
"0.0278691232613785","0.0343711299844059","Otu002773"
"0.0278018116660049","0.0349560052843807","Otu003805"
"0.027766080949576","0.0340479763229647","Otu000859"
"0.027683501617159","0.033118587013247","Otu000419"
"0.0273899983376189","0.0375573618894174","Otu000628"
"0.0271323216993559","0.0368329331343495","Otu001249"
"0.0271050933240614","0.0282197402283904","Otu000333"
"0.0270824639945674","0.0364232931981678","Otu000627"
"0.0270177439524458","0.0324651928827766","Otu000113"
"0.0270060439089194","0.0378860246702505","Otu000185"
"0.0269779197480782","0.035854192506211","Otu000559"
"0.0267289198200918","0.0323230170674714","Otu001894"
"0.0265273461377332","0.0305318461970657","Otu000310"
"0.0264756093316875","0.0301735512794713","Otu000138"
"0.0264251489301374","0.0289114778724831","Otu000368"
"0.0262127295993033","0.0312290587233604","Otu000276"
"0.0260054838434632","0.0365318783855281","Otu004713"
"0.0259289839592662","0.0393961123778157","Otu000315"
"0.0259113524027789","0.0303083120384086","Otu000187"
"0.0258554111699661","0.0293358514292606","Otu000514"
"0.0258099189195172","0.0327324997285249","Otu002935"
"0.025651370584455","0.0319470137709666","Otu000122"
"0.0254134808034065","0.0279656958320472","Otu000168"
"0.0253875083083124","0.0375766653746894","Otu000106"
"0.0252269228512407","0.0319064185912134","Otu000994"
"0.025110420828071","0.0355651945896003","Otu000536"
"0.0250218352143485","0.0322579294309734","Otu000067"
"0.0249163149481951","0.0310837331783615","Otu000504"
"0.024775534017568","0.0318301930226133","Otu000245"
"0.0246729431675745","0.027853477892804","Otu000214"
"0.024564758571576","0.0328723336757089","Otu000411"
"0.0244245901544399","0.0307007610785094","Otu000171"
"0.0243202530007908","0.0287417045340283","Otu000167"
"0.024235056150333","0.0378607284239791","Otu000795"
"0.0241754810856482","0.0298004393966632","Otu000750"
"0.0241000570894388","0.0318959972439106","Otu000048"
"0.0239387036142568","0.0271231436980291","Otu000586"
"0.0238609587556219","0.0260664877464106","Otu000076"
"0.0238089440519523","0.0288728340611091","Otu000621"
"0.0236284663473486","0.0361788150572149","Otu001450"
"0.0234576778257404","0.0283350754235925","Otu000893"
"0.0233770241367058","0.0286594868664971","Otu000516"
"0.0233235271595545","0.0303461712730324","Otu000844"
"0.0233142381770801","0.0290238489411314","Otu000756"
"0.0231503861001547","0.030479079059138","Otu000086"
"0.0230771351123895","0.0336079388616086","Otu000449"
"0.0230280272946591","0.0342001339836565","Otu001942"
"0.0227840821308566","0.0305215933342719","Otu002464"
"0.0227030497452284","0.0330512178648938","Otu000702"
"0.0226261908933899","0.0290994321449241","Otu000645"
"0.0226050541170279","0.027087259135233","Otu000530"
"0.0225608579827261","0.0244950565928253","Otu000835"
"0.022518184895395","0.0303208956068423","Otu001607"
"0.0224473150278407","0.0284763074644566","Otu000816"
"0.0224339002021028","0.0271968015570522","Otu000579"
"0.0224284669749146","0.0417282046315215","Otu001724"
