"Overall","Variable","run"
0.130061175383756,"Otu000001",1
0,"Otu000002",1
0.0661011619958988,"Otu000003",1
0,"Otu000004",1
0,"Otu000005",1
0.0218550724637681,"Otu000006",1
0.152348707664884,"Otu000007",1
0.0325641025641026,"Otu000008",1
0.0226666666666667,"Otu000009",1
0.0811366248693835,"Otu000010",1
0.431239383792311,"Otu000011",1
0.127529355176414,"Otu000012",1
0.12852066755084,"Otu000013",1
0,"Otu000014",1
0.025,"Otu000015",1
0.0186666666666667,"Otu000016",1
0.0166666666666667,"Otu000017",1
0.109702164502164,"Otu000018",1
0,"Otu000019",1
0.105272654881351,"Otu000020",1
0,"Otu000021",1
0,"Otu000022",1
0.164332958707959,"Otu000023",1
0.255953601953602,"Otu000025",1
0.382276251526251,"Otu000026",1
0.0346666666666667,"Otu000027",1
0.137071957852446,"Otu000028",1
0,"Otu000029",1
0.114832535885167,"Otu000030",1
0.351177641090392,"Otu000031",1
0,"Otu000032",1
0,"Otu000034",1
0,"Otu000036",1
0.172480922586186,"Otu000037",1
0,"Otu000038",1
0.015,"Otu000039",1
0.357084463346083,"Otu000040",1
0.03,"Otu000041",1
0.016,"Otu000042",1
0.391091120380594,"Otu000043",1
0.0481746031746032,"Otu000044",1
0,"Otu000045",1
0,"Otu000046",1
0.0133333333333333,"Otu000047",1
0,"Otu000048",1
0.182751299268327,"Otu000049",1
0.200318734904942,"Otu000050",1
0.015,"Otu000051",1
0.0192307692307692,"Otu000055",1
0.0185714285714286,"Otu000057",1
0,"Otu000058",1
0.0738487394957983,"Otu000059",1
0.632639354109942,"Otu000061",1
0.0193103448275862,"Otu000062",1
0.436514358644551,"Otu000063",1
0.110504201680672,"Otu000064",1
0.217838937335712,"Otu000065",1
0,"Otu000067",1
0.0493103448275862,"Otu000068",1
0.0192307692307692,"Otu000069",1
0.146128851540616,"Otu000070",1
0.186894989106754,"Otu000072",1
0.117679487179487,"Otu000073",1
0.016,"Otu000074",1
0.251488556717759,"Otu000075",1
0.0338235294117647,"Otu000076",1
0.00925925925925927,"Otu000077",1
0,"Otu000078",1
0,"Otu000079",1
0.0133333333333333,"Otu000081",1
0.0507894736842105,"Otu000082",1
0.158449901972091,"Otu000083",1
0.118141688657818,"Otu000084",1
0.0409090909090909,"Otu000085",1
0.0919168035030104,"Otu000086",1
0.15243956043956,"Otu000087",1
0,"Otu000088",1
0.0612268518518519,"Otu000090",1
0.0252663476874003,"Otu000091",1
0.015,"Otu000092",1
0,"Otu000095",1
0.0492840492840493,"Otu000096",1
0,"Otu000097",1
0,"Otu000098",1
0,"Otu000099",1
0.0850282551032176,"Otu000101",1
0,"Otu000102",1
0,"Otu000105",1
0.13126455026455,"Otu000106",1
0,"Otu000107",1
0.0761175666438824,"Otu000108",1
0.0397372742200329,"Otu000109",1
0,"Otu000110",1
0,"Otu000112",1
0,"Otu000113",1
0,"Otu000114",1
0,"Otu000115",1
0.0821739130434782,"Otu000116",1
0.402540714027441,"Otu000117",1
0.0505263157894737,"Otu000119",1
0.037051282051282,"Otu000120",1
0,"Otu000121",1
0,"Otu000122",1
0.0710526315789474,"Otu000123",1
0,"Otu000124",1
0,"Otu000125",1
0.408311492466665,"Otu000127",1
0.173553613053613,"Otu000128",1
0,"Otu000129",1
0,"Otu000130",1
0.228153879393444,"Otu000132",1
0,"Otu000133",1
0.0705714285714285,"Otu000134",1
0.548989804307409,"Otu000135",1
0.0402380952380953,"Otu000136",1
0,"Otu000137",1
0,"Otu000138",1
0.24317483997484,"Otu000139",1
0,"Otu000140",1
0,"Otu000141",1
0.0314102564102564,"Otu000143",1
0.106794871794872,"Otu000144",1
0.291830747508167,"Otu000145",1
0,"Otu000146",1
0.0792857142857143,"Otu000147",1
0.553749167083125,"Otu000148",1
0,"Otu000149",1
0.047002079002079,"Otu000150",1
0,"Otu000151",1
0,"Otu000152",1
0.0192,"Otu000153",1
0.187230744783581,"Otu000154",1
0.0381461538461538,"Otu000155",1
0,"Otu000156",1
0.0186666666666667,"Otu000157",1
0.152184045234221,"Otu000158",1
0.0904273504273504,"Otu000159",1
0.076143802434125,"Otu000161",1
0,"Otu000162",1
0,"Otu000163",1
0.0192307692307692,"Otu000164",1
0.142886117391381,"Otu000165",1
0.032,"Otu000166",1
0,"Otu000167",1
0,"Otu000168",1
0.0323232323232323,"Otu000169",1
0,"Otu000170",1
0.019,"Otu000171",1
0.0619047619047619,"Otu000172",1
0.0982894736842105,"Otu000173",1
0.015,"Otu000176",1
0.0721390977443609,"Otu000177",1
0.04,"Otu000178",1
0,"Otu000179",1
0.0216666666666667,"Otu000180",1
0,"Otu000181",1
0,"Otu000182",1
0,"Otu000183",1
0,"Otu000184",1
0,"Otu000185",1
0.019,"Otu000186",1
0,"Otu000187",1
0,"Otu000188",1
0.0738009049773756,"Otu000189",1
0.037037037037037,"Otu000190",1
0.059437148217636,"Otu000191",1
0,"Otu000193",1
0,"Otu000194",1
0.0864137162188137,"Otu000196",1
0,"Otu000197",1
0.0822619047619048,"Otu000198",1
0.107796414112204,"Otu000199",1
0,"Otu000201",1
0.157079951932126,"Otu000202",1
0.0349090909090909,"Otu000203",1
0.0347142857142857,"Otu000204",1
0.0427350427350427,"Otu000205",1
0,"Otu000206",1
0.0274713958810068,"Otu000207",1
0,"Otu000209",1
0,"Otu000213",1
0.0191666666666667,"Otu000214",1
0,"Otu000215",1
0,"Otu000216",1
0,"Otu000219",1
0,"Otu000220",1
0.0904175824175824,"Otu000221",1
0.0313333333333333,"Otu000222",1
0.347741469104948,"Otu000223",1
0.0626682986536107,"Otu000225",1
0.0436363636363636,"Otu000227",1
0,"Otu000228",1
0,"Otu000229",1
0,"Otu000230",1
