"Pvalue_chemo","bh_chemo","Pvalue_rads","bh_rads","lowest_ID","otu"
0.273980968553589,0.639288926625042,0.850136819702037,0.949802371541502,"Streptococcus","Otu000037"
0.913757944312881,1,0.304222097626635,0.50778888630551,"Coprobacillus","Otu001307"
0.820090083560268,1,0.949802371541502,0.949802371541502,"Collinsella","Otu000026"
0.462387317891423,0.809177806309991,0.527029492246884,0.759298672342151,"Bacteroides","Otu000001"
0.175903372438572,0.639288926625042,0.177591973244147,0.482961854199312,"Anaerostipes","Otu000004"
0.00644729076281102,0.0902620706793543,0.177591973244147,0.482961854199312,"Bacteroides","Otu000006"
1,1,0.558117353468037,0.759298672342151,"Dorea","Otu000085"
0.231154622736262,0.639288926625042,0.899787169352387,0.949802371541502,"Bacteroides","Otu000005"
0.462387317891423,0.809177806309991,0.278352082699909,0.50778888630551,"Ruminococcaceae","Otu000061"
0.462387317891423,0.809177806309991,0.949802371541502,0.949802371541502,"Lachnospiraceae","Otu000015"
0.979843233896269,1,0.0233809668592277,0.229176041349954,"Roseburia","Otu000010"
0.273980968553589,0.639288926625042,0.569474004256613,0.759298672342151,"Anaerostipes","Otu000002"
0.899475237375359,1,0.949802371541502,0.949802371541502,"Clostridium XI","Otu000041"
0.159795810596726,0.639288926625042,0.224232289449681,0.482961854199312,"Blautia","Otu000013"
0.494013274382099,0.813668922511693,0.224232289449681,0.482961854199312,"Lachnospiraceae","Otu000058"
0.211555546351616,0.639288926625042,0.340133779264214,0.529096989966555,"Bacteroides","Otu000059"
0.297232881534941,0.640193898690642,0.0674369109151718,0.269747643660687,"Blautia","Otu000003"
0.756203720397972,1,0.844329698490959,0.949802371541502,"Blautia","Otu000605"
0.273980968553589,0.639288926625042,0.705138339920949,0.897448796263026,"Clostridium IV","Otu000290"
0.0463538937842343,0.368503681000652,0.308300395256917,0.50778888630551,"Dorea","Otu000016"
0.742446338155047,1,0.224232289449681,0.482961854199312,"Ruminococcus","Otu000028"
0.0526433830000932,0.368503681000652,0.0409242930982061,0.229176041349954,"Clostridiales","Otu000014"
0.13084440394711,0.639288926625042,0.0574338704773487,0.268024728894294,"Clostridiales","Otu000012"
0.939589964484297,1,0.278352082699909,0.50778888630551,"Lachnospiraceae","Otu000036"
0.667253901032337,1,0.0409242930982061,0.229176041349954,"Blautia","Otu000009"
0.742446338155047,1,0.028367284889024,0.229176041349954,"Faecalibacterium","Otu000020"
0.979843233896269,1,0.177591973244147,0.482961854199312,"Clostridium XlVa","Otu000044"
0.00021229859111658,0.00594436055126425,0.031765646023785,0.229176041349954,"Phascolarctobacterium","Otu000030"
