"Variable","total_appearance"
"Otu000069",4
"Otu000485",4
"Otu001714",4
"Otu000958",4
"Otu000302",4
"Otu000176",4
"Otu000349",4
"Otu000412",4
"Otu000314",4
"Otu000848",4
"Otu000491",4
"Otu000734",4
"Otu001348",4
"Otu000322",4
"Otu000675",4
"Otu000515",4
"Otu000633",4
"Otu000192",4
"Otu000821",4
"Otu001430",4
"Otu001415",4
"Otu000277",4
"Otu000292",4
"Otu000365",4
"Otu000510",4
"Otu000717",4
"Otu000849",4
"Otu001309",4
"Otu000226",3
"Otu001531",3
"Otu000374",3
"Otu000132",3
"Otu000903",3
"Otu000330",3
"Otu000385",3
"Otu000458",3
"Otu001041",3
"Otu000668",3
"Otu000768",3
"Otu000260",3
"Otu001045",3
"Otu000769",3
"Otu001049",3
"Otu001170",3
"Otu000325",3
"Otu001295",3
"Otu000369",3
"Otu000749",3
"Otu000840",3
"Otu001026",3
"Otu000802",3
"Otu000601",3
"Otu001820",3
"Otu000294",3
"Otu000886",3
"Otu000616",3
"Otu000200",3
"Otu000203",3
"Otu000288",3
"Otu001864",3
"Otu000760",3
"Otu000829",3
"Otu000107",3
"Otu000547",3
"Otu001520",3
"Otu001419",3
"Otu000523",3
"Otu001457",3
"Otu000272",3
"Otu002737",3
"Otu000022",3
"Otu000439",3
"Otu000456",3
"Otu001162",3
"Otu000090",3
"Otu000329",3
"Otu000311",3
"Otu000618",3
"Otu000384",3
"Otu000111",3
"Otu000225",3
"Otu000286",3
"Otu000297",3
"Otu000407",3
"Otu000670",3
"Otu000981",3
"Otu001030",3
"Otu001401",3
"Otu001431",2
"Otu001374",2
"Otu000164",2
"Otu000446",2
"Otu000555",2
"Otu000917",2
"Otu000403",2
"Otu000318",2
"Otu000866",2
"Otu001009",2
"Otu002155",2
"Otu000386",2
"Otu001543",2
"Otu001140",2
"Otu000213",2
"Otu003076",2
"Otu000217",2
"Otu001111",2
"Otu000327",2
"Otu000193",2
"Otu002210",2
"Otu000674",2
"Otu000399",2
"Otu001508",2
"Otu001203",2
"Otu000264",2
"Otu002003",2
"Otu000478",2
"Otu000398",2
"Otu001142",2
"Otu000720",2
"Otu000982",2
"Otu000211",2
"Otu000661",2
"Otu000777",2
"Otu001008",2
"Otu001447",2
"Otu000727",2
"Otu000750",2
"Otu000158",2
"Otu000546",2
"Otu000842",2
"Otu000440",2
"Otu000719",2
"Otu001678",2
"Otu001035",2
"Otu000595",2
"Otu001027",2
"Otu000635",2
"Otu001151",2
"Otu000820",2
"Otu000182",2
"Otu000695",2
"Otu000696",2
"Otu001141",2
"Otu000709",2
"Otu001172",2
"Otu000725",2
"Otu001380",2
"Otu001544",2
"Otu001116",2
"Otu004881",2
"Otu000911",2
"Otu000960",2
"Otu000282",2
"Otu000420",2
"Otu000453",2
"Otu000620",2
"Otu000628",2
"Otu000723",2
"Otu001097",2
"Otu001441",2
"Otu001495",2
"Otu001807",2
"Otu002047",2
"Otu002965",2
"Otu003408",2
"Otu004633",1
"Otu000721",1
"Otu001158",1
"Otu000638",1
"Otu001410",1
"Otu000513",1
"Otu001133",1
"Otu002194",1
"Otu000517",1
"Otu000415",1
"Otu002024",1
"Otu000285",1
"Otu000627",1
"Otu002070",1
"Otu000112",1
"Otu000253",1
"Otu000190",1
"Otu001433",1
"Otu000473",1
"Otu002082",1
"Otu001123",1
"Otu000908",1
"Otu000835",1
"Otu001262",1
"Otu000089",1
"Otu000433",1
"Otu001001",1
"Otu000406",1
"Otu000309",1
"Otu000920",1
"Otu000189",1
"Otu001803",1
"Otu000428",1
"Otu001181",1
"Otu000216",1
"Otu000832",1
"Otu000452",1
"Otu000220",1
"Otu000257",1
"Otu001156",1
"Otu000434",1
"Otu000057",1
"Otu000527",1
"Otu000610",1
"Otu000571",1
"Otu001518",1
"Otu000872",1
"Otu001378",1
"Otu000508",1
"Otu000389",1
"Otu001941",1
"Otu000577",1
"Otu000532",1
"Otu001499",1
"Otu001109",1
"Otu002659",1
"Otu000697",1
"Otu001147",1
"Otu002644",1
"Otu001254",1
"Otu000223",1
"Otu001959",1
"Otu000215",1
"Otu002561",1
"Otu004384",1
"Otu000359",1
"Otu000754",1
"Otu000593",1
"Otu000382",1
"Otu000569",1
"Otu001307",1
"Otu000526",1
"Otu001090",1
"Otu000525",1
"Otu001426",1
"Otu001135",1
"Otu000305",1
"Otu001317",1
"Otu002986",1
"Otu000380",1
"Otu000163",1
"Otu000516",1
"Otu001552",1
"Otu003087",1
"Otu001438",1
"Otu000690",1
"Otu000248",1
"Otu000265",1
"Otu000925",1
"Otu002917",1
"Otu001580",1
"Otu000975",1
"Otu000729",1
"Otu001249",1
"Otu001120",1
"Otu000250",1
"Otu000887",1
"Otu000529",1
"Otu000342",1
"Otu006408",1
"Otu000823",1
"Otu001206",1
"Otu000741",1
"Otu000745",1
"Otu000141",1
"Otu000443",1
"Otu001940",1
"Otu001137",1
"Otu000701",1
"Otu004286",1
"Otu000970",1
"Otu000247",1
"Otu001324",1
"Otu000179",1
"Otu000373",1
"Otu000636",1
"Otu000123",1
"Otu001231",1
"Otu001877",1
"Otu000181",1
"Otu000445",1
"Otu000512",1
"Otu000869",1
"Otu000991",1
"Otu001153",1
"Otu001259",1
"Otu001463",1
"Otu001600",1
"Otu001727",1
"Otu001906",1
"Otu001963",1
"Otu001970",1
"Otu002089",1
"Otu002230",1
"Otu002408",1
"Otu002594",1
"Otu002869",1
"Otu009374",1
"Otu001080",0
"Otu002345",0
"Otu001404",0
"Otu001707",0
"Otu013807",0
"Otu005269",0
"Otu000543",0
"Otu000391",0
"Otu002212",0
"Otu001383",0
"Otu000654",0
"Otu002154",0
"Otu001638",0
"Otu001280",0
"Otu000905",0
"Otu001527",0
"Otu003582",0
"Otu000437",0
"Otu001765",0
"Otu000928",0
"Otu000649",0
"Otu000568",0
"Otu002072",0
"Otu001584",0
"Otu000408",0
"Otu000736",0
"Otu001179",0
"Otu002657",0
"Otu000972",0
"Otu000856",0
"Otu002476",0
"Otu000552",0
"Otu001194",0
"Otu002969",0
"Otu001586",0
"Otu000198",0
"Otu000598",0
"Otu001016",0
"Otu000944",0
"Otu001451",0
"Otu001145",0
"Otu000483",0
"Otu000388",0
"Otu000394",0
"Otu001129",0
"Otu002122",0
"Otu000545",0
"Otu001222",0
"Otu000524",0
"Otu000522",0
"Otu001766",0
"Otu000990",0
"Otu004634",0
"Otu000764",0
"Otu001471",0
"Otu001895",0
"Otu002088",0
"Otu001613",0
"Otu000372",0
"Otu001174",0
"Otu000284",0
"Otu001305",0
"Otu001201",0
"Otu000882",0
"Otu000497",0
"Otu002996",0
"Otu000360",0
"Otu001086",0
"Otu001122",0
"Otu001657",0
"Otu001177",0
"Otu002036",0
"Otu000381",0
"Otu000475",0
"Otu001329",0
"Otu000561",0
"Otu001043",0
"Otu000624",0
"Otu000830",0
"Otu002740",0
"Otu000914",0
"Otu000550",0
"Otu000826",0
"Otu000494",0
"Otu002016",0
"Otu003726",0
"Otu002138",0
"Otu001568",0
"Otu001312",0
"Otu001286",0
"Otu000424",0
"Otu001334",0
"Otu001553",0
"Otu001414",0
"Otu000299",0
"Otu000160",0
"Otu001102",0
"Otu000487",0
"Otu002935",0
"Otu000210",0
"Otu012806",0
"Otu003012",0
"Otu001354",0
"Otu001593",0
"Otu002188",0
"Otu001435",0
"Otu000703",0
"Otu000758",0
"Otu001103",0
"Otu001395",0
"Otu001577",0
"Otu003335",0
"Otu001961",0
"Otu001596",0
"Otu002738",0
"Otu000423",0
"Otu000614",0
"Otu000700",0
"Otu000379",0
"Otu002592",0
"Otu000536",0
"Otu001178",0
"Otu000889",0
"Otu001340",0
"Otu001740",0
"Otu000233",0
"Otu000825",0
"Otu001053",0
"Otu001195",0
"Otu001199",0
"Otu000332",0
"Otu000362",0
"Otu002827",0
"Otu002979",0
"Otu002383",0
"Otu000664",0
"Otu000755",0
"Otu000795",0
"Otu000681",0
"Otu009487",0
"Otu000935",0
"Otu002021",0
"Otu000952",0
"Otu002209",0
"Otu001806",0
"Otu000350",0
"Otu000413",0
"Otu000489",0
"Otu000255",0
"Otu000471",0
"Otu001642",0
"Otu001656",0
"Otu000548",0
"Otu001232",0
"Otu001540",0
"Otu000907",0
"Otu003701",0
"Otu000461",0
"Otu001218",0
"Otu000353",0
"Otu003627",0
"Otu000538",0
"Otu003032",0
"Otu003357",0
"Otu001000",0
"Otu002095",0
"Otu000923",0
"Otu000313",0
"Otu002050",0
"Otu003151",0
"Otu001056",0
"Otu001579",0
"Otu002340",0
"Otu000239",0
"Otu000606",0
"Otu000683",0
"Otu001063",0
"Otu002397",0
"Otu002056",0
"Otu003685",0
"Otu008928",0
"Otu000296",0
"Otu000799",0
"Otu001284",0
"Otu001423",0
"Otu001888",0
"Otu001933",0
"Otu000249",0
"Otu001633",0
"Otu003651",0
"Otu000853",0
"Otu001165",0
"Otu000888",0
"Otu001134",0
"Otu000900",0
"Otu001346",0
"Otu001331",0
"Otu000713",0
"Otu000980",0
"Otu001139",0
"Otu002704",0
"Otu001214",0
"Otu001666",0
"Otu000303",0
"Otu003093",0
"Otu003494",0
"Otu002805",0
"Otu000833",0
"Otu001184",0
"Otu001200",0
"Otu000641",0
"Otu000735",0
"Otu000854",0
"Otu002596",0
"Otu004688",0
"Otu000152",0
"Otu000186",0
"Otu000218",0
"Otu000343",0
"Otu000425",0
"Otu000460",0
"Otu000498",0
"Otu000557",0
"Otu000565",0
"Otu000613",0
"Otu000646",0
"Otu000689",0
"Otu000733",0
"Otu000742",0
"Otu000759",0
"Otu000763",0
"Otu000774",0
"Otu000822",0
"Otu000893",0
"Otu000924",0
"Otu000926",0
"Otu000941",0
"Otu001004",0
"Otu001022",0
"Otu001028",0
"Otu001033",0
"Otu001152",0
"Otu001229",0
"Otu001242",0
"Otu001252",0
"Otu001261",0
"Otu001296",0
"Otu001413",0
"Otu001429",0
"Otu001532",0
"Otu001651",0
"Otu001751",0
"Otu001828",0
"Otu001872",0
"Otu001880",0
"Otu001908",0
"Otu001949",0
"Otu002020",0
"Otu002098",0
"Otu002413",0
"Otu002415",0
"Otu002632",0
"Otu003017",0
"Otu003069",0
"Otu003300",0
"Otu003415",0
"Otu004102",0
"Otu004238",0
"Otu004579",0
"Otu007118",0
