"Variable","median_mda","iqr25","iqr75","tax_ID"
"Otu000088",0.325578895971741,0.244529170810821,0.420050481550065,"Ruminococcus"
"Otu000004",0.322116357951671,0.275050033340796,0.397570315827188,"Anaerostipes"
"Otu000027",0.318820793139376,0.250638850267873,0.424688840013443,"Akkermansia"
"Otu001606",0.316955124646826,0.237655969377468,0.404887064205224,"Lachnospiraceae"
"Otu000003",0.31479298305799,0.28028805215612,0.375640020099788,"Blautia"
"Otu000346",0.308075031972951,0.231303529544564,0.39906441707599,"Eggerthella"
"Otu000002",0.306035715632859,0.262082165474995,0.377389923373822,"Anaerostipes"
"Otu000040",0.304172115091954,0.266563146519658,0.361186145368308,"Blautia"
"Otu000009",0.300452510853188,0.263939825188896,0.33367280371799,"Blautia"
"Otu000290",0.298426724865686,0.247030519528024,0.35290104472595,"Clostridium IV"
"Otu000155",0.298332560450234,0.253232731446444,0.41503115923411,"Roseburia"
"Otu000065",0.296021328351923,0.262152031155773,0.365553857555661,"Coprococcus"
"Otu000025",0.294812494634391,0.248500168978176,0.389100837990348,"Lachnospiraceae"
"Otu000177",0.290910446341386,0.255552552557748,0.354367206991673,"Streptococcus"
"Otu000061",0.290422537225366,0.248887322933715,0.336640729449568,"Ruminococcaceae"
"Otu000109",0.276736275664379,0.238967822253484,0.296567758781371,"Roseburia"
"Otu000020",0.276698815948942,0.247924940263577,0.297113053804438,"Faecalibacterium"
"Otu000173",0.273899472901085,0.224723950659205,0.341429197248238,"Coprococcus"
"Otu000048",0.273681740668455,0.232866449427151,0.327198058296646,"Parabacteroides"
"Otu000010",0.272957610039711,0.250299392861773,0.312676491442049,"Roseburia"
"Otu000036",0.272792398293358,0.24490485356042,0.315651781958026,"Lachnospiraceae"
"Otu000085",0.271858355729761,0.247472434790707,0.318366976307856,"Dorea"
"Otu000572",0.26417726945996,0.21855485591455,0.352467502788241,"Streptococcus"
"Otu000092",0.262878682095436,0.227749270941984,0.328362902099695,"Bacteroides"
"Otu000739",0.257417309179287,0.184721026615781,0.377689968718365,"Streptococcus"
"Otu000050",0.252412971887447,0.205225573887406,0.380409528698356,"Ruminococcus"
"Otu000679",0.252204118209266,0.164008815751208,0.375863424599496,"Streptococcus"
"Otu000148",0.251826513766647,0.226947013131767,0.294208031854744,"Ruminococcaceae"
"Otu000101",0.250570322207974,0.218350170056625,0.31970093865984,"Pasteurellaceae"
"Otu000031",0.250185358311444,0.23295491461424,0.289356806247214,"Ruminococcus"
"Otu000030",0.248163709752715,0.224924724005825,0.299780286319882,"Phascolarctobacterium"
"Otu000034",0.245501888889409,0.221643507136043,0.274001977715266,"Ruminococcaceae"
"Otu000096",0.245443448811232,0.217631713689941,0.28515512355425,"Turicibacter"
"Otu000011",0.244943075311226,0.210371011919056,0.291763231902639,"Bacteroides"
"Otu000393",0.243964459562184,0.214322942889327,0.3093113294618,"Flavonifractor"
"Otu000039",0.243558966377887,0.216718500139899,0.271946259850208,"Alistipes"
"Otu000023",0.242324383517258,0.222953637872683,0.27302601579219,"Ruminococcus"
"Otu000084",0.240725854624789,0.219870355363437,0.258510746530947,"Bacteroides"
"Otu000087",0.240206263879666,0.190260022496405,0.3701270204789,"Enterococcus"
"Otu000049",0.239103615331226,0.223513804584791,0.275862584111834,"Alistipes"
"Otu000120",0.236412094620272,0.218536557202297,0.254387108273869,"Ruminococcus"
"Otu000083",0.235037836664137,0.212354185103242,0.268929178591238,"Clostridium XI"
"Otu000432",0.234471039224397,0.211904998978672,0.275070334988691,"Clostridium IV"
"Otu000154",0.233905252723125,0.204265788495171,0.264209232037189,"Lachnospiraceae"
"Otu000105",0.233321625614501,0.203876901594302,0.286278030009889,"Parasutterella"
"Otu000463",0.232943395975014,0.216480094791928,0.256261937935878,"Clostridiales"
"Otu000206",0.231722824743374,0.202550165187803,0.283548431231455,"Lachnospiraceae"
"Otu000042",0.229693296244876,0.20143562356124,0.273617573513123,"Anaerostipes"
"Otu000634",0.228928019385293,0.193307298544586,0.28804454680922,"Lactococcus"
"Otu000064",0.225598576466311,0.205263327375577,0.248505486126101,"Firmicutes"
"Otu000134",0.225548750685017,0.198701377392526,0.261734152371572,"Lachnospiraceae"
"Otu000144",0.225260415345795,0.204087228575675,0.250893712714282,"Blautia"
"Otu000530",0.225035623643945,0.192503242223197,0.30444086207787,"Alistipes"
"Otu000278",0.224980463470193,0.20272581941433,0.251374091103867,"Ruminococcaceae"
"Otu000102",0.224809322528645,0.205385400747405,0.254706578557041,"Bacteroides"
"Otu000019",0.224308578229656,0.203264604786119,0.249956527417306,"Clostridium sensu stricto"
"Otu000746",0.222806382570399,0.194738573061843,0.309379684870544,"Clostridium IV"
"Otu000063",0.221846029875777,0.197273344825862,0.254743833479376,"Veillonella"
"Otu000074",0.2206093717369,0.198653272627008,0.23831674423206,"Blautia"
"Otu000165",0.216899976559223,0.197336902358755,0.234848289631669,"Subdoligranulum"
"Otu001203",0.216100169694638,0.149885879815412,0.368817879727044,"Rothia"
"Otu000438",0.21274815677671,0.193258463543957,0.237742957281978,"Pseudomonas"
"Otu000934",0.212545956165725,0.166181639901104,0.322167026253951,"Clostridium IV"
"Otu000315",0.211938265955087,0.173439213102059,0.275866763547773,"Clostridium XlVb"
"Otu000236",0.209944651577909,0.169757624473016,0.325936255994702,"Actinomyces"
"Otu000205",0.20726818457336,0.184316226223796,0.236746698229264,"Lachnospiraceae"
"Otu000139",0.207124592246347,0.192501509248815,0.226401660822871,"Blautia"
"Otu000240",0.206899513769026,0.176463198087419,0.239543144687428,"Oscillibacter"
"Otu000076",0.204398682214761,0.171972261996355,0.227261226815995,"Alistipes"
"Otu000068",0.203575753589385,0.171400278515714,0.222556615534302,"Lachnospiraceae"
"Otu000021",0.20347074662134,0.180700315701166,0.223983819037068,"Parabacteroides"
"Otu000430",0.202460615052702,0.149995849329908,0.304636603382218,"Streptococcus"
"Otu000342",0.20229762737673,0.165430808285307,0.260558297329707,"Clostridiales"
"Otu000073",0.201650703951517,0.184176166583994,0.22121813001568,"Odoribacter"
"Otu000554",0.201223178119603,0.158980613179574,0.259034321361009,"Bacteria"
"Otu000404",0.19979562807128,0.17971406764062,0.230360443505105,"Ruminococcaceae"
"Otu000199",0.197623793341125,0.173178490678149,0.216014399312233,"Clostridiales"
"Otu000075",0.197622702754436,0.175916513504454,0.223061815703484,"Ruminococcaceae"
"Otu000196",0.197019198236093,0.172338901845883,0.227081035746022,"Clostridium XVIII"
"Otu000166",0.196534759142694,0.182424187048505,0.223808831063111,"Faecalibacterium"
"Otu000070",0.195475783331131,0.169285226120706,0.215118954889885,"Blautia"
"Otu000121",0.195258244434417,0.164791635030522,0.232831714715087,"Blautia"
"Otu000117",0.195176000244857,0.181775784558147,0.22516868550505,"Veillonella"
"Otu000215",0.192755090238147,0.13089356812491,0.309224615475124,"Bacteroides"
"Otu000113",0.192450247200363,0.174323283230558,0.212034610223596,"Akkermansia"
"Otu000138",0.191860703633723,0.174691599837049,0.21293563065554,"Bacteroides"
"Otu000185",0.191202091892074,0.170980902591068,0.209045626884695,"Clostridiales"
"Otu000293",0.191017997385879,0.17311372102653,0.237947635760604,"Subdoligranulum"
"Otu000272",0.189943444959324,0.161134718948241,0.272115501754507,"Enterorhabdus"
"Otu000254",0.189283047039288,0.138913739612052,0.304472302126047,"Prevotella"
"Otu000055",0.189044919429285,0.168454102996814,0.215447131226185,"Bacteroides"
"Otu000116",0.187174456310032,0.16241588863676,0.206738563028406,"Bilophila"
"Otu000122",0.186800639689675,0.154428837958892,0.212178559572713,"Lachnospiraceae"
"Otu000135",0.186448934855861,0.165735605082465,0.205731039336637,"Clostridium XlVa"
"Otu000262",0.186300816635934,0.168633454145072,0.230934240956361,"Rothia"
"Otu000573",0.186021173405875,0.164704826032008,0.203178582292942,"Clostridiales"
"Otu000740",0.184831423906997,0.151742652090307,0.280600631741519,"Alistipes"
"Otu000150",0.184549325730974,0.164788498525343,0.211631999546796,"Clostridium XI"
"Otu000590",0.184276896582906,0.154100254141514,0.221715120377294,"Lachnospiraceae"
"Otu000099",0.183370812780405,0.167383452731909,0.199496043465027,"Clostridium XlVa"
"Otu000119",0.182612804953168,0.165491556677914,0.198085128092756,"Bacteroides"
"Otu000151",0.181863871334267,0.154002914052481,0.202080683056131,"Alistipes"
"Otu000368",0.180713319538774,0.160136223186026,0.19903132641352,"Clostridium XVIII"
"Otu000333",0.180562083312417,0.146165648951617,0.199549351226348,"Clostridium XlVa"
"Otu000178",0.180254757774603,0.16323629185983,0.201065304654615,"Clostridium XlVa"
"Otu000377",0.179686531420576,0.159745531132303,0.205254336070338,"Lachnospiraceae"
"Otu000127",0.178835259050031,0.155174767016385,0.198783668027162,"Clostridium sensu stricto"
"Otu000081",0.178002401266375,0.150751883574984,0.212328165856874,"Faecalibacterium"
"Otu000450",0.177082574177472,0.156601590329525,0.200229367962553,"Lachnospiraceae"
"Otu000147",0.176627230196942,0.15495426553653,0.197953020246488,"Lachnospiraceae"
"Otu000191",0.175793924506948,0.153279223815974,0.193453288834153,"Lachnospiraceae"
"Otu000449",0.17503693493635,0.155483228119022,0.201670450925489,"Ruminococcus"
"Otu000130",0.174024250089413,0.14883833778786,0.20182679466435,"Barnesiella"
"Otu000271",0.173789982916905,0.14816590428763,0.190557770717813,"Asaccharobacter"
"Otu000358",0.170950101098346,0.135683376610727,0.188024874514174,"Lachnospiraceae"
"Otu000275",0.170936987512084,0.142468026607832,0.218475716218207,"Faecalibacterium"
"Otu000167",0.170895186272816,0.150573975409985,0.1898847008392,"Ruminococcus"
"Otu000170",0.169263771670592,0.150296029953919,0.187173893127458,"Clostridiales"
"Otu000032",0.167679590774226,0.140719891641062,0.205445197079032,"Faecalibacterium"
"Otu001087",0.166171499598525,0.137974277705371,0.200959515662122,"Lactobacillales"
"Otu000310",0.165561126411842,0.140391951442347,0.185710496766806,"Ruminococcaceae"
"Otu000700",0.165204828389503,0.139645752396851,0.223167743868786,"Lachnospiraceae"
"Otu000161",0.164250181591588,0.144154198209339,0.177306593330937,"Ruminococcaceae"
"Otu000114",0.163896824991355,0.128742116207796,0.183934538721027,"Clostridium IV"
"Otu000707",0.163154807555959,0.147760660389436,0.179756364431462,"Ruminococcaceae"
"Otu001097",0.163008661753675,0.127135218972969,0.219971870041081,"Acidaminococcaceae"
"Otu000169",0.16298337644584,0.135838317840257,0.202878016006136,"Coprococcus"
"Otu000246",0.161253321512056,0.137180628290611,0.184964972665209,"Oscillibacter"
"Otu000156",0.160975098425694,0.124243761938444,0.179947427284118,"Clostridiales"
"Otu000420",0.160138667607499,0.141293458897156,0.180237072931961,"Streptococcus"
"Otu000378",0.15968362070812,0.137294611008967,0.180251384248755,"Lachnospiraceae"
"Otu000195",0.159682549311566,0.137896406229302,0.215555907794393,"Coprococcus"
"Otu000261",0.157666816651928,0.144976059799521,0.185825720924743,"Coriobacteriaceae"
"Otu000345",0.156972080407038,0.125801107234303,0.177466900687299,"Coriobacteriaceae"
"Otu000241",0.156398341857377,0.12852698670461,0.173509462998622,"Sporobacter"
"Otu000244",0.156253393588103,0.13822120246317,0.17955612322963,"Lachnospiraceae"
"Otu000226",0.155929680513694,0.124771664292702,0.234785613720712,"Bacteroides"
"Otu000355",0.15492752486877,0.136150529255876,0.187300583937929,"Blautia"
"Otu000227",0.154165228332105,0.11959713723616,0.262663536625165,"Faecalibacterium"
"Otu000273",0.15393938825997,0.126718500215155,0.171476343455872,"Ruminococcaceae"
"Otu000349",0.153664134214937,0.129029267135108,0.169787347909049,"Lachnospiraceae"
"Otu000546",0.153512549049762,0.123447752308084,0.177058176504578,"Ruminococcaceae"
"Otu000301",0.153316340448098,0.125708336771368,0.179535970378591,"Porphyromonadaceae"
"Otu000163",0.15323733962554,0.132239152563245,0.169513850384084,"Firmicutes"
"Otu000880",0.153057491272942,0.133505422449602,0.16817321674785,"Bacteria"
"Otu001036",0.152292372846978,0.12276831873867,0.239186509957088,"Lachnospiraceae"
"Otu000300",0.15144773368187,0.115746655556969,0.172349186063716,"Ruminococcaceae"
"Otu000337",0.150893492437882,0.101278103954612,0.269416143449079,"Phascolarctobacterium"
"Otu000128",0.150711209896248,0.130993550020616,0.167418412087939,"Dialister"
"Otu000091",0.150389790925764,0.13207897534828,0.168427918988055,"Akkermansia"
"Otu001823",0.150170736677444,0.120398285419734,0.222297969571044,"Bacteria"
"Otu000045",0.149776299435598,0.129405587087801,0.168805661985976,"Blautia"
"Otu000395",0.149271131839898,0.116430124699496,0.17865629704425,"Butyricimonas"
"Otu000994",0.14907388082245,0.1216993078912,0.197300755434773,"Desulfovibrio"
"Otu000082",0.148936920616919,0.1203593773175,0.181453746545243,"Ruminococcaceae"
"Otu000586",0.147429863014369,0.123840668350234,0.165354709144464,"Clostridium XlVb"
"Otu000072",0.146663660996507,0.122950945591359,0.164406709892765,"Butyricimonas"
"Otu000153",0.146346105019934,0.120729481631999,0.161342536748352,"Clostridiales"
"Otu000765",0.146197333209061,0.115197977798863,0.167998340845737,"Porphyromonadaceae"
"Otu000402",0.14591817639527,0.115205806604311,0.171456380417364,"Firmicutes"
"Otu000897",0.145706924415043,0.123274707992508,0.166719632881186,"Clostridium XlVb"
"Otu000417",0.144271622184132,0.119486572365312,0.180656631443281,"Ruminococcaceae"
"Otu000545",0.143225594239935,0.124471309995693,0.161383430968467,"Bacteria"
"Otu000504",0.142738619044637,0.11589054382367,0.159317537989587,"Ruminococcaceae"
"Otu000348",0.142420900026959,0.123386435314353,0.161987928987257,"Lachnospiraceae"
"Otu000901",0.142180626891352,0.120205797692302,0.158949890097969,"Lachnospiraceae"
"Otu000604",0.141095641337926,0.112746990685614,0.178243748063368,"Lachnospiraceae"
"Otu000385",0.140468181528716,0.112122138153386,0.179096628613874,"Akkermansia"
"Otu000307",0.14029761550416,0.110363317367734,0.154469097691147,"Ruminococcaceae"
"Otu000182",0.139914202046488,0.129698784545608,0.155072900469195,"Paraprevotella"
"Otu000486",0.139616000165179,0.12089458374958,0.170715518354283,"Lachnospiraceae"
"Otu000219",0.139465432422931,0.11239837533941,0.190106412109219,"Lactobacillus"
"Otu000547",0.139216672684467,0.115061856365068,0.19749524886706,"Blautia"
"Otu000017",0.138986504733917,0.109977494181194,0.15645832126905,"Alistipes"
"Otu000187",0.138943104804939,0.117581156031339,0.169971625430248,"Lachnospiraceae"
"Otu000140",0.13852996412671,0.11452978097676,0.162276880837691,"Lachnospiraceae"
"Otu000259",0.137789088436701,0.109559996050549,0.16393471850224,"Bacteria"
"Otu000245",0.137688170007232,0.120606815118647,0.15971878072555,"Butyricicoccus"
"Otu000670",0.136965684512676,0.11281313480758,0.15600677804936,"Lachnospiraceae"
"Otu001959",0.136354017459089,0.0985242503598857,0.205659258041358,"Finegoldia"
"Otu000369",0.135351352674539,0.113552323599614,0.191787845301767,"Ruminococcus"
"Otu000098",0.135048822561726,0.117804801332545,0.15592348175027,"Bifidobacterium"
"Otu000242",0.134754881670279,0.116767976163183,0.159223502728844,"Bacteria"
"Otu000222",0.13470676930487,0.114643092966747,0.162316125014579,"Bacteroides"
"Otu000183",0.134500086892976,0.115563215853476,0.178373660715652,"Streptococcus"
"Otu001128",0.134486921131653,0.0959873363174425,0.152844557371904,"Ruminococcaceae"
"Otu000287",0.134297894620557,0.116113618414061,0.157977053368956,"Blautia"
"Otu000328",0.133694294051056,0.0969457592060919,0.156679151388127,"Alistipes"
"Otu000514",0.133519422505898,0.116229126336936,0.149454879512741,"Lachnospiraceae"
"Otu000209",0.133264181873088,0.109693923626649,0.147408730622033,"Dorea"
"Otu001686",0.133106373892928,0.0972513440272309,0.228795472718327,"Ruminococcaceae"
"Otu000046",0.132412688246325,0.110190150524179,0.147671311059315,"Subdoligranulum"
"Otu000133",0.132230961664915,0.12099603404469,0.14438825505104,"Prevotella"
"Otu000418",0.131446843760031,0.100583839981334,0.15059989722007,"Alistipes"
"Otu000744",0.130930405562319,0.100875733394556,0.154580185042277,"Clostridiales"
"Otu000447",0.130649053908674,0.110077061806496,0.14781601291324,"Lachnospiraceae"
"Otu000308",0.129064690856337,0.112866908558684,0.152745909478855,"Clostridium sensu stricto"
"Otu000276",0.129057503270111,0.10921914170537,0.142872296499493,"Blautia"
"Otu000419",0.12892824414256,0.106443553736708,0.145462616475112,"Bacteroidetes"
"Otu000918",0.128682051099906,0.101587597669065,0.141940078883248,"Lachnospiraceae"
"Otu000171",0.128554785176794,0.102290841900252,0.145839676938311,"Lachnospiraceae"
"Otu000149",0.128135969415774,0.10244809070595,0.148510588479004,"Clostridium XlVa"
"Otu000528",0.127655505704545,0.110821174817722,0.142632417601687,"Ruminococcaceae"
"Otu000869",0.126880751281874,0.10370996777041,0.150831760480976,"Clostridium IV"
"Otu000499",0.126722428321325,0.0970158703062879,0.148036692797869,"Clostridium XlVa"
"Otu000800",0.126338467788394,0.100257486815027,0.162498033108878,"Ruminococcaceae"
"Otu000363",0.126212727843753,0.111569870201643,0.161195145110424,"Parabacteroides"
"Otu000491",0.126086370802432,0.0933440357878219,0.146627464442843,"Firmicutes"
"Otu001471",0.126044472615332,0.104224551611237,0.175882751958946,"Clostridiales"
"Otu000172",0.125329633780311,0.099258119096842,0.177484002039895,"Bacteroides"
"Otu000324",0.125164765773765,0.105131102233128,0.14582970024917,"Coriobacteriaceae"
"Otu000516",0.125022156362364,0.108001292598939,0.145816263204185,"Lachnospiraceae"
"Otu000124",0.124284820744767,0.0970303048307322,0.149657057112529,"Erysipelotrichaceae"
"Otu000330",0.123950751039918,0.103426793467301,0.152176266188059,"Clostridiales"
"Otu000176",0.123908043323477,0.0979662795676411,0.140309932893121,"Clostridium XlVa"
"Otu000038",0.123467428132767,0.106189094316931,0.143454605737269,"Roseburia"
"Otu000849",0.12281882770695,0.104418399263001,0.139503894595699,"Firmicutes"
"Otu001422",0.122240555469111,0.0898308493525807,0.150024458021117,"Clostridia"
"Otu000786",0.122043061649185,0.103365737585127,0.143560848253473,"Gordonibacter"
"Otu000312",0.121654504060338,0.0947822192273425,0.145135790491904,"Clostridium XlVa"
"Otu001958",0.121405385934546,0.0885629517584947,0.190574850964384,"Peptoniphilus"
"Otu000086",0.120781753189904,0.0999775936065514,0.141148661942672,"Clostridiales"
"Otu000721",0.120758560317269,0.101028774430915,0.141393494010635,"Lachnospiraceae"
"Otu000781",0.120659151221582,0.100340841813776,0.138141664804976,"Actinomyces"
"Otu000909",0.120648843354617,0.0994537575418755,0.188166282465769,"Ruminococcaceae"
"Otu000316",0.119679970226182,0.104555551706983,0.141846312895269,"Lachnospiraceae"
"Otu000872",0.119545489079815,0.100594813524893,0.134451724574808,"Clostridiales"
"Otu000118",0.118534682523032,0.0959867130126353,0.141165293800284,"Ruminococcus"
"Otu000221",0.11828360993286,0.096793655272917,0.143915000440822,"Clostridiales"
"Otu000188",0.118054994852214,0.106356800725415,0.135206867907776,"Acidaminococcus"
"Otu000289",0.117694822604444,0.0957801138660095,0.146203327735613,"Bacteria"
"Otu000296",0.117428981880104,0.0949533845491238,0.128897871213655,"Lachnospiraceae"
"Otu000320",0.11726278340818,0.0933045123299795,0.136772737092965,"Lachnospiraceae"
"Otu000731",0.115586907765659,0.0922598148904596,0.131860244863409,"Ruminococcaceae"
"Otu000029",0.115548424660632,0.100457533810761,0.134445586935009,"Blautia"
"Otu001309",0.115399686527276,0.0990640838220141,0.162714206609258,"Firmicutes"
"Otu000981",0.115363375920425,0.100008499281468,0.131046210439304,"Lachnospiraceae"
"Otu000212",0.114729080179509,0.097706049897884,0.141307804960025,"Paraprevotella"
"Otu000125",0.11328662733415,0.087827528449307,0.129354756343984,"Alistipes"
"Otu000692",0.112911356614146,0.0846614782241584,0.140768908282271,"Lachnospiraceae"
"Otu000270",0.112860225188005,0.0972616615055497,0.13482554086411,"Holdemania"
"Otu001478",0.112830981188935,0.0954542238716385,0.127682966372949,"Lachnospiraceae"
"Otu000297",0.11277952363884,0.0923298168509348,0.144209362743711,"Lachnospiraceae"
"Otu000569",0.112526698768233,0.0977095274929572,0.122984106525201,"Erysipelotrichaceae"
"Otu000238",0.112218878067069,0.0827669332958366,0.151428973028031,"Ruminococcaceae"
"Otu000157",0.111002622472493,0.0815716551825577,0.12729037537639,"Bacteroides"
"Otu000158",0.110042144718988,0.0925133415329585,0.126873648219989,"Ruminococcaceae"
"Otu000326",0.110019750314518,0.0889459257359068,0.139269328554744,"Porphyromonadaceae"
"Otu000875",0.109982434476482,0.0920469620416853,0.136735317441796,"Clostridiales"
"Otu000621",0.109865520583497,0.0909749084830493,0.127002450490266,"Clostridiales"
"Otu000484",0.109681836230664,0.0952208991976402,0.129236451537158,"Lachnospiraceae"
"Otu000214",0.109670750860294,0.0875690575865211,0.127638549008758,"Lachnospiraceae"
"Otu000406",0.109649969184922,0.0878299364299515,0.131716873243982,"Ruminococcaceae"
"Otu000523",0.109191500042951,0.0811359442876524,0.126465942954357,"Clostridium XlVa"
"Otu000283",0.107878583043725,0.0826566337314488,0.128132500763511,"Ruminococcaceae"
"Otu000347",0.107676156551767,0.082659193545729,0.127680998975432,"Butyricicoccus"
"Otu000268",0.106675103511394,0.0884097924122866,0.138508388183711,"Bacteroides"
"Otu000168",0.105743434741825,0.0826026799823131,0.122155956554469,"Enterobacteriaceae"
"Otu000202",0.105580585684383,0.0868571761987906,0.149322060527349,"Porphyromonas"
"Otu000089",0.105446757506728,0.0908945445346458,0.117121302424792,"Clostridiales"
"Otu000294",0.104811514982328,0.0902123687635958,0.1205659830429,"Clostridiales"
"Otu000489",0.104082282637448,0.0814828377190975,0.11425895147539,"Coprococcus"
"Otu000702",0.103946332070446,0.0840597375742398,0.118453966570864,"Lachnospiraceae"
"Otu000485",0.103256083650169,0.0654864005569671,0.122915436598139,"Clostridium XlVa"
"Otu000615",0.102946595236135,0.0825661244888893,0.120659221837706,"Ruminococcaceae"
"Otu000925",0.102910888659816,0.0749317139392618,0.119971668954167,"Clostridium XlVa"
"Otu000614",0.102070879760875,0.0798768504999279,0.121289032366789,"Ruminococcaceae"
"Otu000710",0.101590434283248,0.0772138233100275,0.122696944508162,"Ruminococcaceae"
"Otu000193",0.101565384673799,0.0815313574163488,0.122696817624441,"Barnesiella"
"Otu000325",0.100722434573027,0.0824307445678643,0.144304784507114,"Bifidobacterium"
"Otu000750",0.100602603098409,0.0843962901668835,0.113692611075581,"Lachnospiraceae"
"Otu000200",0.100597182121647,0.0829474248885342,0.115553788911,"Faecalibacterium"
"Otu000650",0.100257854877047,0.0806946465284839,0.118923529646185,"Clostridiales"
"Otu000720",0.100118858695521,0.0723289278002928,0.12273742382452,"Lachnospiraceae"
"Otu000908",0.0992869720083829,0.0780508693321159,0.120824419499829,"Clostridium IV"
"Otu000649",0.0989365789484199,0.0808627498588078,0.114800557692277,"Acidaminococcaceae"
"Otu000589",0.0986609510513302,0.0664954479827153,0.11896667803574,"Bacteroides"
"Otu000537",0.0979102366551852,0.0766552722175719,0.11140464405009,"Clostridiales"
"Otu000361",0.0977697686763487,0.07648584213369,0.116239857563562,"Ruminococcus"
"Otu000877",0.0976995569799086,0.0804275050666067,0.114423478631808,"Erysipelotrichaceae"
"Otu000835",0.0974268203885026,0.0780662893602041,0.135817112284097,"Ruminococcaceae"
"Otu000286",0.097225663378921,0.0789147448240358,0.110932031353869,"Peptostreptococcaceae"
"Otu000431",0.0970737241364729,0.0799332226761867,0.123425649323811,"Ruminococcaceae"
"Otu000512",0.0966363261564433,0.0793105260036424,0.10985244657702,"Clostridiales"
"Otu000267",0.0965365827372389,0.0756924366387675,0.114239806428408,"Barnesiella"
"Otu000948",0.0964771166846048,0.0689937800409196,0.116072451014656,"Akkermansia"
"Otu001022",0.0963035566213201,0.079078802002279,0.118909916557564,"Ruminococcaceae"
"Otu000269",0.0962562628909549,0.0795691300199361,0.12312253978239,"Bacteroides"
"Otu001201",0.0958552341731181,0.0750586845434639,0.129095933229603,"Clostridiales"
"Otu002089",0.0949150957770091,0.0787238605155383,0.11005595336673,"Firmicutes"
"Otu000943",0.0949076090715716,0.072853562293891,0.1067530282793,"Anaerostipes"
"Otu000493",0.0948619890072704,0.0740729363040564,0.156285913006918,"Bacteroides"
"Otu000440",0.0944520630560088,0.0685625758495381,0.147267423650293,"Blautia"
"Otu000712",0.0944024095455019,0.075705617354255,0.11824581931321,"Mogibacterium"
"Otu000441",0.0931657866109392,0.0730974450858112,0.116811411940561,"Ruminococcus"
"Otu000145",0.0931048126139251,0.0733057463750576,0.131717812039739,"Bacteroides"
"Otu000309",0.0929906275521896,0.0657182934833442,0.118917118145134,"Porphyromonadaceae"
"Otu000304",0.0926426225947917,0.0728086816728673,0.111199435160026,"Lactobacillus"
"Otu000184",0.0923104002411796,0.0707057174157272,0.117494139249485,"Ruminococcaceae"
