"Variable","median_mda","iqr25","iqr75"
"Otu000118",0.0365958680122767,0,0.0783665913255805
"Otu000048",0.0363636363636364,0,0.0645632583201556
"Otu002899",0.0363561076604555,0,0.0648987670224512
"Otu000483",0.0355300629023539,0.000454545454545454,0.0801190476190476
"Otu000119",0.035482307865675,0,0.0761550427793622
"Otu000476",0.0354166666666667,0,0.0869126374890729
"Otu000020",0.0352941176470588,0,0.0693850574712644
"Otu000346",0.0337424242424243,0,0.0728086052234659
"Otu000438",0.0334452510586812,0,0.0705851750588593
"Otu000172",0.0329291267942584,0,0.0572871148459384
"Otu000485",0.0311111111111111,0,0.0585084033613445
"Otu000888",0.0306888416693909,0,0.0732301169590643
"Otu000101",0.0301902483481431,0,0.0804722744360902
"Otu000045",0.0299510812532551,0,0.074937159074156
"Otu000058",0.0285714285714286,0,0.0492121212121212
"Otu000418",0.0284480048936571,0,0.0667142857142857
"Otu000625",0.0280755029284441,0,0.0725277847152847
"Otu000007",0.0262626262626263,0,0.0698684210526316
"Otu000016",0.0250079295885748,0,0.064827993059572
"Otu000289",0.02425,0,0.0611019736842105
"Otu000390",0.024060804184374,0,0.0663634630053394
"Otu000157",0.0236920593018597,0,0.0677913533834587
"Otu000014",0.0236021303258145,0,0.0548072638146168
"Otu000205",0.0211357302118172,0,0.0666558924485126
"Otu000004",0.0207024729083553,0,0.0500714285714286
"Otu000039",0.019999460567483,0,0.052515507518797
"Otu000037",0.0193700159489633,0,0.065956605528974
"Otu002472",0.0192326007326007,0,0.0610084033613445
"Otu000027",0.019,0,0.0737776039749724
"Otu000214",0.019,0,0.0659150699088779
"Otu000036",0.0189736842105263,0,0.059413085688821
"Otu000316",0.0189605158730159,0,0.0619047619047619
"Otu000041",0.0189181286549708,0,0.061325815488859
"Otu000012",0.0188854489164087,0,0.0607617706414613
"Otu001431",0.0188333333333333,0,0.0663808709462566
"Otu000787",0.0185077256709135,0,0.0480272727272727
"Otu000084",0.0184117647058824,0,0.0638895341405353
"Otu000029",0.0176666666666667,0,0.0875175438596491
"Otu000308",0.0175904761904762,0,0.0635737638283405
"Otu000369",0.0173268398268398,0,0.0344642857142857
"Otu000744",0.0170833333333333,0,0.0519663528322272
"Otu000013",0.0166666666666667,0,0.0457065287653523
"Otu000831",0.0165384615384615,0,0.0464143673663798
"Otu000138",0.0164198717948718,0,0.0938482570061518
"Otu000008",0.0162720588235294,0,0.0419658119658119
"Otu000003",0.015,0,0.034031954887218
"Otu000026",0.015,0,0.0595264896781925
"Otu000102",0.015,0,0.036875
"Otu000044",0.0149242424242424,0,0.0603987981316929
"Otu000333",0.0146111111111111,0,0.0342635499175747
"Otu000145",0.0143768115942029,0,0.0473365384615385
"Otu000165",0.0141666666666667,0,0.051260318673081
"Otu000144",0.0138802622498275,0,0.0365034965034965
"Otu000139",0.0135538461538462,0,0.0376852941176471
"Otu001678",0.0132666666666667,0,0.0429990118577075
"Otu000867",0.0127799337052308,0,0.0520508166969147
"Otu000153",0.011673183447377,0,0.0399631771737035
"Otu000148",0.0116666666666667,0,0.03
"Otu000707",0.0107771848977282,0,0.0352941176470588
"Otu000436",0.0106166666666667,0,0.0356136434837093
"Otu000122",0.0104963092463093,0,0.0459578754578754
"Otu000378",0.0103980186480187,0,0.0505263157894737
"Otu000076",0.01,0,0.0600870927318296
"Otu000530",0.00957602339181287,0,0.0501315789473684
"Otu000135",0.00935198135198136,0,0.0401059241815087
"Otu000746",0.00861904761904764,0,0.0574299719887955
"Otu000077",0.00762378797672916,0,0.0343477467615399
"Otu000948",0.00717657342657342,0,0.0470450310559006
"Otu000031",0.00644660894660894,0,0.0486973684210526
"Otu000156",0.00592857142857143,0,0.0350378787878788
"Otu000018",0.00580436720142603,0,0.0417958620327041
"Otu000074",0.00497294372294372,0,0.0516090365365747
"Otu000176",0.00481429681429681,0,0.0464597362972649
"Otu000849",0.004,0,0.0511539961013645
"Otu000312",0.00357142857142857,0,0.0664002342263212
"Otu000432",0.00333333333333333,0,0.04853663003663
"Otu000244",0.00298412698412698,0,0.072821493388644
"Otu000810",0.00297619047619047,0,0.0345061517429939
"Otu000120",0.00178571428571429,0,0.0350707070707071
"Otu000023",0.0015,0,0.0380722222222222
"Otu000739",0.00149350649350649,0,0.0460211893369788
"Otu000493",0.00145454545454546,0,0.0361666666666667
"Otu000147",0.00136363636363636,0,0.0358897243107769
"Otu000290",0.00133333333333334,0,0.0432898785425101
"Otu000905",0.00126262626262626,0,0.0288440285204991
"Otu000329",0.000984126984126987,0,0.0480098684210526
"Otu000075",0.000833333333333335,0,0.0410428571428571
"Otu000456",0.000555555555555554,0,0.0457772727272727
"Otu000095",0.000285714285714285,0,0.0415106758832565
"Otu000458",0.000250000000000004,0,0.0291909184726522
"Otu000358",0.000178571428571428,0,0.0479784530771373
"Otu000011",0,0,0.0187222222222222
"Otu000019",0,0,0.0240208333333333
"Otu000022",0,0,0.0138244047619048
"Otu000025",0,0,0.0124254385964912
"Otu000028",0,0,0.0308539282990084
"Otu000030",0,0,0.0190584415584416
"Otu000032",0,0,0.035719696969697
"Otu000034",0,0,0.0220895828371835
"Otu000038",0,0,0.0187683823529412
"Otu000042",0,0,0.0356140350877193
"Otu000046",0,0,0.00413333333333334
"Otu000047",0,0,0.032675296195033
"Otu000055",0,0,0.019484126984127
"Otu000059",0,0,0.037037037037037
"Otu000061",0,0,0.0239700080515298
"Otu000062",0,0,0
"Otu000064",0,0,0.0308665413533835
"Otu000065",0,0,0.0333186813186813
"Otu000067",0,0,0.00566666666666667
"Otu000068",0,0,0.0341360294117647
"Otu000069",0,0,0
"Otu000070",0,0,0.0360774410774411
"Otu000072",0,0,0.024320869305689
"Otu000078",0,0,0
"Otu000079",0,0,0.0144329920302492
"Otu000081",0,0,0.0295108695652174
"Otu000082",0,0,0.011611658456486
"Otu000083",0,0,0.0191068376068376
"Otu000085",0,0,0.0267088769804287
"Otu000086",0,0,0
"Otu000087",0,0,0.000329670329670328
"Otu000089",0,0,0
"Otu000090",0,0,0.015
"Otu000091",0,0,0.0135
"Otu000092",0,0,0.035359477124183
"Otu000093",0,0,0.00951298701298701
"Otu000097",0,0,0.0149722222222223
"Otu000098",0,0,0.0341410628019324
"Otu000099",0,0,0.0180454545454546
"Otu000105",0,0,0.0154460075528187
"Otu000106",0,0,0.0121666666666667
"Otu000107",0,0,0
"Otu000111",0,0,0
"Otu000112",0,0,0.00229377530364372
"Otu000113",0,0,0.0186160714285714
"Otu000114",0,0,0.0262489177489177
"Otu000115",0,0,0.0193676470588235
"Otu000116",0,0,0.0340512820512821
"Otu000121",0,0,0.0344754901960784
"Otu000123",0,0,0.0136489898989899
"Otu000124",0,0,0.00166666666666667
"Otu000125",0,0,0.00245687645687646
"Otu000127",0,0,0.0170740536637276
"Otu000128",0,0,0.0188888888888889
"Otu000129",0,0,0.00371212121212121
"Otu000130",0,0,0.0160586080586081
"Otu000132",0,0,0.0045656604747162
"Otu000133",0,0,0.0223809523809524
"Otu000134",0,0,0.0336339285714286
"Otu000136",0,0,0.0350735294117647
"Otu000140",0,0,0.0370691593687284
"Otu000141",0,0,0
"Otu000142",0,0,0
"Otu000146",0,0,0.0311141304347826
"Otu000149",0,0,0.000545454545454547
"Otu000150",0,0,0.0287987012987013
"Otu000151",0,0,0.00627777777777778
"Otu000152",0,0,0.0190576923076923
"Otu000154",0,0,0.0198237639553429
"Otu000158",0,0,0.0055491372053872
"Otu000159",0,0,0.00417905623787977
"Otu000160",0,0,0
"Otu000161",0,0,0.0217133243712191
"Otu000162",0,0,0.0183653846153846
"Otu000163",0,0,0.01525
"Otu000164",0,0,0.0156488095238095
"Otu000166",0,0,0.0231236559139785
"Otu000168",0,0,0.0204206353990837
"Otu000171",0,0,0.0233999333999334
"Otu000173",0,0,0.0134755639097744
"Otu000174",0,0,0
"Otu000175",0,0,0.013878388345934
"Otu000178",0,0,0.0194642857142857
"Otu000181",0,0,0
"Otu000182",0,0,0.00797290640394089
"Otu000183",0,0,0.00863226636071464
"Otu000184",0,0,0.000409090909090908
"Otu000185",0,0,0.020713924963925
"Otu000186",0,0,0
"Otu000187",0,0,0.0159348775163716
"Otu000188",0,0,0.00363636363636363
"Otu000189",0,0,0
"Otu000191",0,0,0.00298538961038961
"Otu000192",0,0,0
"Otu000193",0,0,0.00684615384615385
"Otu000194",0,0,0.017639751552795
"Otu000195",0,0,0.000880681818181812
"Otu000196",0,0,0.0145833333333333
"Otu000197",0,0,0.0368248803827751
"Otu000198",0,0,0
"Otu000200",0,0,0.0362732919254658
"Otu000201",0,0,0
"Otu000202",0,0,0.0135983253588517
"Otu000203",0,0,0.0145357142857143
"Otu000204",0,0,0
"Otu000209",0,0,0.018
"Otu000210",0,0,0
"Otu000211",0,0,0
"Otu000212",0,0,0
"Otu000215",0,0,0
"Otu000216",0,0,0.0167142857142857
"Otu000217",0,0,0.000357142857142858
"Otu000218",0,0,0
"Otu000219",0,0,0.0272422254376059
"Otu000220",0,0,0
"Otu000221",0,0,0.006166324903167
"Otu000222",0,0,0
"Otu000223",0,0,0
"Otu000224",0,0,0.000416666666666667
"Otu000225",0,0,0.0178088578088578
"Otu000226",0,0,0.0107258064516129
"Otu000227",0,0,0.00286784154061042
"Otu000228",0,0,0
"Otu000229",0,0,0
"Otu000230",0,0,0.00812270063527804
"Otu000231",0,0,0
"Otu000233",0,0,0.00915591397849463
"Otu000234",0,0,0.002
"Otu000236",0,0,0
"Otu000237",0,0,0
"Otu000238",0,0,0
"Otu000240",0,0,0.0272023809523809
"Otu000241",0,0,0.0142424242424242
"Otu000242",0,0,0.044896761734997
"Otu000243",0,0,0
"Otu000245",0,0,0.0368750498405104
"Otu000246",0,0,0.0210960372960373
"Otu000247",0,0,0
"Otu000248",0,0,0
"Otu000249",0,0,0
"Otu000250",0,0,0.0277777777777778
"Otu000251",0,0,0.003747594997595
"Otu000252",0,0,0.0216813186813187
"Otu000253",0,0,0
"Otu000255",0,0,0
"Otu000258",0,0,0
"Otu000259",0,0,0.0196167823404665
"Otu000260",0,0,0.031977173046252
"Otu000261",0,0,0.0133333333333333
"Otu000262",0,0,0.0377991902834008
"Otu000263",0,0,0
"Otu000265",0,0,0
"Otu000266",0,0,0
"Otu000267",0,0,0.0139583333333333
"Otu000268",0,0,0
"Otu000269",0,0,0
"Otu000270",0,0,0
"Otu000271",0,0,0.041061872909699
"Otu000272",0,0,0.0193862179487179
"Otu000273",0,0,0.0118659673659674
"Otu000274",0,0,0.0102222222222222
"Otu000275",0,0,0.0171428571428571
"Otu000276",0,0,0.0121590909090909
"Otu000277",0,0,0.00683053221288517
"Otu000280",0,0,0.00337256493506494
"Otu000281",0,0,0.0189022556390978
"Otu000282",0,0,0
"Otu000283",0,0,0.0495781992201347
"Otu000284",0,0,0
"Otu000286",0,0,0.0112939312939313
"Otu000287",0,0,0.0186160714285714
"Otu000288",0,0,0
"Otu000291",0,0,0
"Otu000292",0,0,0
"Otu000293",0,0,0.0137727272727273
"Otu000294",0,0,0.018582995951417
"Otu000296",0,0,0
"Otu000297",0,0,0.00338888888888889
"Otu000298",0,0,0
"Otu000300",0,0,0.0142704493087558
"Otu000301",0,0,0.0146442241968558
"Otu000303",0,0,0
"Otu000304",0,0,0
"Otu000305",0,0,0
"Otu000306",0,0,0.0164407894736842
"Otu000307",0,0,0.0184876581751582
"Otu000310",0,0,0.0270833333333333
"Otu000311",0,0,0.018489010989011
"Otu000313",0,0,0
"Otu000314",0,0,0.00808100233100233
"Otu000315",0,0,0.0161666666666667
"Otu000317",0,0,0.00706442577030813
"Otu000318",0,0,0
"Otu000319",0,0,0.0182903280929597
"Otu000320",0,0,0.0167857142857143
"Otu000321",0,0,0
"Otu000322",0,0,0
"Otu000323",0,0,0
"Otu000324",0,0,0
"Otu000325",0,0,0
"Otu000326",0,0,0.000628787878787875
"Otu000327",0,0,0.0170680796283513
"Otu000328",0,0,0.0441817994505494
"Otu000330",0,0,0
"Otu000332",0,0,0.0116017316017316
"Otu000334",0,0,0
"Otu000335",0,0,0
"Otu000337",0,0,0
"Otu000338",0,0,0
"Otu000340",0,0,4.54545454545441e-05
"Otu000342",0,0,0.0511763285024155
"Otu000343",0,0,0
"Otu000344",0,0,0
"Otu000345",0,0,0.0277038027332145
"Otu000347",0,0,0.01525
"Otu000348",0,0,0.017625
"Otu000349",0,0,0.0120119047619048
"Otu000350",0,0,0
"Otu000352",0,0,0
"Otu000353",0,0,0
"Otu000355",0,0,0.0285178571428571
"Otu000356",0,0,0
"Otu000357",0,0,0.005
"Otu000359",0,0,0.00730113636363637
"Otu000360",0,0,0.0180454545454546
"Otu000361",0,0,0.0180084139716493
"Otu000362",0,0,0
"Otu000363",0,0,0.016
"Otu000364",0,0,0.0093125
"Otu000367",0,0,0
"Otu000370",0,0,0
"Otu000372",0,0,0.000515422077922083
"Otu000373",0,0,0
"Otu000374",0,0,0.0124575216450217
"Otu000375",0,0,0.015
"Otu000376",0,0,0.0103462823725982
"Otu000377",0,0,0.0134285714285714
"Otu000379",0,0,0
"Otu000380",0,0,0.0131531954887218
"Otu000381",0,0,0
"Otu000382",0,0,0
"Otu000383",0,0,0.0408140256597607
"Otu000386",0,0,0
"Otu000387",0,0,0
"Otu000388",0,0,0
"Otu000389",0,0,0
"Otu000391",0,0,0
"Otu000393",0,0,0.0332115384615385
"Otu000395",0,0,0.000703689370485037
"Otu000396",0,0,0
"Otu000397",0,0,0.000626086956521736
"Otu000398",0,0,0
"Otu000399",0,0,0.0189568965517241
"Otu000400",0,0,0
"Otu000401",0,0,0
"Otu000402",0,0,0.0261193134351029
"Otu000403",0,0,0.000833333333333335
"Otu000404",0,0,0.0276190476190476
"Otu000406",0,0,0
"Otu000407",0,0,0.00478126293995859
"Otu000408",0,0,0
"Otu000409",0,0,0
"Otu000411",0,0,0
"Otu000412",0,0,0
"Otu000414",0,0,0
"Otu000415",0,0,0
"Otu000416",0,0,0.0103571428571429
"Otu000417",0,0,0
"Otu000419",0,0,0.00450490196078432
"Otu000420",0,0,0.00781221141565969
"Otu000421",0,0,0
"Otu000422",0,0,0.0181507867132867
"Otu000423",0,0,0
"Otu000425",0,0,0
"Otu000427",0,0,0
"Otu000428",0,0,0
"Otu000429",0,0,0
"Otu000430",0,0,0
"Otu000433",0,0,0
"Otu000434",0,0,0.015
"Otu000435",0,0,0
"Otu000439",0,0,0.00249999999999999
"Otu000441",0,0,0.00683566871724766
"Otu000442",0,0,0.0162758458646616
"Otu000443",0,0,0
"Otu000445",0,0,0.0136120401337793
"Otu000447",0,0,0.000178571428571428
"Otu000448",0,0,0.0124930539017226
"Otu000449",0,0,0
"Otu000451",0,0,0
"Otu000460",0,0,0
"Otu000462",0,0,0
"Otu000463",0,0,0.0355869360902256
"Otu000464",0,0,0
"Otu000465",0,0,0
"Otu000466",0,0,0
"Otu000469",0,0,0.0431412337662338
"Otu000470",0,0,0.0190584415584416
"Otu000471",0,0,0
"Otu000473",0,0,0
"Otu000478",0,0,0.0183585858585859
"Otu000480",0,0,0
"Otu000484",0,0,0.0137878787878788
"Otu000486",0,0,0.0189572681704261
"Otu000489",0,0,0
"Otu000491",0,0,0.00927083333333333
"Otu000492",0,0,0
"Otu000494",0,0,0
"Otu000497",0,0,0
"Otu000498",0,0,0
"Otu000499",0,0,0.0187058823529412
"Otu000501",0,0,0
"Otu000503",0,0,0
"Otu000504",0,0,0.019848635235732
"Otu000505",0,0,0.00408114035087719
"Otu000506",0,0,0.003125
"Otu000507",0,0,0
"Otu000508",0,0,0
"Otu000510",0,0,0.0119440493124704
"Otu000512",0,0,0.0194657619925512
"Otu000514",0,0,0.0193725718725719
"Otu000515",0,0,0.0119548199385156
"Otu000516",0,0,0
"Otu000517",0,0,0.00818088161838162
"Otu000518",0,0,0
"Otu000520",0,0,0
"Otu000521",0,0,0
"Otu000522",0,0,0
"Otu000523",0,0,0.0133571428571429
"Otu000524",0,0,0
"Otu000527",0,0,0
"Otu000528",0,0,0.00106776556776557
"Otu000529",0,0,0
"Otu000532",0,0,0
"Otu000533",0,0,0
"Otu000534",0,0,0.0189605263157895
"Otu000535",0,0,0
"Otu000536",0,0,0.0168231239864367
"Otu000537",0,0,0.0134277005674064
"Otu000538",0,0,0
"Otu000540",0,0,0
"Otu000541",0,0,0
"Otu000542",0,0,0
"Otu000543",0,0,0.0150996240601504
"Otu000545",0,0,0.00396008403361345
"Otu000546",0,0,0.00863501082251082
"Otu000547",0,0,0.003
"Otu000549",0,0,0
"Otu000552",0,0,0
"Otu000554",0,0,0.0230888888888889
"Otu000557",0,0,0.000666666666666668
"Otu000558",0,0,0
"Otu000559",0,0,0
"Otu000561",0,0,0
"Otu000563",0,0,0
"Otu000564",0,0,0.00148739495798319
"Otu000565",0,0,0
"Otu000566",0,0,0
"Otu000567",0,0,0
"Otu000568",0,0,0
"Otu000569",0,0,0.0133292624521073
"Otu000570",0,0,0.0189035087719298
"Otu000571",0,0,0
"Otu000572",0,0,0.0179166666666667
"Otu000574",0,0,0.029083020827503
"Otu000576",0,0,0
"Otu000577",0,0,0.0174725274725275
"Otu000579",0,0,0
"Otu000580",0,0,0
"Otu000581",0,0,0
"Otu000582",0,0,0
"Otu000586",0,0,0.01875
"Otu000587",0,0,0
"Otu000588",0,0,0
"Otu000589",0,0,0.0277863504916137
"Otu000590",0,0,0.015
"Otu000591",0,0,0
"Otu000592",0,0,0
"Otu000593",0,0,0
"Otu000594",0,0,0
"Otu000595",0,0,0
"Otu000597",0,0,0
"Otu000598",0,0,0
"Otu000600",0,0,0
"Otu000601",0,0,0
"Otu000604",0,0,0.0118928571428571
"Otu000605",0,0,0.0185952380952381
"Otu000606",0,0,0
"Otu000608",0,0,0.00766731366459627
"Otu000609",0,0,0
"Otu000610",0,0,0.00257142857142857
"Otu000612",0,0,0
"Otu000614",0,0,0
"Otu000615",0,0,0.00272527472527473
"Otu000616",0,0,0
"Otu000617",0,0,0
"Otu000618",0,0,0
"Otu000620",0,0,0
"Otu000621",0,0,0
"Otu000622",0,0,0
"Otu000627",0,0,0.0015
"Otu000628",0,0,0
"Otu000630",0,0,0.00407142857142857
"Otu000631",0,0,0
"Otu000633",0,0,0
"Otu000634",0,0,0.0187368421052632
"Otu000637",0,0,0
"Otu000645",0,0,0.00540926640926641
"Otu000646",0,0,0
"Otu000648",0,0,0
"Otu000650",0,0,0.0355555555555556
"Otu000653",0,0,0.00392857142857143
"Otu000654",0,0,0.00971395881006863
"Otu000655",0,0,0
"Otu000657",0,0,0
"Otu000659",0,0,0.0103809523809524
"Otu000660",0,0,0.0205238095238095
"Otu000661",0,0,0
"Otu000662",0,0,0
"Otu000665",0,0,0.0185683760683761
"Otu000668",0,0,0.000661764705882355
"Otu000670",0,0,0
"Otu000672",0,0,0.0142613636363636
"Otu000675",0,0,0.00605798699064953
"Otu000676",0,0,0.00413636363636364
"Otu000678",0,0,0
"Otu000679",0,0,0
"Otu000680",0,0,0.00859367167919801
"Otu000681",0,0,0
"Otu000683",0,0,0.00349780219780222
"Otu000685",0,0,0
"Otu000686",0,0,0
"Otu000687",0,0,0
"Otu000688",0,0,0
"Otu000691",0,0,0
"Otu000692",0,0,0
"Otu000693",0,0,0
"Otu000695",0,0,0.0186378205128205
"Otu000696",0,0,0
"Otu000697",0,0,0
"Otu000698",0,0,0
"Otu000700",0,0,0.00229166666666667
"Otu000701",0,0,0
"Otu000703",0,0,0
"Otu000704",0,0,0.0288333333333333
"Otu000705",0,0,0
"Otu000708",0,0,0
"Otu000709",0,0,0
"Otu000710",0,0,0.0102614379084967
"Otu000712",0,0,0.0127272727272727
"Otu000713",0,0,0
"Otu000714",0,0,0
"Otu000716",0,0,0.00384559068382598
"Otu000717",0,0,0
"Otu000718",0,0,0
"Otu000719",0,0,0
"Otu000720",0,0,0
"Otu000721",0,0,0
"Otu000722",0,0,0
"Otu000723",0,0,0.0180792891319207
"Otu000725",0,0,0
"Otu000729",0,0,0.0182792207792208
"Otu000731",0,0,0.0104270186335404
"Otu000733",0,0,0.0344178756026582
"Otu000734",0,0,0
"Otu000736",0,0,0
"Otu000738",0,0,0
"Otu000740",0,0,0.00152539682539683
"Otu000741",0,0,0
"Otu000742",0,0,0
"Otu000745",0,0,0
"Otu000748",0,0,0
"Otu000749",0,0,0
"Otu000750",0,0,0
"Otu000756",0,0,0.0165357142857143
"Otu000757",0,0,0.00877895997108522
"Otu000759",0,0,0
"Otu000760",0,0,0
"Otu000761",0,0,0
"Otu000762",0,0,0
"Otu000764",0,0,0
"Otu000765",0,0,0.0181324557795146
"Otu000768",0,0,0.00126041666666667
"Otu000769",0,0,0
"Otu000770",0,0,0
"Otu000771",0,0,0.0158323232323232
"Otu000773",0,0,0
"Otu000778",0,0,0
"Otu000780",0,0,0.000727272727272728
"Otu000781",0,0,0
"Otu000783",0,0,0
"Otu000785",0,0,0
"Otu000786",0,0,0.0103476084538376
"Otu000790",0,0,0
"Otu000794",0,0,0
"Otu000795",0,0,0.01875
"Otu000797",0,0,0
"Otu000799",0,0,0.0347461914975527
"Otu000800",0,0,0
"Otu000801",0,0,0
"Otu000802",0,0,0.015164673046252
"Otu000804",0,0,0
"Otu000805",0,0,0
"Otu000808",0,0,0.015
"Otu000811",0,0,0
"Otu000812",0,0,0
"Otu000815",0,0,0.0188888888888889
"Otu000817",0,0,0
"Otu000819",0,0,0
"Otu000822",0,0,0
"Otu000823",0,0,0
"Otu000825",0,0,0
"Otu000826",0,0,0
"Otu000827",0,0,0
"Otu000829",0,0,0
"Otu000830",0,0,0.00158596096096095
"Otu000832",0,0,0
"Otu000833",0,0,0.0164082792207792
"Otu000837",0,0,0
"Otu000838",0,0,0
"Otu000839",0,0,0.0189852941176471
"Otu000840",0,0,0.0257739938080495
"Otu000844",0,0,0
"Otu000845",0,0,0.0187683823529412
"Otu000846",0,0,0
"Otu000848",0,0,0
"Otu000850",0,0,0
"Otu000851",0,0,0
"Otu000852",0,0,0
"Otu000853",0,0,0
"Otu000856",0,0,0
"Otu000857",0,0,0
"Otu000859",0,0,0
"Otu000860",0,0,0
"Otu000863",0,0,0.0338461538461539
"Otu000865",0,0,0
"Otu000866",0,0,0.00777269027269028
"Otu000869",0,0,0.0113690476190476
"Otu000872",0,0,0
"Otu000873",0,0,0
"Otu000874",0,0,0
"Otu000875",0,0,0.00960526315789473
"Otu000877",0,0,0.000666666666666668
"Otu000878",0,0,0.0139404761904762
"Otu000880",0,0,0.000766997708174182
"Otu000883",0,0,0
"Otu000884",0,0,0
"Otu000886",0,0,0
"Otu000887",0,0,0
"Otu000889",0,0,0
"Otu000892",0,0,0.0138539178484066
"Otu000893",0,0,0.0113307692307692
"Otu000894",0,0,0
"Otu000896",0,0,0
"Otu000897",0,0,0.0154849527665317
"Otu000900",0,0,0
"Otu000901",0,0,0.0345606060606061
"Otu000903",0,0,0
"Otu000906",0,0,0
"Otu000907",0,0,0
"Otu000908",0,0,0.0139204545454545
"Otu000909",0,0,0
"Otu000911",0,0,0.0105959752321981
"Otu000912",0,0,0
"Otu000917",0,0,0
"Otu000918",0,0,0.0179166666666667
"Otu000925",0,0,0
"Otu000926",0,0,0
"Otu000928",0,0,0
"Otu000931",0,0,0.00303846153846154
"Otu000933",0,0,0.0343756157635468
"Otu000934",0,0,0.0184615384615385
"Otu000935",0,0,0
"Otu000936",0,0,0
"Otu000939",0,0,0
"Otu000941",0,0,0
"Otu000943",0,0,0.0114090909090909
"Otu000946",0,0,0
"Otu000952",0,0,0
"Otu000953",0,0,0.0184375
"Otu000958",0,0,0.01525
"Otu000960",0,0,0
"Otu000961",0,0,0.00645620555914675
"Otu000963",0,0,0.00225
"Otu000964",0,0,0.00708397337429596
"Otu000966",0,0,0
"Otu000970",0,0,0.0313652007389859
"Otu000971",0,0,0
"Otu000975",0,0,0
"Otu000980",0,0,0
"Otu000981",0,0,0.012525641025641
"Otu000984",0,0,0
"Otu000990",0,0,0.0188888888888889
"Otu000991",0,0,0
"Otu000994",0,0,0.01
"Otu000997",0,0,0
"Otu001001",0,0,0
"Otu001003",0,0,0
"Otu001004",0,0,0
"Otu001005",0,0,0
"Otu001008",0,0,0
"Otu001009",0,0,0
"Otu001010",0,0,0
"Otu001011",0,0,0.0311111111111111
"Otu001012",0,0,0
"Otu001014",0,0,0
"Otu001016",0,0,0.0087202380952381
"Otu001017",0,0,0
"Otu001022",0,0,0.00655073770398847
"Otu001023",0,0,0
"Otu001024",0,0,0
"Otu001026",0,0,0
"Otu001027",0,0,0.00753046953046953
"Otu001028",0,0,0.0165990802675585
"Otu001030",0,0,0
"Otu001035",0,0,0
"Otu001036",0,0,0.0153214285714286
"Otu001041",0,0,0
"Otu001043",0,0,0
"Otu001045",0,0,0.00215416666666667
"Otu001047",0,0,0
"Otu001049",0,0,0
"Otu001051",0,0,0
"Otu001053",0,0,0
"Otu001055",0,0,0
