"Overall","Variable","run"
0.304608633065384,"Otu000001",1
0,"Otu000002",1
0,"Otu000003",1
0.0373333333333333,"Otu000004",1
0.0366666666666667,"Otu000005",1
0.19021978021978,"Otu000006",1
0.0355555555555556,"Otu000007",1
0.0166666666666667,"Otu000008",1
0.239640314071893,"Otu000009",1
0,"Otu000010",1
0,"Otu000011",1
0.0188235294117647,"Otu000012",1
0,"Otu000013",1
0,"Otu000014",1
0.105019138755981,"Otu000015",1
0.102750995134896,"Otu000016",1
0.0924274322169059,"Otu000017",1
0.019047619047619,"Otu000018",1
0,"Otu000019",1
0.0184615384615385,"Otu000020",1
0.164696193025989,"Otu000021",1
0,"Otu000022",1
0.0363636363636364,"Otu000023",1
0.016,"Otu000025",1
0,"Otu000026",1
0,"Otu000027",1
0,"Otu000028",1
0.0899439775910364,"Otu000029",1
0,"Otu000030",1
0.204595454545455,"Otu000031",1
0.035,"Otu000032",1
0,"Otu000034",1
0,"Otu000036",1
0,"Otu000037",1
0,"Otu000038",1
0.152909904740568,"Otu000039",1
0.14047029338051,"Otu000040",1
0.13989690134427,"Otu000041",1
0.01875,"Otu000042",1
0.0845833333333333,"Otu000043",1
0,"Otu000044",1
0.083859649122807,"Otu000045",1
0,"Otu000046",1
0.0635586206896551,"Otu000047",1
0,"Otu000048",1
0.154177666760484,"Otu000049",1
0.0189473684210526,"Otu000050",1
0.0718367658276125,"Otu000055",1
0.045,"Otu000058",1
0.0188888888888889,"Otu000059",1
0,"Otu000061",1
0,"Otu000062",1
0.146546944283786,"Otu000063",1
0.0235897435897436,"Otu000064",1
0.0166666666666667,"Otu000065",1
0.0190909090909091,"Otu000067",1
0.0190909090909091,"Otu000068",1
0,"Otu000069",1
0,"Otu000070",1
0,"Otu000072",1
0.118905502392344,"Otu000073",1
0,"Otu000074",1
0,"Otu000075",1
0,"Otu000076",1
0.0357894736842105,"Otu000077",1
0.0512,"Otu000078",1
0,"Otu000079",1
0,"Otu000081",1
0,"Otu000082",1
0,"Otu000083",1
0.0514285714285714,"Otu000084",1
0,"Otu000085",1
0,"Otu000086",1
0,"Otu000087",1
0.768543800520622,"Otu000088",1
0.0186666666666667,"Otu000089",1
0.0779220779220779,"Otu000090",1
0,"Otu000091",1
0,"Otu000092",1
0,"Otu000093",1
0,"Otu000095",1
0.139575168690958,"Otu000096",1
0,"Otu000097",1
0,"Otu000098",1
0,"Otu000099",1
0,"Otu000101",1
0,"Otu000102",1
0,"Otu000105",1
0,"Otu000106",1
0,"Otu000107",1
0.780644007386295,"Otu000108",1
0.120397633555528,"Otu000109",1
0.269610464829438,"Otu000110",1
0,"Otu000111",1
0,"Otu000112",1
0,"Otu000113",1
0,"Otu000114",1
0,"Otu000115",1
0,"Otu000116",1
0.0773391812865497,"Otu000117",1
0.0550095238095238,"Otu000118",1
0.100056022408964,"Otu000119",1
0,"Otu000120",1
0,"Otu000121",1
0,"Otu000122",1
0,"Otu000123",1
0,"Otu000124",1
0,"Otu000125",1
0,"Otu000127",1
0,"Otu000128",1
0.0184615384615385,"Otu000129",1
