"","mtry","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","test_auc","run","auc_type"
"1","696","0.5412284144427","0.916098901098901","0.0977678571428571","0.127233818758393","0.0784805410565414","0.108109682752142","0.624183006535948","run_60","best"
"2","696","0.662431318681319","0.929010989010989","0.204285714285714","0.123310112136656","0.0713709057550035","0.138223952111563","0.411764705882353","run_64","worse"
"3","696","0.540374677002584",NA,NA,NA,NA,NA,NA,NA,"full"
