"ROC","Sens","Spec","ROCSD","SensSD","SpecSD","run","best_mtry"
0.752031887755102,0.305686813186813,0.955738095238095,0.0787848228261743,0.119069860832201,0.0447968366291139,"run_1",2
0.724373528257457,0.235412087912088,0.936857142857143,0.086463799591758,0.106822694286568,0.053472475146436,"run_2",2
0.729886872056515,0.43228021978022,0.812023809523809,0.0842195002621266,0.128119564375451,0.100029835793433,"run_3",54
0.7371852433281,0.270796703296703,0.936071428571429,0.0857103196105443,0.10513971331616,0.0567731268747861,"run_4",2
0.736626242804814,0.42293956043956,0.857202380952381,0.0836514919001915,0.126276276587676,0.0803698043785767,"run_5",28
0.715151360544218,0.231868131868132,0.931654761904762,0.0908385124932424,0.0989455726144845,0.0596597144368042,"run_6",2
0.691837486917844,0.16010989010989,0.927154761904762,0.0833395850731987,0.0977656767664369,0.0599926961734617,"run_7",2
0.744930860805861,0.27293956043956,0.934571428571429,0.0851358563777776,0.109646781099254,0.060694146681742,"run_8",2
0.707312140240712,0.244285714285714,0.911916666666667,0.081801307770932,0.103816121171122,0.0668196794181045,"run_9",2
0.746577282836211,0.278461538461538,0.924952380952381,0.0879021216960646,0.120514311530886,0.0632188646496754,"run_10",2
0.70066804029304,0.243983516483516,0.931083333333333,0.0898423441098309,0.114161422316926,0.0628973190126442,"run_11",2
0.702828754578755,0.224697802197802,0.928428571428571,0.0874543771490009,0.108191911067998,0.0601915832830175,"run_12",2
0.711400150444793,0.194697802197802,0.939035714285714,0.0869347730370425,0.0998120068711152,0.0547761550692041,"run_13",2
0.758331338304553,0.254505494505494,0.936833333333333,0.0755449057749628,0.106907391657605,0.0581161184276284,"run_14",2
0.715760138670853,0.216703296703297,0.945630952380952,0.0888289781664888,0.0991426113465678,0.0547355125910879,"run_15",2
0.711832025117739,0.384120879120879,0.832488095238095,0.076099195458396,0.126870468462231,0.0795233357749901,"run_16",54
0.748212617739404,0.261675824175824,0.946785714285714,0.08653374618761,0.113790514924943,0.050133852671813,"run_17",2
0.698373757195186,0.225576923076923,0.93452380952381,0.0887774109215575,0.115055049616456,0.0564713878934397,"run_18",2
0.694628270538985,0.195851648351648,0.933511904761905,0.0827997030458463,0.0993417293975991,0.0582003810348524,"run_19",2
0.692113847462062,0.208489010989011,0.922880952380952,0.0845559472741697,0.0944366315843213,0.0618775088647373,"run_20",2
0.694647010727368,0.209752747252747,0.905464285714286,0.0941504647842094,0.109260771061545,0.0749566576373491,"run_21",2
0.717779827315542,0.245137362637363,0.920630952380952,0.0875695813909491,0.110573661636203,0.0609013968073948,"run_22",2
0.743572802197802,0.332005494505494,0.902714285714286,0.0867367514670235,0.123763200369097,0.0669004379088439,"run_23",2
0.734311355311355,0.426263736263736,0.831857142857143,0.0730453260586707,0.129817471416991,0.0847095401674214,"run_24",28
0.724470041862899,0.397912087912088,0.863166666666667,0.084357093880683,0.139544067917478,0.0852958031541496,"run_25",28
0.706292288069074,0.249148351648352,0.914654761904762,0.0908412837008429,0.109305415483934,0.0639888377336622,"run_26",2
0.738059948979592,0.226208791208791,0.948035714285714,0.0804905326985868,0.105137884419762,0.0557077495485984,"run_27",2
0.724173371271586,0.233846153846154,0.935785714285714,0.0856033372957442,0.111752727379345,0.0537137695799817,"run_28",2
0.713086636577708,0.392994505494505,0.841892857142857,0.0876087467681603,0.137445927037618,0.08499039511308,"run_29",28
0.721201497906855,0.251483516483516,0.937011904761905,0.0895415930658364,0.111081549866999,0.0577339401706497,"run_30",2
0.717023057299843,0.24793956043956,0.918595238095238,0.0879356526938058,0.113052859465367,0.0613079771060624,"run_31",2
0.737321690214547,0.252857142857143,0.940214285714286,0.0924469037249107,0.11639711020519,0.0532610000294344,"run_32",2
0.739901197017268,0.237967032967033,0.932071428571429,0.0871976594137915,0.113524832937597,0.0597899815734845,"run_33",2
0.729495911826269,0.276510989010989,0.932190476190476,0.0849823928122571,0.120887827311092,0.0532557421093444,"run_34",2
0.724364730507588,0.373296703296703,0.857559523809524,0.0887437006247086,0.124293077133181,0.0807933200431132,"run_35",28
0.696497448979592,0.22010989010989,0.937023809523809,0.0863076109723425,0.095577447688415,0.0574985688147178,"run_36",2
0.701865319204605,0.199368131868132,0.930166666666667,0.0815992870794672,0.105801367112774,0.0612418301959112,"run_37",2
0.713735609628467,0.216950549450549,0.927380952380952,0.0843154438292279,0.10552656556647,0.0574863053601241,"run_38",2
0.725280383307169,0.272362637362637,0.934345238095238,0.0852537445749667,0.108549039895098,0.055449421603656,"run_39",2
