"ROC","Sens","Spec","ROCSD","SensSD","SpecSD","run","best_mtry"
0.829166666666667,0.783333333333333,0.733333333333333,0.226052067093042,0.236356082068696,0.438853725736256,"run_1",2
0.833333333333333,0.65,0.716666666666667,0.204124145231932,0.411636301174282,0.342917763600244,"run_2",2
0.7875,0.65,0.666666666666667,0.155220373010539,0.253980654459166,0.235702260395516,"run_3",6
0.786111111111111,0.683333333333333,0.75,0.228330404595077,0.22838671990105,0.274985970461435,"run_4",2
0.733333333333333,0.683333333333333,0.75,0.265855246977898,0.22838671990105,0.274985970461435,"run_5",2
0.783333333333333,0.666666666666667,0.566666666666667,0.249072353016221,0.333333333333333,0.285449612859225,"run_6",2
0.802777777777778,0.733333333333333,0.683333333333333,0.196614870768738,0.23830678432808,0.363878286529174,"run_7",2
0.779166666666667,0.616666666666667,0.683333333333333,0.267915190653154,0.314760343871451,0.328201233060932,"run_8",10
0.852777777777778,0.733333333333333,0.7,0.173249623661252,0.438853725736256,0.34960294939005,"run_9",2
0.745833333333333,0.716666666666667,0.716666666666667,0.211959188361496,0.249072353016221,0.342917763600244,"run_10",2
0.7375,0.583333333333333,0.616666666666667,0.211594840540146,0.285989726138528,0.458459578572839,"run_11",6
0.716666666666667,0.666666666666667,0.683333333333333,0.2330686329267,0.333333333333333,0.22838671990105,"run_12",2
0.816666666666667,0.766666666666667,0.7,0.195631298462878,0.344265186329548,0.358322566591047,"run_13",2
0.833333333333333,0.616666666666667,0.683333333333333,0.222222222222222,0.393229741537475,0.22838671990105,"run_14",2
0.7375,0.666666666666667,0.716666666666667,0.211594840540146,0.333333333333333,0.342917763600244,"run_15",2
0.9,0.7,0.616666666666667,0.179161283295523,0.358322566591047,0.393229741537475,"run_16",2
0.755555555555556,0.683333333333333,0.683333333333333,0.222915584974876,0.22838671990105,0.433546955891704,"run_17",2
0.813888888888889,0.7,0.783333333333333,0.221468629628363,0.358322566591047,0.236356082068696,"run_18",2
0.791666666666667,0.583333333333333,0.666666666666667,0.261317885030928,0.439205230578942,0.293972367896066,"run_19",2
0.866666666666667,0.733333333333333,0.666666666666667,0.185092569432863,0.370185138865726,0.376796110173626,"run_20",2
0.741666666666667,0.65,0.65,0.237170824512628,0.337474278855276,0.411636301174282,"run_21",6
0.761111111111111,0.783333333333333,0.616666666666667,0.213244580303478,0.283823106098773,0.393229741537475,"run_22",2
0.747222222222222,0.733333333333333,0.733333333333333,0.226974645526619,0.23830678432808,0.370185138865726,"run_23",2
0.791666666666667,0.65,0.7,0.249227200623977,0.337474278855276,0.269887951144247,"run_24",10
0.825,0.65,0.616666666666667,0.205818150587141,0.411636301174282,0.430689943184762,"run_25",2
0.766666666666667,0.65,0.65,0.224982852570184,0.253980654459166,0.346499247322504,"run_26",2
0.751388888888889,0.766666666666667,0.65,0.210375790553544,0.250924217569694,0.253980654459166,"run_27",2
0.75,0.633333333333333,0.616666666666667,0.222222222222222,0.312299318279004,0.360469515500185,"run_28",2
0.870833333333333,0.683333333333333,0.866666666666667,0.147575571768217,0.22838671990105,0.219426862868128,"run_29",2
0.691666666666667,0.683333333333333,0.733333333333333,0.286124595151513,0.328201233060932,0.335180069533297,"run_30",2
0.741666666666667,0.566666666666667,0.6,0.213184265048332,0.285449612859225,0.325841739969226,"run_31",2
0.813888888888889,0.65,0.8,0.329725849460532,0.411636301174282,0.269887951144247,"run_32",10
0.879166666666667,0.733333333333333,0.75,0.142250973656326,0.370185138865726,0.353553390593274,"run_33",2
0.754166666666667,0.7,0.766666666666667,0.250346981429997,0.269887951144247,0.250924217569694,"run_34",2
0.831944444444444,0.7,0.733333333333333,0.184309271083707,0.269887951144247,0.285449612859225,"run_35",2
0.780555555555556,0.766666666666667,0.65,0.224696869420942,0.250924217569694,0.346499247322504,"run_36",2
0.808333333333333,0.716666666666667,0.65,0.25775023799249,0.342917763600244,0.253980654459166,"run_37",2
0.8,0.7,0.783333333333333,0.258198889747161,0.421637021355784,0.236356082068696,"run_38",2
0.775,0.616666666666667,0.683333333333333,0.277916631961795,0.360469515500185,0.27722166555277,"run_39",10
0.745833333333333,0.633333333333333,0.633333333333333,0.227752369856624,0.34960294939005,0.391262596925756,"run_40",10
0.833333333333333,0.7,0.65,0.222222222222222,0.42889464590264,0.253980654459166,"run_41",2
0.7875,0.766666666666667,0.766666666666667,0.263852336649793,0.250924217569694,0.250924217569694,"run_42",2
0.783333333333333,0.7,0.633333333333333,0.219426862868128,0.358322566591047,0.34960294939005,"run_43",2
0.808333333333333,0.683333333333333,0.616666666666667,0.222395765569423,0.328201233060932,0.393229741537475,"run_44",6
0.858333333333333,0.7,0.633333333333333,0.171458881800122,0.421637021355784,0.391262596925756,"run_45",2
0.779166666666667,0.716666666666667,0.7,0.207916249164577,0.342917763600244,0.358322566591047,"run_46",2
0.786111111111111,0.7,0.583333333333333,0.1422735729056,0.258198889747161,0.32631500345752,"run_47",2
0.7625,0.583333333333333,0.65,0.251576817417123,0.32631500345752,0.346499247322504,"run_48",10
0.816666666666667,0.733333333333333,0.866666666666667,0.253980654459166,0.370185138865726,0.219426862868128,"run_49",2
0.8,0.733333333333333,0.783333333333333,0.167590034766648,0.23830678432808,0.236356082068696,"run_50",2
0.808333333333333,0.583333333333333,0.716666666666667,0.319263233626547,0.370601779559065,0.416110740246089,"run_51",6
0.75,0.566666666666667,0.716666666666667,0.238953479640073,0.438853725736256,0.249072353016221,"run_52",2
0.691666666666667,0.533333333333333,0.65,0.272307242958944,0.375154289247425,0.241522945769824,"run_53",2
0.725,0.65,0.6,0.324060846290886,0.337474278855276,0.325841739969226,"run_54",2
0.758333333333333,0.616666666666667,0.75,0.237170824512628,0.208610926172429,0.274985970461435,"run_55",2
