"NMDS1","NMDS2","samples"
-0.102060714404368,-0.260733238017914,"initial"
-0.0644928078316514,-0.154444202797586,"initial"
0.0572484002583532,-0.0415431774575271,"initial"
-0.0772243053891823,-0.021859004221536,"initial"
0.259078516540028,0.0780619885944206,"initial"
-0.144683258573769,-0.195087609925413,"initial"
0.285399127788126,-0.0497097935768821,"initial"
0.345701841813364,0.144546051739912,"initial"
-0.380513108435627,0.174800667243344,"initial"
-0.0910505174851293,-0.0933643437387055,"initial"
-0.0942520790492883,0.00323777607475517,"initial"
0.102044394247989,-0.29130701170694,"initial"
0.268076579676663,0.406496112934953,"initial"
0.128728435726751,0.143710703019202,"initial"
-0.190523786616,-0.0305362116610018,"initial"
0.295108919109819,0.0573638328458878,"initial"
0.448658810502843,-0.121925640232509,"initial"
0.268471726089389,-0.277058412992854,"initial"
-0.273852940375054,-0.237178058528083,"initial"
0.00831488565892392,-0.316374317049956,"follow_up"
-0.00122015471557656,-0.0992427716862301,"follow_up"
-0.0719438085385519,0.275327923950752,"follow_up"
0.104590961657982,-0.000493703729135836,"follow_up"
0.223263183804307,0.131891333054375,"follow_up"
-0.0225986296572146,0.362566594376538,"follow_up"
-0.460136063162466,0.0568976850240452,"follow_up"
-0.381823517590704,0.410691141258011,"follow_up"
-0.168021281266705,0.152906613947012,"follow_up"
-0.218627908466193,-0.230355831926355,"follow_up"
0.150868096750388,0.0258310029519228,"follow_up"
-0.257804175403172,-0.0895098155820671,"follow_up"
0.0350691909495881,-0.00700290477015546,"follow_up"
-0.0456283341924235,0.13079556576797,"follow_up"
-0.207828176607741,-0.0152052574567133,"follow_up"
0.0570452228254553,0.0929215108902964,"follow_up"
0.131326162664131,0.192008899744902,"follow_up"
0.0911756984159426,-0.15412578300774,"follow_up"
-0.00588458671922447,-0.152998313352995,"follow_up"
