"otu","variable","value"
"Otu000037","run_6",1.62762577950978
"Otu000015","run_7",5.01396590902521
"Otu000009","run_7",3.5646867312847
"Otu000003","run_7",2.81414432230796
"Otu000013","run_7",1.98301091734483
"Otu000001","run_7",2.39718275345458
"Otu000040","run_7",1.81523026465759
"Otu000010","run_7",2.51423485213337
"Otu000083","run_7",2.05736322758556
"Otu000018","run_7",1.79982078316757
"Otu000037","run_7",1.61843716211556
"Otu000015","run_8",4.48264924700595
"Otu000009","run_8",3.59948973554042
"Otu000003","run_8",2.09619331725304
"Otu000013","run_8",2.61658172511251
"Otu000001","run_8",2.5358171704997
"Otu000040","run_8",1.8238894197944
"Otu000010","run_8",2.4596934319568
"Otu000083","run_8",2.37810801980624
"Otu000018","run_8",1.79456072493759
"Otu000037","run_8",1.73917105424719
"Otu000015","run_9",4.38142508228042
"Otu000009","run_9",3.9925155041374
"Otu000003","run_9",2.7144820562124
"Otu000013","run_9",3.03304373539407
"Otu000001","run_9",2.42423600451628
"Otu000040","run_9",2.13227537898742
"Otu000010","run_9",1.85284944184032
"Otu000083","run_9",1.98665013115461
"Otu000018","run_9",1.45925314682785
"Otu000037","run_9",1.51596182634152
"Otu000015","run_10",5.23915763637935
"Otu000009","run_10",3.48983430038943
"Otu000003","run_10",2.76562133950895
"Otu000013","run_10",1.94763318498231
"Otu000001","run_10",2.88776715695162
"Otu000040","run_10",2.28482187031507
"Otu000010","run_10",1.81859161286766
"Otu000083","run_10",1.94847829161706
"Otu000018","run_10",1.80518384094043
"Otu000037","run_10",1.32675691989427
"Otu000015","run_11",3.84678198914576
"Otu000009","run_11",3.65256537749406
"Otu000003","run_11",3.32133592095883
"Otu000013","run_11",2.3288675077935
"Otu000001","run_11",2.17300610281154
"Otu000040","run_11",2.69129350907294
"Otu000010","run_11",2.08070578381813
"Otu000083","run_11",2.04450341472212
"Otu000018","run_11",1.6759844055005
"Otu000037","run_11",1.64187906560569
"Otu000015","run_12",4.21988916630433
"Otu000009","run_12",3.50477859611788
"Otu000003","run_12",3.30300257273275
"Otu000013","run_12",2.65126788576065
"Otu000001","run_12",2.05188429857086
"Otu000040","run_12",2.36777084031975
"Otu000010","run_12",2.33879888148832
"Otu000083","run_12",2.18173732993158
"Otu000018","run_12",1.59131263765688
"Otu000037","run_12",1.29840394496314
"Otu000015","run_13",3.91940931323489
"Otu000009","run_13",3.39781171451398
"Otu000003","run_13",2.37396448580537
"Otu000013","run_13",2.725441254057
"Otu000001","run_13",2.41020208825989
"Otu000040","run_13",2.35194651610199
"Otu000010","run_13",1.80295675138967
"Otu000083","run_13",2.50051677901466
"Otu000018","run_13",2.1658852396055
"Otu000037","run_13",1.75840431955551
"Otu000015","run_14",5.28919519160141
"Otu000009","run_14",3.98658200269086
"Otu000003","run_14",2.9615402683522
"Otu000013","run_14",2.07486150212279
"Otu000001","run_14",1.90156966226357
"Otu000040","run_14",2.15670319175149
"Otu000010","run_14",1.88291845751088
"Otu000083","run_14",2.10903383351558
"Otu000018","run_14",1.36680523695893
"Otu000037","run_14",1.77540603784766
"Otu000015","run_15",3.95889728549905
"Otu000009","run_15",3.72307070453352
"Otu000003","run_15",2.50700106009104
"Otu000013","run_15",2.97998100601967
"Otu000001","run_15",2.07132985234518
"Otu000040","run_15",1.91377235268416
"Otu000010","run_15",2.02097875823483
"Otu000083","run_15",2.29962751583829
"Otu000018","run_15",2.0145843335798
"Otu000037","run_15",1.82191097732831
"Otu000015","run_16",3.44670978446073
"Otu000009","run_16",2.81599016526197
"Otu000003","run_16",3.14790317683924
"Otu000013","run_16",2.19722272898818
"Otu000001","run_16",3.20155691664409
"Otu000040","run_16",2.67342675782514
"Otu000010","run_16",2.1613036430837
"Otu000083","run_16",1.9878085994729
"Otu000018","run_16",2.04801755077603
"Otu000037","run_16",1.81736836895571
"Otu000015","run_17",4.38562588673051
"Otu000009","run_17",3.27771634192874
"Otu000003","run_17",2.89106037382863
"Otu000013","run_17",2.34001037666094
"Otu000001","run_17",2.60143306395728
"Otu000040","run_17",2.19766145671633
"Otu000010","run_17",2.08420819579984
"Otu000083","run_17",2.24861580251748
"Otu000018","run_17",1.84459234166603
"Otu000037","run_17",1.59215308327114
"Otu000015","run_18",3.50884197491791
"Otu000009","run_18",3.22135132898801
"Otu000003","run_18",2.38441340100855
"Otu000013","run_18",2.41105028170933
"Otu000001","run_18",2.47326820672728
"Otu000040","run_18",2.54898866384086
"Otu000010","run_18",2.81483528522984
"Otu000083","run_18",2.0944377439092
"Otu000018","run_18",2.07578711588196
"Otu000037","run_18",1.98894907471014
"Otu000015","run_19",3.38884002463439
"Otu000009","run_19",2.87241976189403
"Otu000003","run_19",2.3838757124691
"Otu000013","run_19",2.69870390384231
"Otu000001","run_19",2.6692653866974
"Otu000040","run_19",2.60218237584174
"Otu000010","run_19",2.45047240568121
"Otu000083","run_19",2.19577334143192
"Otu000018","run_19",2.04632019723723
"Otu000037","run_19",2.15842894155273
"Otu000015","run_20",4.15970291454835
"Otu000009","run_20",3.9917543692755
"Otu000003","run_20",2.44990719741771
"Otu000013","run_20",2.83663170849557
"Otu000001","run_20",1.847893653963
"Otu000040","run_20",2.47893637544731
"Otu000010","run_20",2.42967119497052
"Otu000083","run_20",1.9636487178383
"Otu000018","run_20",1.83269302737966
"Otu000037","run_20",1.55300699451023
"Otu000015","run_21",5.40573976075344
"Otu000009","run_21",3.56898733288555
"Otu000003","run_21",2.38014318027506
"Otu000013","run_21",2.26337122259473
"Otu000001","run_21",2.48799983101235
"Otu000040","run_21",2.33181197269072
"Otu000010","run_21",2.25120989493095
"Otu000083","run_21",1.88982832475368
"Otu000018","run_21",1.75111249725296
"Otu000037","run_21",1.28171905977362
"Otu000015","run_22",3.75069415196473
"Otu000009","run_22",3.35014121527068
"Otu000003","run_22",2.46548504750121
"Otu000013","run_22",2.79349525149982
"Otu000001","run_22",2.03030474983196
"Otu000040","run_22",2.11053576334886
"Otu000010","run_22",2.91619445882803
"Otu000083","run_22",2.39402996321331
"Otu000018","run_22",1.8015734507365
"Otu000037","run_22",1.85677671703568
"Otu000015","run_23",4.69271605210529
"Otu000009","run_23",3.44968937093864
"Otu000003","run_23",3.10391817940099
"Otu000013","run_23",1.7886087314463
"Otu000001","run_23",2.5158945804457
"Otu000040","run_23",2.17503173134774
"Otu000010","run_23",1.9016207153054
"Otu000083","run_23",2.11138700985711
"Otu000018","run_23",1.93126788030485
"Otu000037","run_23",1.85448113346335
"Otu000015","run_24",3.11012413460119
"Otu000009","run_24",2.92410216176422
"Otu000003","run_24",2.89159288551144
"Otu000013","run_24",2.61045527523778
"Otu000001","run_24",2.78410225251823
"Otu000040","run_24",2.60352650149188
"Otu000010","run_24",2.36257755140837
"Otu000083","run_24",1.86823849940883
"Otu000018","run_24",2.27486441404584
"Otu000037","run_24",2.05772401631992
"Otu000015","run_25",4.25273709063152
"Otu000009","run_25",3.29917559880398
"Otu000003","run_25",2.51047667024134
"Otu000013","run_25",2.36541918981236
"Otu000001","run_25",2.38856649212031
"Otu000040","run_25",2.71092246799463
"Otu000010","run_25",2.17139098688941
"Otu000083","run_25",1.83218976230726
"Otu000018","run_25",2.18458799781503
"Otu000037","run_25",1.74684143569187
"Otu000015","run_26",3.10883716344391
"Otu000009","run_26",2.7114513954527
"Otu000003","run_26",3.03676842558063
"Otu000013","run_26",2.31793532729022
"Otu000001","run_26",2.98236101019489
"Otu000040","run_26",2.65742423821287
"Otu000010","run_26",2.05667008171068
"Otu000083","run_26",2.20430936955505
"Otu000018","run_26",2.09446198630596
"Otu000037","run_26",2.25785792533003
"Otu000015","run_27",4.37893282974257
"Otu000009","run_27",3.90912026926302
"Otu000003","run_27",2.62883204223641
"Otu000013","run_27",2.30408346565162
"Otu000001","run_27",1.8562824658375
"Otu000040","run_27",2.39499202131181
"Otu000010","run_27",2.55902093188454
"Otu000083","run_27",2.18336609287037
"Otu000018","run_27",1.74603273006278
"Otu000037","run_27",1.52202945883168
"Otu000015","run_28",3.63810800826684
"Otu000009","run_28",3.2004065176791
"Otu000003","run_28",3.29346544152343
"Otu000013","run_28",1.87049042513378
"Otu000001","run_28",2.43015481338625
"Otu000040","run_28",2.25335575825503
"Otu000010","run_28",2.66991475741064
"Otu000083","run_28",1.86881897475949
"Otu000018","run_28",2.16509755329869
"Otu000037","run_28",2.04518775028675
"Otu000015","run_29",3.04596896814518
"Otu000009","run_29",2.65937641908554
"Otu000003","run_29",3.37492426557571
"Otu000013","run_29",2.74613011520376
"Otu000001","run_29",2.43265438137267
"Otu000040","run_29",2.36902047845557
"Otu000010","run_29",2.52933259706048
"Otu000083","run_29",2.45775708268724
"Otu000018","run_29",1.76790605110311
"Otu000037","run_29",2.07923733361843
"Otu000015","run_30",5.13268467833819
"Otu000009","run_30",3.02368642519424
"Otu000003","run_30",3.25067384337487
"Otu000013","run_30",1.77306970347623
"Otu000001","run_30",2.15775645482463
"Otu000040","run_30",2.43838723632351
"Otu000010","run_30",2.66124775307287
"Otu000083","run_30",2.17334323249629
"Otu000018","run_30",1.66021227897489
"Otu000037","run_30",1.40624608623197
"Otu000015","run_31",3.65144554720095
"Otu000009","run_31",2.96606787575448
"Otu000003","run_31",2.42848649242034
"Otu000013","run_31",2.84008381301413
"Otu000001","run_31",2.18231659027695
"Otu000040","run_31",2.44794119356956
"Otu000010","run_31",2.84129914756163
"Otu000083","run_31",2.26744923674996
"Otu000018","run_31",2.02942142919643
"Otu000037","run_31",1.86933482810173
"Otu000015","run_32",5.27592651490275
"Otu000009","run_32",3.85001315975781
"Otu000003","run_32",2.24146470502499
"Otu000013","run_32",2.37838569484017
"Otu000001","run_32",2.42498553928539
"Otu000040","run_32",2.07069040765732
"Otu000010","run_32",2.0553030628423
"Otu000083","run_32",2.02151071403587
"Otu000018","run_32",1.38910814707114
"Otu000037","run_32",1.69953513150534
"Otu000015","run_33",4.99917960026732
"Otu000009","run_33",3.95699255356802
"Otu000003","run_33",2.39262415167675
"Otu000013","run_33",2.02543996589119
"Otu000001","run_33",1.7895473885723
"Otu000040","run_33",2.35573792274491
"Otu000010","run_33",2.22277836784228
"Otu000083","run_33",2.41788376978273
"Otu000018","run_33",1.70141692056723
"Otu000037","run_33",1.53493782062572
"Otu000015","run_34",3.47446755256906
"Otu000009","run_34",3.61352675051957
"Otu000003","run_34",2.80184390523374
"Otu000013","run_34",2.54317063485062
"Otu000001","run_34",2.11954683171646
"Otu000040","run_34",2.56264812840855
"Otu000010","run_34",2.19001743876934
"Otu000083","run_34",2.12560191542492
"Otu000018","run_34",2.12211372334506
"Otu000037","run_34",2.00475542685498
"Otu000015","run_35",3.55849396062797
"Otu000009","run_35",4.0250517079457
"Otu000003","run_35",2.69820576034723
"Otu000013","run_35",2.16270443308329
"Otu000001","run_35",2.33452072075138
"Otu000040","run_35",1.98779109221814
"Otu000010","run_35",2.83181102918124
"Otu000083","run_35",2.32786599293335
"Otu000018","run_35",1.98737686548425
"Otu000037","run_35",1.62540920665821
"Otu000015","run_36",3.41489256634482
"Otu000009","run_36",3.31413741602937
"Otu000003","run_36",3.15439489252985
"Otu000013","run_36",2.10913746852059
"Otu000001","run_36",1.97574031291707
"Otu000040","run_36",2.39300206798038
"Otu000010","run_36",2.28176358650856
"Otu000083","run_36",2.52706528132397
"Otu000018","run_36",2.27059146906915
"Otu000037","run_36",2.14542878493008
"Otu000015","run_37",4.91646121954521
"Otu000009","run_37",3.3259127300622
"Otu000003","run_37",2.42509420831526
"Otu000013","run_37",2.57375959025984
"Otu000001","run_37",2.27563372552722
"Otu000040","run_37",2.47287887835071
"Otu000010","run_37",2.20276742054984
"Otu000083","run_37",2.28724281131572
"Otu000018","run_37",1.73872600157244
"Otu000037","run_37",1.41844649142462
"Otu000015","run_38",4.60775141004834
"Otu000009","run_38",3.37685098312489
"Otu000003","run_38",3.18414701385374
"Otu000013","run_38",1.91418546054085
"Otu000001","run_38",2.23904958930117
"Otu000040","run_38",2.08672142590723
"Otu000010","run_38",2.85754417800453
"Otu000083","run_38",2.11927870214987
"Otu000018","run_38",1.80472713221415
"Otu000037","run_38",1.343974874086
"Otu000015","run_39",3.4272812450103
"Otu000009","run_39",2.98435256741722
"Otu000003","run_39",2.47482599432428
"Otu000013","run_39",2.83625527387677
"Otu000001","run_39",2.30211700501114
"Otu000040","run_39",2.41224960439952
"Otu000010","run_39",2.23226039895193
"Otu000083","run_39",2.01814785789516
"Otu000018","run_39",2.31924421860379
"Otu000037","run_39",2.52018891143295
"Otu000015","run_40",4.26289563401489
"Otu000009","run_40",3.58213613008004
"Otu000003","run_40",2.15152423634247
"Otu000013","run_40",2.69754072647745
"Otu000001","run_40",2.39853250494431
"Otu000040","run_40",2.66008342768358
"Otu000010","run_40",2.16359379766089
"Otu000083","run_40",2.15270708058986
"Otu000018","run_40",1.72454813941588
"Otu000037","run_40",1.73682293817524
"Otu000015","run_41",3.3305801538827
"Otu000009","run_41",3.2645844939075
"Otu000003","run_41",2.42607489286984
"Otu000013","run_41",2.66633033329722
"Otu000001","run_41",2.69273933856546
"Otu000040","run_41",2.2198376943932
"Otu000010","run_41",2.37145597529243
"Otu000083","run_41",2.29330184666397
"Otu000018","run_41",2.39966789644867
"Otu000037","run_41",1.83773506698672
"Otu000015","run_42",4.06894712387114
"Otu000009","run_42",4.00611862088485
"Otu000003","run_42",2.8070062431006
"Otu000013","run_42",2.30003345560744
"Otu000001","run_42",2.23053236730648
"Otu000040","run_42",2.26982709316448
"Otu000010","run_42",2.47350952406856
"Otu000083","run_42",1.99998109100212
"Otu000018","run_42",1.89022061867962
"Otu000037","run_42",1.46920847769931
"Otu000015","run_43",4.39296922907887
"Otu000009","run_43",3.4781249037572
"Otu000003","run_43",3.19079558706763
"Otu000013","run_43",2.32289852894163
"Otu000001","run_43",2.23067070074891
"Otu000040","run_43",2.5736252596495
"Otu000010","run_43",2.3132693352638
"Otu000083","run_43",1.83027793560477
"Otu000018","run_43",1.68337820744074
"Otu000037","run_43",1.52399031244695
"Otu000015","run_44",3.61206528313191
"Otu000009","run_44",3.57107859357047
"Otu000003","run_44",3.12321546234822
"Otu000013","run_44",2.38574388573902
"Otu000001","run_44",2.51310644293991
"Otu000040","run_44",2.49891174822228
"Otu000010","run_44",2.20763359402162
"Otu000083","run_44",1.97849603487381
"Otu000018","run_44",2.18933508130971
"Otu000037","run_44",1.46349079691996
"Otu000015","run_45",4.14813234263793
"Otu000009","run_45",3.92688302627119
"Otu000003","run_45",2.27279719896781
"Otu000013","run_45",2.45378953652175
"Otu000001","run_45",2.55459220363204
"Otu000040","run_45",2.08660433899711
"Otu000010","run_45",2.19206551482336
"Otu000083","run_45",2.03801678455152
"Otu000018","run_45",1.76433234833396
"Otu000037","run_45",2.08894055141716
"Otu000015","run_46",3.65315177772832
"Otu000009","run_46",2.68448216205582
"Otu000003","run_46",2.60715198481467
"Otu000013","run_46",2.42108811015497
"Otu000001","run_46",2.5844067588671
"Otu000040","run_46",3.01780748483977
"Otu000010","run_46",2.53495328432594
"Otu000083","run_46",2.09485231552287
"Otu000018","run_46",2.28659141267865
"Otu000037","run_46",1.65974547824264
"Otu000015","run_47",4.05000718193534
"Otu000009","run_47",2.88809226539408
"Otu000003","run_47",2.75520097262416
"Otu000013","run_47",2.48686886740187
"Otu000001","run_47",2.21636229183255
"Otu000040","run_47",2.26676773321293
"Otu000010","run_47",2.55198520302011
"Otu000083","run_47",2.08976785601371
"Otu000018","run_47",2.0937185821121
"Otu000037","run_47",2.0604598156839
"Otu000015","run_48",3.27214194505892
"Otu000009","run_48",3.03204341181725
"Otu000003","run_48",2.82345920291792
"Otu000013","run_48",2.17745189499106
"Otu000001","run_48",2.37444096630774
"Otu000040","run_48",3.23899797036017
"Otu000010","run_48",2.53691841180089
"Otu000083","run_48",2.08709641079542
"Otu000018","run_48",2.11088719946254
"Otu000037","run_48",1.94233181725733
"Otu000015","run_49",4.37541119351691
"Otu000009","run_49",3.50199706330693
"Otu000003","run_49",3.13684455970655
"Otu000013","run_49",2.05229938706948
"Otu000001","run_49",2.34321145217861
"Otu000040","run_49",2.37646945493371
"Otu000010","run_49",2.25900094787267
"Otu000083","run_49",1.93668215402538
"Otu000018","run_49",1.89227299465893
"Otu000037","run_49",1.57965694657699
"Otu000015","run_50",4.28570503154159
"Otu000009","run_50",3.58046974198388
"Otu000003","run_50",2.89652723952919
"Otu000013","run_50",2.07286557120186
"Otu000001","run_50",2.28994596912577
"Otu000040","run_50",2.40217428852227
"Otu000010","run_50",2.23679003735438
"Otu000083","run_50",2.22100732122993
"Otu000018","run_50",1.73984606409446
"Otu000037","run_50",1.73928412003204
"Otu000015","run_51",4.13260245224595
"Otu000009","run_51",3.18463261834507
"Otu000003","run_51",2.93984215557026
"Otu000013","run_51",2.33797130982574
"Otu000001","run_51",2.25517871372643
"Otu000040","run_51",2.2196577720662
"Otu000010","run_51",2.39937864897948
"Otu000083","run_51",2.24076125523875
"Otu000018","run_51",1.61933465538288
"Otu000037","run_51",1.89833272631154
"Otu000015","run_52",4.79576386238164
"Otu000009","run_52",3.15889690791529
"Otu000003","run_52",2.5983560159978
"Otu000013","run_52",2.22572717256957
"Otu000001","run_52",2.45294079223951
"Otu000040","run_52",2.64712126666491
"Otu000010","run_52",2.14672705047601
"Otu000083","run_52",1.80504824460603
"Otu000018","run_52",1.74467510043772
"Otu000037","run_52",1.92858974055769
"Otu000015","run_53",4.03138293537887
"Otu000009","run_53",3.79641668623237
"Otu000003","run_53",2.89605076568515
"Otu000013","run_53",2.21759883450382
"Otu000001","run_53",2.32976792252147
"Otu000040","run_53",2.33426649549495
"Otu000010","run_53",2.2339668752761
"Otu000083","run_53",2.16292224626994
"Otu000018","run_53",1.66456425166321
"Otu000037","run_53",1.83229375620489
"Otu000015","run_54",4.13933448878264
"Otu000009","run_54",3.51316285433803
"Otu000003","run_54",2.94493161861018
"Otu000013","run_54",2.17883529469236
"Otu000001","run_54",2.33782243240204
"Otu000040","run_54",2.59397096087842
"Otu000010","run_54",2.21268217172131
"Otu000083","run_54",2.03139727665082
"Otu000018","run_54",2.06090890285643
"Otu000037","run_54",1.63503092214468
"Otu000015","run_55",4.39004737800496
"Otu000009","run_55",3.63470715391838
"Otu000003","run_55",3.00794015582518
"Otu000013","run_55",2.11899865915933
"Otu000001","run_55",1.66553776065008
"Otu000040","run_55",2.48489488642776
"Otu000010","run_55",2.40032960552771
"Otu000083","run_55",1.95170590347693
"Otu000018","run_55",2.00490450833935
"Otu000037","run_55",1.94131860405494
"Otu000015","run_56",3.08306942034491
"Otu000009","run_56",2.88126554961053
"Otu000003","run_56",2.58807576927103
"Otu000013","run_56",2.96667824578939
"Otu000001","run_56",2.72308513867406
"Otu000040","run_56",2.03945999525225
"Otu000010","run_56",2.20718632319677
"Otu000083","run_56",2.63934233135294
"Otu000018","run_56",2.4144100459349
"Otu000037","run_56",2.01781179595784
"Otu000015","run_57",4.31216096953543
"Otu000009","run_57",3.48996941550216
"Otu000003","run_57",3.22078482957625
"Otu000013","run_57",2.59958521270369
"Otu000001","run_57",2.30389253939462
"Otu000040","run_57",2.15969900501735
"Otu000010","run_57",2.19554210234092
"Otu000083","run_57",1.68686621269748
"Otu000018","run_57",1.74173251365761
"Otu000037","run_57",1.75438258418988
"Otu000015","run_58",4.25141723439478
"Otu000009","run_58",3.14007850839946
"Otu000003","run_58",2.57745263694003
"Otu000013","run_58",2.18003920545736
"Otu000001","run_58",2.11936249957812
"Otu000040","run_58",2.49048379852468
"Otu000010","run_58",2.10062908534929
"Otu000083","run_58",2.12032268419686
"Otu000018","run_58",2.7624127205895
"Otu000037","run_58",1.78780162656991
"Otu000015","run_59",3.21808863902885
"Otu000009","run_59",3.09024563361574
"Otu000003","run_59",2.64636729403401
"Otu000013","run_59",2.39609680957931
"Otu000001","run_59",2.57855050129784
"Otu000040","run_59",2.49647763847742
"Otu000010","run_59",2.39628752250366
"Otu000083","run_59",2.64851711389747
"Otu000018","run_59",2.31401803758989
"Otu000037","run_59",1.7799661945912
"Otu000015","run_60",3.20600171093077
"Otu000009","run_60",3.08974001913604
"Otu000003","run_60",2.90688011795008
"Otu000013","run_60",2.88039412713972
"Otu000001","run_60",2.77302523831965
"Otu000040","run_60",2.20284310118048
"Otu000010","run_60",2.33713245545129
"Otu000083","run_60",2.12376988048693
"Otu000018","run_60",2.40543424118591
"Otu000037","run_60",1.60362526206526
"Otu000015","run_61",4.27605870554521
"Otu000009","run_61",3.62285863008419
"Otu000003","run_61",2.46400343241013
"Otu000013","run_61",2.19463280951303
"Otu000001","run_61",2.39083176505974
"Otu000040","run_61",2.73786441372971
"Otu000010","run_61",1.85247075107905
"Otu000083","run_61",2.2134905676565
"Otu000018","run_61",2.05227002469573
"Otu000037","run_61",1.53590351561135
"Otu000015","run_62",3.75155360550251
"Otu000009","run_62",3.04697030623336
"Otu000003","run_62",2.87266309253945
"Otu000013","run_62",2.33892324548383
"Otu000001","run_62",2.18525279143787
"Otu000040","run_62",2.57626009050485
"Otu000010","run_62",2.42812783276843
"Otu000083","run_62",2.35018256041392
"Otu000018","run_62",2.25503074333797
"Otu000037","run_62",1.67734342408549
"Otu000015","run_63",3.24478748541667
"Otu000009","run_63",3.34184625965022
"Otu000003","run_63",2.99915648444577
"Otu000013","run_63",2.42615712190435
"Otu000001","run_63",2.2407387715546
"Otu000040","run_63",2.69815349497156
"Otu000010","run_63",2.34564278681175
"Otu000083","run_63",2.05964952121748
"Otu000018","run_63",2.34507356434789
"Otu000037","run_63",1.89302527891046
"Otu000015","run_64",4.44412260259565
"Otu000009","run_64",3.41076508354872
"Otu000003","run_64",2.68225662805711
"Otu000013","run_64",2.39803923848606
"Otu000001","run_64",2.61443298385764
"Otu000040","run_64",2.22182100162031
"Otu000010","run_64",2.53255576121198
"Otu000083","run_64",2.15232254456438
"Otu000018","run_64",2.00731313325086
"Otu000037","run_64",1.03252486896111
"Otu000015","run_65",4.44152517696148
"Otu000009","run_65",2.9203854351202
"Otu000003","run_65",3.34492185533043
"Otu000013","run_65",2.71497930308439
"Otu000001","run_65",2.52879862483811
"Otu000040","run_65",2.12452038215058
"Otu000010","run_65",2.21744719824456
"Otu000083","run_65",2.12910283060097
"Otu000018","run_65",1.76696227921733
"Otu000037","run_65",1.43904922214426
"Otu000015","run_66",4.70980876473793
"Otu000009","run_66",3.60833673059913
"Otu000003","run_66",2.97557406664933
"Otu000013","run_66",2.30949697197899
"Otu000001","run_66",1.92961722589742
"Otu000040","run_66",2.38489429616849
"Otu000010","run_66",2.33382558777923
"Otu000083","run_66",2.10085228951286
"Otu000018","run_66",1.91250903124903
"Otu000037","run_66",1.34816195850452
"Otu000015","run_67",2.79982329355882
"Otu000009","run_67",3.17094024533602
"Otu000003","run_67",2.54789638151051
"Otu000013","run_67",2.71407846749472
"Otu000001","run_67",2.95000165653526
"Otu000040","run_67",2.6477812699979
"Otu000010","run_67",2.39557578002736
"Otu000083","run_67",1.98647436127216
"Otu000018","run_67",2.28036364667589
"Otu000037","run_67",1.99629566682212
"Otu000015","run_68",4.24396093956359
"Otu000009","run_68",3.2460435722171
"Otu000003","run_68",2.71951598284376
"Otu000013","run_68",2.74148885376022
"Otu000001","run_68",2.41700103154773
"Otu000040","run_68",2.27342537173499
"Otu000010","run_68",2.33849684990189
"Otu000083","run_68",1.98966850238519
"Otu000018","run_68",1.90225520929324
"Otu000037","run_68",1.60006676367536
"Otu000015","run_69",3.78027532758502
"Otu000009","run_69",3.89520349129523
"Otu000003","run_69",3.39847505889291
"Otu000013","run_69",2.37058048997194
"Otu000001","run_69",2.54196573905184
"Otu000040","run_69",2.42286083018521
"Otu000010","run_69",1.97497070706048
"Otu000083","run_69",1.96024779689796
"Otu000018","run_69",1.67223500488739
"Otu000037","run_69",1.44626247724896
"Otu000015","run_70",4.96215596133053
"Otu000009","run_70",3.74005516911101
"Otu000003","run_70",3.05390120393463
"Otu000013","run_70",2.09807254747383
"Otu000001","run_70",2.09131701313844
"Otu000040","run_70",1.8526643292501
"Otu000010","run_70",2.87081069388393
"Otu000083","run_70",2.25412106897301
"Otu000018","run_70",1.21833245718025
"Otu000037","run_70",1.41087724803197
"Otu000015","run_71",3.43253562767417
"Otu000009","run_71",3.05595757112662
"Otu000003","run_71",2.59183171807026
"Otu000013","run_71",2.68315506770731
"Otu000001","run_71",2.09337452895811
"Otu000040","run_71",2.75742300552583
"Otu000010","run_71",2.41835821993506
"Otu000083","run_71",2.41189706726272
"Otu000018","run_71",1.84535739757156
"Otu000037","run_71",2.31395595001451
"Otu000015","run_72",3.06863641736159
"Otu000009","run_72",2.54470712878016
"Otu000003","run_72",2.37581887666199
"Otu000013","run_72",2.69455775952236
"Otu000001","run_72",2.86724830002422
"Otu000040","run_72",2.64581411906981
"Otu000010","run_72",2.10795288242899
"Otu000083","run_72",1.92301278482377
"Otu000018","run_72",2.77973170141741
"Otu000037","run_72",2.43713541452508
"Otu000015","run_73",4.17430515565357
"Otu000009","run_73",2.41497976983295
"Otu000003","run_73",3.25383690418456
"Otu000013","run_73",3.05364558022422
"Otu000001","run_73",2.36984923477989
"Otu000040","run_73",2.58104161066136
"Otu000010","run_73",1.9697365786508
"Otu000083","run_73",2.00144608299123
"Otu000018","run_73",1.82983558028603
"Otu000037","run_73",1.93286196427385
"Otu000015","run_74",3.24040809895212
"Otu000009","run_74",2.88765455239417
"Otu000003","run_74",2.69542254875793
"Otu000013","run_74",2.74476977929719
"Otu000001","run_74",2.65454211738027
"Otu000040","run_74",2.40189907912595
