"otu","pvalue","bh","median_Y","median_N","IQR_Y","IQR_N"
"Otu000202",0.37992669517185,0.653140151773692,0,-0.00604067387072958,0.00954077089428826,0.250165057837423
"Otu001273",0.61172968438954,0.787481516593048,0,0,0.0117117961210531,0.0181558894283673
"Otu000037",0.00258871563219389,0.0662873358525533,-0.336248517216345,0.49992368802653,0.480057682429086,0.521716426627436
"Otu001307",0.23589367351147,0.555901394827962,0,0,0,0.00504258783504617
"Otu000001",0.613968640055596,0.787481516593048,4.01248548624893,0.311016660372278,6.23111720973157,5.55525258871039
"Otu000254",0.371290142040899,0.653140151773692,0,-0.000600708836426984,0.00234235922421063,1.51751400957763
"Otu000570",0.559377224872225,0.787481516593048,0,-0.000948289759418888,0.00498107099295932,0.0201553369614409
"Otu000061",0.387456022238631,0.653140151773692,-0.114630369835498,-0.184730458735453,0.284196657240694,1.03613988044771
"Otu000006",0.613968640055596,0.787481516593048,1.21618773218632,0.582258704902004,2.84090152489677,3.17342285116765
"Otu000085",0.446743173616629,0.712374249821111,-0.136803922600691,-0.0272615522893095,0.430958009521281,0.323591535670733
"Otu000442",0.436374968583401,0.712374249821111,0,0,0,0.0625987282540966
"Otu000026",0.494192763757981,0.728934326543022,-0.143617468301006,-0.436992650322866,0.96509196971263,2.69460588367976
"Otu000315",0.0199882756468627,0.188689178757897,0.000520323849563969,-0.00443151666069325,0.0219768113560126,0.0660113145793917
"Otu000101",0.273239668644253,0.555901394827962,0.0599713747931305,0.0113632283629526,0.0771106444557482,0.0555807534218767
"Otu000010",0.138956695478435,0.482261472542802,-3.307498187088,-0.0821470339202968,7.71255397848701,2.64963021787643
"Otu000005",0.0160100768796421,0.188689178757897,6.01937927333413,-0.892605128866934,8.55680700016529,3.15234671216169
"Otu000076",0.260137307953191,0.555901394827962,0.0445620283944092,-0.00234973575312528,0.532877913941345,0.123965224035094
"Otu000015",0.00337054250097728,0.0662873358525533,-3.98596737176879,-0.138257459601575,1.8865949835214,2.32821674489934
"Otu000004",0.268079746340616,0.555901394827962,-1.16426725153199,0.0472673649129237,1.50942066223856,2.10466623478557
"Otu000161",0.046609908629281,0.24999860082978,0.00272451672180529,-0.0637791306391668,0.125103798480099,0.194713268833686
"Otu000756",0.169437979428675,0.493323239907091,0.0297232151331057,0,0.0542234769057565,0.0625598262743387
"Otu000073",0.0725550051473189,0.324821170776062,-0.0460366588009936,0.0652143741386045,0.121217482445107,0.477370005682059
"Otu000021",0.0223868517170387,0.188689178757897,0.176979385415498,-0.035510698145202,0.531728576764587,0.14778935841963
"Otu000116",0.0357321720763329,0.234244239167071,0.0250861854997276,-0.0104821775105351,0.251478787374667,0.169969799832254
"Otu000031",0.656456586891369,0.824062523970017,-0.0803701451563561,-0.16708558582319,0.326510084285739,0.48639831188571
"Otu000041",0.0949050949050949,0.373293373293373,-0.540093251411299,-0.0287338570362815,0.999395618213802,1.73120382885485
"Otu000640",0.835772922729444,0.930388725302589,-0.0104765712238756,-0.00237811622679733,0.05460946481528,0.722964588713763
"Otu000013",0.156539113060852,0.486095140557383,-1.44027499388046,0.0106603054433794,1.50767295280228,1.71904507159312
"Otu000002",0.699943534726143,0.841759910917223,-0.00834294768061319,-0.00214749773350646,0.0306038310835931,0.082775411730188
"Otu000034",0.016148636046709,0.188689178757897,-0.236666278642659,0.0379205381616759,0.44892364208167,0.206773836524346
"Otu000679",0.228532188522896,0.555901394827962,0,0.00290050614064567,0.00297747701034847,0.0115721270888397
"Otu000003",0.156539113060852,0.486095140557383,-2.97931255529795,2.06341312238528,12.3791364364124,4.85793724350779
"Otu000149",0.713355856709511,0.841759910917223,-0.00329472269400386,0,0.0315242739486376,0.0368353347417123
"Otu000058",0.242496633800982,0.555901394827962,-0.178336476901183,-0.046354142358584,0.710210904651428,0.161207472866552
"Otu000340",0.335413954302684,0.63836849367285,-0.00941583963947359,0,0.0186564416619344,0.0275635536702623
"Otu000523",0.0770762100146588,0.324821170776062,0.01075589431413,-0.00548758841352634,0.0331546785827687,0.0812543531251726
"Otu000420",0.56182131066659,0.787481516593048,0,0.00111744328975304,0.00416159826665984,0.0206858162243966
"Otu000176",0.0551926270468286,0.271363749646907,0.0173245691726765,-0.000165692584741239,0.0838473824023519,0.0388128492280702
"Otu000059",0.268079746340616,0.555901394827962,0.615860520518545,0.0162636857836062,1.91603819487057,1.27681250114538
"Otu000014",0.0330712765495374,0.234244239167071,-1.26661575413533,0.0483112775930212,2.48609993846268,2.35718262063913
"Otu000016",0.976354080701907,0.993187771748491,0.0594330994896734,-0.0752850653861111,1.35137146194025,0.635582646736896
"Otu000168",0.927140166339767,0.97680838953654,0,0,0.0334076804167058,0.0243810317193959
"Otu000605",1,1,-0.0238574510168858,-0.0116137382252585,0.103972029719071,0.0565924377773293
"Otu000012",0.78974069408852,0.913621587278876,0.122315707357059,0.0114951877130748,1.86358710463791,0.746443119338453
"Otu000290",0.218529296790166,0.555901394827962,-0.0244036931054142,0.00444982203447139,0.0771563679221952,0.102257111602321
"Otu000222",0.305168640166,0.600164992326467,0,0,0.0403309203722854,0.00910596087267386
"Otu000140",0.00214138748618049,0.0662873358525533,-0.00950864512473577,0,0.00922691587518368,0.00490282102201784
"Otu000028",0.882274247491639,0.946439647309212,-0.527310034734155,-0.0186335922053288,2.66684362311079,1.13189888637817
"Otu000432",0.494192763757981,0.728934326543022,0.0652192159712276,0.0751356428634551,0.134287439977048,0.311448211111882
"Otu000036",0.494192763757981,0.728934326543022,-0.143097000394032,-0.0140318922573647,0.601330803202641,0.192588362975801
"Otu000009",0.387456022238631,0.653140151773692,1.49232045822337,-0.0206925270057725,1.25605824719947,2.06523487598136
"Otu000083",0.882274247491639,0.946439647309212,0.0108635613984699,0.201623635544658,1.41165097262264,0.725592023606816
"Otu000278",0.138956695478435,0.482261472542802,0.0611909436027221,-0.116359278232557,0.177382485098631,0.346170732501436
"Otu000206",0.831210738738814,0.930388725302589,-0.0193256383311538,-0.0177125003185401,0.0524767914331398,0.0730830150899681
"Otu000135",0.175589627763541,0.493323239907091,0.107185194219586,0.027977291244891,1.32731098870897,0.309217878901503
"Otu000450",0.975010040336111,0.993187771748491,0,0,0,0.0102889379950262
"Otu000484",0.0458584893367502,0.24999860082978,0.018286878412991,-0.00614572116728517,0.0236225772889157,0.0427605098163606
"Otu000020",0.699943534726143,0.841759910917223,-0.318712056810353,-0.0583354855516376,0.694515593575649,1.78486012197491
"Otu000144",0.583237948446355,0.787481516593048,-0.00102417539310419,-0.0499613953887832,0.00876382208053437,0.333566843524586
