"mtry","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","test_auc","run"
36,0.777902276295133,0.979478021978022,0.308660714285714,0.100037314662136,0.0378130506537035,0.161180999567496,0.666666666666667,"run_1"
36,0.756141581632653,0.989505494505495,0.278660714285714,0.11294997768879,0.0285539542259416,0.156996129003553,0.638888888888889,"run_2"
36,0.767780612244898,0.987335164835165,0.260714285714286,0.108560210996178,0.0303766155014113,0.144385666871289,0.679738562091503,"run_3"
36,0.782006966248038,0.995989010989011,0.296696428571429,0.105201299946876,0.0166775809031284,0.158274711196022,0.637254901960784,"run_4"
36,0.754136087127159,0.983598901098901,0.351071428571429,0.116963591515466,0.0345992637330567,0.1794972411017,0.611111111111111,"run_5"
36,0.813416405023548,0.981181318681319,0.402946428571429,0.0931790855095415,0.0371654219381019,0.174574595204577,0.555555555555556,"run_6"
36,0.770129758634223,0.993543956043956,0.321428571428571,0.109349964686985,0.0229401576965853,0.164843850434741,0.666666666666667,"run_7"
36,0.759250883045526,0.979697802197802,0.315982142857143,0.12010541399098,0.035051091912193,0.175148433724132,0.694444444444444,"run_8"
36,0.75219510400314,0.983021978021978,0.303125,0.114570755388155,0.0349990830306446,0.16481893922548,0.678104575163399,"run_9"
36,0.793049695839874,0.984807692307692,0.295267857142857,0.10298557950149,0.0313729955791572,0.170171019166085,0.666666666666667,"run_10"
36,0.72072090855573,0.999285714285714,0.264107142857143,0.11398907663315,0.00712488766245797,0.159965652880636,0.694444444444444,"run_11"
36,0.768317062401884,0.984065934065934,0.294375,0.11133221831479,0.0378792811515125,0.163467263351322,0.666666666666667,"run_12"
36,0.763636185243328,0.983269230769231,0.306071428571429,0.106057578956296,0.0338851729843614,0.174597196740468,0.638888888888889,"run_13"
36,0.769466983908948,0.990494505494505,0.289732142857143,0.111995647609635,0.0246689770837735,0.152728297696061,0.666666666666667,"run_14"
36,0.78167876766091,0.980192307692308,0.274642857142857,0.104344731011575,0.0367155652411573,0.145860391539722,0.722222222222222,"run_15"
36,0.759044839089482,0.984313186813187,0.316607142857143,0.116801542679976,0.0351643066770989,0.171005456393344,0.609477124183006,"run_16"
36,0.765505298273155,0.976758241758242,0.320982142857143,0.111698473443378,0.0404126716999012,0.158727222082889,0.679738562091503,"run_17"
36,0.728081583594976,0.983653846153846,0.271428571428571,0.116669674272757,0.0375794719347434,0.141798843830189,0.722222222222222,"run_18"
36,0.767499509419152,0.974093406593407,0.277946428571429,0.105648622139076,0.0462643452009135,0.160055656685741,0.694444444444444,"run_19"
36,0.760956632653061,0.985714285714286,0.315535714285714,0.121288413819506,0.0327036805771773,0.169067913388389,0.624183006535948,"run_20"
36,0.732395996860283,0.98989010989011,0.282678571428571,0.121464504569607,0.0261306847745827,0.164903233294995,0.694444444444444,"run_21"
36,0.782217180141287,0.986593406593407,0.319642857142857,0.102939965477167,0.0309624895665011,0.168620820875401,0.666666666666667,"run_22"
36,0.780857044740973,0.994945054945055,0.323571428571429,0.111754664493049,0.0198173059050455,0.162391148273026,0.611111111111111,"run_23"
36,0.783975176609105,0.986950549450549,0.279017857142857,0.113772069976847,0.0322008519388078,0.156879117538765,0.694444444444444,"run_24"
36,0.779385056907378,0.984120879120879,0.290892857142857,0.0992767774587025,0.0332319048243106,0.161709152540551,0.694444444444444,"run_25"
36,0.760066473704867,0.977554945054945,0.319375,0.129205797743786,0.0413370819496879,0.163155243750314,0.679738562091503,"run_26"
36,0.804483663657771,0.973296703296703,0.349285714285714,0.100436441841745,0.0417434166045076,0.163836036783825,0.59640522875817,"run_27"
36,0.787475470957614,0.988049450549451,0.305446428571429,0.107294112701778,0.0288038852638225,0.15687870896894,0.638888888888889,"run_28"
36,0.732909389717425,0.993131868131868,0.244285714285714,0.111100676402676,0.0226158885766505,0.152763152833074,0.75,"run_29"
36,0.798812303767661,0.986895604395604,0.323928571428571,0.108039993865313,0.0317608293087791,0.173233572908036,0.679738562091503,"run_30"
36,0.741005936028257,0.997115384615385,0.276339285714286,0.121812451516797,0.0141718179352114,0.157942898125559,0.666666666666667,"run_31"
36,0.799841542386185,0.989532967032967,0.276607142857143,0.0917700673524924,0.0264776368394236,0.152482091999942,0.707516339869281,"run_32"
36,0.763163510596546,0.982994505494506,0.308660714285714,0.110927107313561,0.0355385153764912,0.170457977663148,0.583333333333333,"run_33"
36,0.761685635792779,0.975027472527473,0.306428571428571,0.112633366982062,0.0449451011876902,0.171283813612556,0.611111111111111,"run_34"
36,0.750811666012559,0.989478021978022,0.302857142857143,0.114311660374764,0.0266101177237455,0.148886149211858,0.694444444444444,"run_35"
36,0.797487490188383,0.98728021978022,0.317857142857143,0.106363355189022,0.031317821503718,0.171401275046244,0.624183006535948,"run_36"
36,0.805213157378336,0.986565934065934,0.3675,0.102588039349862,0.0293168409764145,0.1643606059206,0.540849673202614,"run_37"
36,0.760743720565149,0.989395604395604,0.302857142857143,0.106727882741902,0.0278945442450101,0.159033848432291,0.694444444444444,"run_38"
36,0.768463255494505,0.99456043956044,0.242321428571429,0.108415267347632,0.0204549126882112,0.148224610214788,0.722222222222222,"run_39"
36,0.798177492150706,0.986208791208791,0.291428571428571,0.100495149438954,0.0303055775317515,0.157514407712637,0.720588235294118,"run_40"
36,0.776738127943485,0.986510989010989,0.292678571428571,0.107260433549402,0.0320656376529668,0.149690631471181,0.611111111111111,"run_41"
36,0.7593102433281,0.997445054945055,0.314196428571429,0.110156461323134,0.0134573539630174,0.157456792358571,0.666666666666667,"run_42"
36,0.770352972919937,0.991648351648352,0.283660714285714,0.102358184016184,0.0232392545517978,0.150878294513855,0.666666666666667,"run_43"
649,0.760164344583987,0.958379120879121,0.415446428571429,0.105956312644279,0.0548274114684494,0.170947045026709,0.735294117647059,"run_44"
36,0.78855499411303,0.990164835164835,0.271696428571429,0.101214500097385,0.0259801743928799,0.159295982103654,0.75,"run_45"
36,0.784235429748823,0.973983516483516,0.317232142857143,0.111800346772474,0.0396194419374937,0.160808753244305,0.624183006535948,"run_46"
36,0.759762804160126,0.996373626373626,0.272410714285714,0.119418327092734,0.0158543193426027,0.169492816294401,0.666666666666667,"run_47"
36,0.713897664835165,0.98760989010989,0.333125,0.1138230295771,0.03110599952511,0.141046465436981,0.611111111111111,"run_48"
36,0.769314167974882,0.974972527472527,0.294107142857143,0.107283179201813,0.0429530266119005,0.155756360517499,0.694444444444444,"run_49"
649,0.817407770800628,0.949093406593407,0.489553571428571,0.0902586166581171,0.0679476022289987,0.172391981156788,0.57843137254902,"run_50"
36,0.799290865384615,0.989148351648352,0.289196428571429,0.10943976978848,0.0296038748113845,0.160446829179784,0.624183006535948,"run_51"
36,0.781648106357928,0.97793956043956,0.315982142857143,0.105871834999768,0.0397150538677352,0.16061153192011,0.624183006535948,"run_52"
36,0.787955259026688,0.985879120879121,0.345446428571429,0.110250678752936,0.0313368651151926,0.169687458715331,0.583333333333333,"run_53"
36,0.728184114992151,0.985192307692308,0.276964285714286,0.126336738348562,0.0342232960523994,0.150269708469673,0.666666666666667,"run_54"
36,0.763779925431711,0.970192307692308,0.251696428571429,0.114464465170247,0.0449607601910581,0.155051978301744,0.722222222222222,"run_55"
36,0.777571379513344,0.995302197802198,0.315446428571429,0.108402129351394,0.0178692767705617,0.15007003522613,0.694444444444444,"run_56"
36,0.760809458398744,0.97760989010989,0.277767857142857,0.113886570769578,0.0423957483453895,0.159736170696549,0.609477124183006,"run_57"
36,0.748023449764521,0.981236263736264,0.331517857142857,0.115172195023651,0.0362723426317347,0.166589944802382,0.611111111111111,"run_58"
36,0.776229150313972,0.985851648351648,0.280625,0.118039921495836,0.0339930777850961,0.15130463540692,0.637254901960784,"run_59"
36,0.788545918367347,0.983626373626374,0.332767857142857,0.105515551771571,0.0352873163767019,0.174882733722635,0.611111111111111,"run_60"
649,0.784318337912088,0.951813186813187,0.398571428571429,0.110741177351409,0.059733144492233,0.17430988205213,0.651960784313725,"run_61"
36,0.74442135989011,0.988076923076923,0.239910714285714,0.104663103908463,0.0306100086626829,0.138963188671914,0.748366013071895,"run_62"
36,0.749034291601256,0.994285714285714,0.259642857142857,0.121844210631901,0.0207044435364894,0.141887412196146,0.638888888888889,"run_63"
36,0.72359056122449,0.976043956043956,0.253303571428571,0.120279797677452,0.0409286592771226,0.154870810315918,0.722222222222222,"run_64"
36,0.788378875588697,0.987225274725275,0.308928571428571,0.108232488209547,0.0314259487967124,0.157394727341331,0.694444444444444,"run_65"
36,0.751955945839874,0.99021978021978,0.320714285714286,0.113934079632009,0.0258429970315069,0.167091892512874,0.666666666666667,"run_66"
36,0.790939707613815,0.981785714285714,0.32375,0.108410358396312,0.0347397266431882,0.157591195418229,0.555555555555556,"run_67"
36,0.79942454866562,0.982225274725275,0.323035714285714,0.118672038979177,0.0313003779057475,0.173225710282574,0.624183006535948,"run_68"
36,0.766306171507064,0.977417582417582,0.298303571428571,0.109494875291467,0.0397162475602945,0.15858946233866,0.679738562091503,"run_69"
36,0.76193215266876,0.980879120879121,0.324285714285714,0.109066295284738,0.0372450260782076,0.164780070219005,0.666666666666667,"run_70"
36,0.753431613029827,0.988434065934066,0.293482142857143,0.115880693998825,0.0294701294547454,0.169384816217479,0.609477124183006,"run_71"
36,0.785993916797488,0.984450549450549,0.304017857142857,0.107969416435868,0.0338305646212747,0.163716646627756,0.666666666666667,"run_72"
36,0.784875392464678,0.994532967032967,0.289375,0.116168592271155,0.0192593249802552,0.170090207196792,0.611111111111111,"run_73"
36,0.769617101648352,0.981840659340659,0.3175,0.107071854275929,0.0346506140045376,0.166335645362817,0.638888888888889,"run_74"
36,0.754825598508634,0.988461538461539,0.231785714285714,0.110318910900844,0.0283824142453728,0.148758234760243,0.75,"run_75"
36,0.758606750392465,0.99456043956044,0.286785714285714,0.111349090891994,0.0204549126882112,0.161739372614962,0.735294117647059,"run_76"
36,0.805190590659341,0.978681318681319,0.327589285714286,0.100668965996073,0.0394239920540784,0.148322819177807,0.59640522875817,"run_77"
36,0.780320349293564,0.988791208791209,0.323392857142857,0.115854076796644,0.0290315808693166,0.154557117347659,0.59640522875817,"run_78"
36,0.769260449372057,0.993076923076923,0.262053571428571,0.101031802892172,0.0214345528861697,0.144706460407344,0.666666666666667,"run_79"
36,0.743008241758242,0.98510989010989,0.304285714285714,0.105398179279996,0.0304085240802417,0.152931729996053,0.638888888888889,"run_80"
36,0.766370928178964,0.994945054945055,0.305982142857143,0.107267435051225,0.0198173059050455,0.155362531983994,0.679738562091503,"run_81"
36,0.789327413657771,0.999642857142857,0.329107142857143,0.104218777410201,0.00505076272276105,0.160804094712224,0.583333333333333,"run_82"
36,0.776720467032967,0.980384615384615,0.261517857142857,0.0999848866703149,0.0402388662198253,0.15226027435632,0.722222222222222,"run_83"
36,0.757804405416013,0.979642857142857,0.299464285714286,0.113135448374304,0.0361991599523843,0.16000691821137,0.666666666666667,"run_84"
36,0.783059507456829,0.984423076923077,0.3175,0.112971043909424,0.0347449665823528,0.159509924643864,0.611111111111111,"run_85"
36,0.755188383045526,0.990576923076923,0.31625,0.11695282600475,0.0244507278328618,0.171743007722197,0.694444444444444,"run_86"
36,0.755598999215071,0.983379120879121,0.263928571428571,0.108192290129173,0.0344496861136899,0.151016111938491,0.666666666666667,"run_87"
36,0.771952021193093,0.988379120879121,0.303928571428571,0.103722147129134,0.0295871640675849,0.180649786037417,0.611111111111111,"run_88"
36,0.788206681711146,0.992417582417582,0.339910714285714,0.105467552210616,0.0222016345435864,0.172857038105193,0.581699346405229,"run_89"
36,0.765992199764521,0.980494505494505,0.327589285714286,0.120320101944397,0.0396511054479222,0.164236133432534,0.637254901960784,"run_90"
36,0.756733467425432,0.993021978021978,0.296160714285714,0.110281588800443,0.0227627187514555,0.158786167720227,0.638888888888889,"run_91"
36,0.745991709183673,0.988351648351648,0.218571428571429,0.111329174952018,0.0278621659505951,0.134446414513557,0.694444444444444,"run_92"
