"Variable","median_mda","iqr25","iqr75"
"Otu000042",0.230921997666344,0.0645900488400488,0.471821388267491
"Otu000278",0.217249401097578,0.0731557936215831,0.706451324673293
"Otu000194",0.180531352131352,0.0861204534764703,0.393274414797299
"Otu000063",0.148609374230517,0.0512741596638655,0.311343268781302
"Otu000180",0.13981407950532,0.0578614542160738,0.30828873785027
"Otu000002",0.139402077847244,0.0567456354129741,0.317655105091564
"Otu000101",0.138403391226836,0.0537553093867739,0.458371606887736
"Otu000070",0.135923005571806,0.0601556776556776,0.2514360863494
"Otu000431",0.134939768133677,0.0434081168831169,0.290553676825855
"Otu000028",0.127051741151006,0.0398598310291859,0.322195964836692
"Otu000918",0.126858298338453,0.0421288461538462,0.316366732793913
"Otu000199",0.1265440342706,0.0474226778291928,0.26448559483524
"Otu000044",0.111990100585689,0.0440575396825397,0.186029053764202
"Otu000059",0.102251796222531,0.0526783354761664,0.163268844392524
"Otu000240",0.0914291827190309,0.0301650432900433,0.242367946773318
"Otu000015",0.091370365599313,0.0416221435942798,0.149917680835784
"Otu000287",0.0816848845598846,0.0330699368199368,0.184980005861585
"Otu000010",0.0815472988547,0.0461236519328624,0.193991760153994
"Otu000041",0.0814142436510858,0.0396704545454545,0.153475930104962
"Otu000061",0.0786929872663568,0.0431390692640693,0.142723019219343
"Otu000363",0.0771253137299577,0.0222916783938456,0.149830383546964
"Otu000197",0.0766414701793622,0.0230539584254755,0.212012135166183
"Otu000382",0.0723511586452763,0.0171639302431985,0.161510004940711
"Otu000007",0.0719095617026651,0.0383843729799612,0.124724480198164
"Otu000109",0.0691695146958305,0.0363269230769231,0.118865559408062
"Otu000020",0.0683540229885058,0.0226776315789474,0.112622891684309
"Otu000055",0.067735680985681,0.0303443664178958,0.104740561631351
"Otu000191",0.0667606326422116,0.0365714285714286,0.137362147252236
"Otu000486",0.066171368861024,0.0271048951048951,0.140132490234241
"Otu000092",0.0659924630924631,0.0296593530157998,0.118740111642743
"Otu000154",0.0649850651799181,0.0304168831168831,0.139405350889047
"Otu000438",0.0636575039592281,0.0315828068809693,0.106699623745819
"Otu000009",0.0613226627173996,0.0307383688965497,0.110513078419328
"Otu000040",0.0611547619047619,0.0388301365925794,0.101488237563617
"Otu000148",0.0611153474903475,0.0307777777777778,0.109492022600399
"Otu001045",0.0608431938431938,0.0213441426459719,0.10836907780418
"Otu000031",0.0580489898989899,0.0340767973856209,0.0913966283680661
"Otu000150",0.0564888167388168,0.0218153409090909,0.119742176080187
"Otu000168",0.0549621212121212,0.0196701680672269,0.111097997483105
"Otu000346",0.0545993914552267,0.0211891025641026,0.0887420505863317
"Otu000034",0.0540417678527434,0.0257575757575758,0.111956670871974
"Otu000074",0.0538658008658009,0.0239294871794872,0.0882392603804242
"Otu000037",0.0536188071188071,0.0228560606060606,0.0886378130339111
"Otu000016",0.0530740740740741,0.0178809523809524,0.0887620616149213
"Otu000484",0.0529449595271964,0.0171666666666667,0.104468965012443
"Otu000011",0.0524503785687996,0.0187045454545454,0.104396214896215
"Otu000065",0.0517837206652996,0.0210223214285714,0.0816907051282051
"Otu000006",0.0513106407322654,0.0191666666666667,0.099391938784295
"Otu000246",0.0511249137336094,0.0166666666666667,0.0826605590062112
"Otu000003",0.0508441558441559,0.022125,0.0913468489590509
"Otu000008",0.0504347265221878,0.0173863636363636,0.0738703102453103
"Otu000840",0.0502339544513457,0.0129312070043777,0.0905737875923359
"Otu000039",0.0501825396825397,0.0159880952380952,0.0894769533183048
"Otu000432",0.0494182941682942,0.018234126984127,0.102553617182108
"Otu000004",0.0493873760647954,0.0180808080808081,0.0799903020312147
"Otu000018",0.0493240740740741,0.0191727272727273,0.0936791430365599
"Otu000023",0.0491616886222338,0.0182877906976744,0.0830952712240371
"Otu000048",0.0491180347430347,0.0174980158730159,0.0894587430113746
"Otu000005",0.0489386102403344,0.0165,0.0818602622867329
"Otu000177",0.04875523872263,0.0229468599033816,0.093754186314024
"Otu000530",0.0486239779312535,0.0188541666666667,0.0840199388733871
"Otu000014",0.0480051982154286,0.0176623376623377,0.0741560752843648
"Otu000744",0.047965367965368,0.0182878151260504,0.0859529681424597
"Otu000604",0.0470764106583072,0.0145096073517126,0.112441752440958
"Otu000118",0.0469491109839685,0.0269495694522868,0.0823858358549126
"Otu000119",0.0463275613275613,0.016,0.0861771056428951
"Otu000328",0.0459804386323841,0.0189833333333333,0.0689897717779297
"Otu000120",0.044494848778118,0.0204398496240601,0.0879927840358875
"Otu001457",0.0443610421836228,0.00854761904761904,0.0812390205172168
"Otu000292",0.0443267597618685,0.0071031746031746,0.0686879359455207
"Otu000047",0.0443035113035113,0.018375,0.0717497165674807
"Otu000013",0.0438817455073008,0.0230625,0.0780425584219702
"Otu000145",0.0438573637691285,0.0167082339996332,0.0807738503326739
"Otu000026",0.0435600936730968,0.0153333333333333,0.0735341077051603
"Otu000222",0.0431455325728189,0.0166666666666667,0.069856954202107
"Otu000315",0.0430583977426083,0.00864285714285714,0.0685511332679525
"Otu000640",0.04275,0.00241876750700281,0.0768812957875458
"Otu000085",0.0419729067049006,0.0139761904761905,0.0663573232323232
"Otu000043",0.0419275362318841,0.0163095238095238,0.081939393939394
"Otu000050",0.041770002443377,0.0180119047619048,0.0740819426949862
"Otu000068",0.0407313806736557,0,0.0873469994058229
"Otu000458",0.0397731978166761,0.00605769230769232,0.0700881197842938
"Otu000084",0.0394922600619195,0.0188928571428571,0.0751495848922319
"Otu000046",0.0393798076923077,0.00740277777777778,0.0834037282377066
"Otu000001",0.0388897243107769,0.0174411229014887,0.0808459291548187
"Otu000146",0.0388337509172749,0.015,0.0661051948051948
"Otu000304",0.0384615384615385,0.00487781954887218,0.0662158369408369
"Otu000290",0.0376816239316239,0.00920138888888889,0.0688130536130536
"Otu000378",0.0376238859180036,0.0166666666666667,0.066587727680405
"Otu000605",0.0376007688390042,0.000549450549450547,0.0773784854851031
"Otu000021",0.0374171949481547,0.0148235294117647,0.081577378537622
"Otu000316",0.0368956538956539,0.0189375,0.0756066557057605
"Otu000540",0.0367827892827893,0.0123511904761905,0.0773524989503251
"Otu000469",0.0366752076752077,0.0077948717948718,0.0716358996768897
"Otu000300",0.0366033702018357,0.00953571428571428,0.0656956168831169
"Otu000638",0.0363061938061938,0.0129090909090909,0.0691624493927125
"Otu000186",0.0353546453546454,0.00723076923076924,0.0817321428571429
"Otu000393",0.0348253968253968,0.011825697865353,0.0666536478227654
"Otu000087",0.0345791347315738,0,0.0737214701774198
"Otu000117",0.0345238095238095,0,0.0745907679277245
"Otu000030",0.0338796296296296,0,0.0538573412556497
"Otu000499",0.0336974789915966,0.015,0.0686655992138131
"Otu000244",0.0332083082882522,0.00766666666666666,0.0668035673030626
"Otu000161",0.0326919819311123,0,0.05392616533793
"Otu000404",0.032430303030303,0.00258928571428572,0.0730034722222222
"Otu000099",0.0324231601731602,0.0138333333333333,0.0576561355311355
"Otu000019",0.0321860974274767,0.00520483193277312,0.0723816205765671
"Otu000675",0.031991718426501,0.00291666666666667,0.0720360527754977
"Otu000036",0.0319771062271062,0,0.054175505050505
"Otu000205",0.0313715890053099,0,0.0575863095238095
"Otu000012",0.0310406392324898,0.00921946532999164,0.0536177319412613
"Otu000515",0.0310405210768651,0,0.0783190291429172
"Otu000073",0.0309661359280554,0,0.0635069278547539
"Otu000165",0.0308830237862496,0.00479166666666667,0.0642312834224599
"Otu000108",0.0301794895736072,0,0.0570482121781995
"Otu000156",0.0297926065162907,0,0.0634697940947941
"Otu000433",0.0296125756880233,0,0.0674772727272727
"Otu000144",0.0295580216884565,0,0.0559128787878788
"Otu000096",0.0293407407407407,0,0.0487359187109187
"Otu000704",0.0292693855851751,0,0.0587963196947554
"Otu000178",0.0292077922077922,0,0.0621242784992785
"Otu000206",0.028409945437934,0.00125,0.0521650226429638
"Otu000269",0.0283333333333333,0.00609913793103447,0.0882719135084864
"Otu000038",0.0278020541549953,0,0.0510386257886258
"Otu000173",0.0274689710873921,0,0.0596996753246753
"Otu000412",0.0269249639249639,0.00535205235940531,0.0698488848108413
"Otu000340",0.0264296814296814,0.0111849927849928,0.0518013843670015
"Otu000430",0.0264242424242424,0.0112200956937799,0.0617017710550319
"Otu000572",0.0260633116883117,0.00545979986197377,0.055501436429068
"Otu001552",0.0259757236227824,0,0.0434382294176412
"Otu000128",0.0259100899100899,0,0.0527797860034702
"Otu000058",0.0255262874380521,0,0.0508956043956044
"Otu000463",0.0253333333333333,0.00333333333333333,0.0435194203944204
"Otu000147",0.0252833020637899,0,0.0542247860834817
"Otu000187",0.0250996503496503,0,0.0527292934167934
"Otu000116",0.0250669934640523,0,0.0501809523809524
"Otu000139",0.025063025210084,0,0.0497451838442887
"Otu000172",0.024691023228326,0,0.0573593073593074
"Otu000731",0.0246839826839827,0,0.0573846153846154
"Otu000151",0.0246309523809524,0,0.0627733477011494
"Otu000170",0.0240845814466504,0,0.0730324047297731
"Otu000337",0.0240744471744472,0,0.0597021312021312
"Otu000475",0.023945646945647,0.00403921568627451,0.0494134199134199
"Otu000289",0.0236539867555668,0,0.0578037472559163
"Otu000508",0.0236069666767341,0,0.063270757020757
"Otu000105",0.0234996268099717,0,0.0522458164595261
"Otu000029",0.0234695640616693,0,0.0591360028860029
"Otu000707",0.0232281798661109,0,0.0436803849745026
"Otu000025",0.0229424692954105,0,0.0571704129204129
"Otu000449",0.02265664160401,0,0.0489436539306104
"Otu000134",0.0225066701929883,0.00718181818181818,0.043547824337685
"Otu000049",0.0225,0,0.0600741901776384
"Otu000262",0.0221674641148325,0.00228571428571429,0.0535687830687831
"Otu000193",0.0221127314419997,0,0.0438193225693226
"Otu000402",0.0219685582616617,0,0.0516037023505054
"Otu000441",0.0219432672590567,0,0.0446589621893415
"Otu000310",0.0219166666666667,0,0.0421576797385621
"Otu000245",0.0216510270774977,0,0.0456945081062728
"Otu000349",0.0216357566282327,0,0.0442644862800035
"Otu000368",0.0214918414918415,0,0.0638844031212452
"Otu000849",0.0213692810457516,0,0.048677398989899
"Otu000185",0.0212555487556099,0,0.0440625
"Otu000091",0.0209407040328093,0,0.0521223721019448
"Otu000892",0.0202340714840715,0,0.0471377376215738
"Otu000122",0.0201623376623377,0,0.0505944055944056
"Otu000135",0.019885752688172,0,0.046733682983683
"Otu000171",0.0197083333333333,0,0.0417597787442736
"Otu000027",0.0194117647058824,0,0.0482610722610723
"Otu000121",0.0192783650458069,0,0.0448748885918003
"Otu001141",0.0192385057471264,0,0.0414101900944006
"Otu000102",0.0191176470588235,0,0.0453426704014939
"Otu001543",0.0191153846153846,0,0.0419704425476484
"Otu000286",0.0191031746031746,0,0.0480862165525036
"Otu000355",0.0190890269151139,0,0.0364242424242424
"Otu000418",0.0190570175438597,0,0.043360347985348
"Otu000277",0.0190454545454545,0,0.0468152356902357
"Otu000138",0.019,0,0.0490755952380952
"Otu003300",0.0189736842105263,0,0.0370965309200603
"Otu000756",0.0187959866220736,0,0.0354380566801619
