"","sensitivities","specificities","model"
"1",1,0,"ThreeGroupALL"
"2",1,0.00581395348837209,"ThreeGroupALL"
"3",1,0.0116279069767442,"ThreeGroupALL"
"4",1,0.0174418604651163,"ThreeGroupALL"
"5",1,0.0232558139534884,"ThreeGroupALL"
"6",1,0.0290697674418605,"ThreeGroupALL"
"7",1,0.0348837209302326,"ThreeGroupALL"
"8",0.993589743589744,0.0348837209302326,"ThreeGroupALL"
"9",0.993589743589744,0.0406976744186047,"ThreeGroupALL"
"10",0.993589743589744,0.0465116279069767,"ThreeGroupALL"
"11",0.993589743589744,0.0523255813953488,"ThreeGroupALL"
"12",0.993589743589744,0.0581395348837209,"ThreeGroupALL"
"13",0.993589743589744,0.063953488372093,"ThreeGroupALL"
"14",0.993589743589744,0.0697674418604651,"ThreeGroupALL"
"15",0.993589743589744,0.0755813953488372,"ThreeGroupALL"
"16",0.987179487179487,0.0755813953488372,"ThreeGroupALL"
"17",0.987179487179487,0.0813953488372093,"ThreeGroupALL"
"18",0.987179487179487,0.0872093023255814,"ThreeGroupALL"
"19",0.987179487179487,0.0930232558139535,"ThreeGroupALL"
"20",0.987179487179487,0.0988372093023256,"ThreeGroupALL"
"21",0.980769230769231,0.0988372093023256,"ThreeGroupALL"
"22",0.980769230769231,0.104651162790698,"ThreeGroupALL"
"23",0.974358974358974,0.116279069767442,"ThreeGroupALL"
"24",0.974358974358974,0.127906976744186,"ThreeGroupALL"
"25",0.967948717948718,0.127906976744186,"ThreeGroupALL"
"26",0.961538461538462,0.127906976744186,"ThreeGroupALL"
"27",0.955128205128205,0.127906976744186,"ThreeGroupALL"
"28",0.955128205128205,0.133720930232558,"ThreeGroupALL"
"29",0.948717948717949,0.133720930232558,"ThreeGroupALL"
"30",0.948717948717949,0.13953488372093,"ThreeGroupALL"
"31",0.942307692307692,0.13953488372093,"ThreeGroupALL"
"32",0.935897435897436,0.13953488372093,"ThreeGroupALL"
"33",0.935897435897436,0.145348837209302,"ThreeGroupALL"
"34",0.935897435897436,0.151162790697674,"ThreeGroupALL"
"35",0.935897435897436,0.156976744186047,"ThreeGroupALL"
"36",0.92948717948718,0.156976744186047,"ThreeGroupALL"
"37",0.92948717948718,0.162790697674419,"ThreeGroupALL"
"38",0.92948717948718,0.168604651162791,"ThreeGroupALL"
"39",0.92948717948718,0.174418604651163,"ThreeGroupALL"
"40",0.92948717948718,0.186046511627907,"ThreeGroupALL"
"41",0.923076923076923,0.191860465116279,"ThreeGroupALL"
"42",0.923076923076923,0.197674418604651,"ThreeGroupALL"
"43",0.923076923076923,0.203488372093023,"ThreeGroupALL"
"44",0.923076923076923,0.209302325581395,"ThreeGroupALL"
