"mean_MDA","sd_MDA","variable"
"36.4730113653986","7.73513788067548","fit_result"
"2.04776506337438","1.10557622662613","Otu000251"
"1.98299467455015","0.91778151931038","Otu000012"
"1.56578567409363","1.12342278590216","Otu000238"
"1.43841376892895","0.936403275709454","Otu001307"
"1.17295989215562","0.552616124055371","Otu000028"
"1.17093516942034","0.511574902081862","Otu000005"
"1.12685490189144","0.836712178256118","Otu000229"
"1.08583383554547","0.621022372176147","Otu000167"
"1.0847964561643","0.539654887718106","Otu000605"
"1.07532512117121","0.355713544176305","Otu000015"
"1.05529124733571","0.730891294210176","Otu000404"
"0.922153113279037","0.555572276650124","Otu001242"
"0.904727438057109","0.535358452471182","Otu000140"
"0.902507766565166","0.416672731274532","Otu000061"
"0.866399630207852","0.427847585042473","Otu000018"
"0.86241442582921","0.413240848338039","Otu000030"
"0.790449059247417","0.461622676500537","Otu000700"
"0.759469057879494","0.367202314685458","Otu000219"
"0.746386765416874","0.339670680438681","Otu000044"
"0.737158383556702","0.345679564025903","Otu000349"
"0.731826194705472","0.294560457486496","Otu000006"
"0.731536033944431","0.210434973555148","Otu000037"
"0.709991307295613","0.402333802841169","Otu001606"
"0.695136942688426","0.318793757332196","Otu002106"
"0.663896702816216","0.261673871237138","Otu000009"
"0.646964213957586","0.38766273882596","Otu000075"
"0.64656232858377","0.452864410990129","Otu000800"
"0.629749557433921","0.359627027653125","Otu000486"
"0.612895364146","0.19242074764983","Otu000084"
"0.61250901073302","0.280133553766902","Otu000088"
"0.609260836642027","0.218042820805314","Otu000004"
"0.601890279047636","0.437490075794631","Otu000097"
"0.598855399215328","0.295091461674687","Otu000155"
"0.596555039849551","0.23856004691152","Otu000002"
"0.591105871160737","0.444011959763731","Otu000911"
"0.586972954982579","0.150286230506454","Otu000041"
"0.585922348115565","0.336757134843166","Otu000254"
"0.584496921993682","0.356979433449811","Otu000042"
"0.581492981522746","0.354764855326386","Otu000740"
"0.570817172239625","0.259454489372016","Otu000432"
"0.567491363415433","0.398637001721337","Otu000393"
"0.565365478974462","0.239156338137218","Otu000021"
"0.562497248820478","0.344330204348866","Otu000202"
"0.553145406774637","0.169266920694081","Otu000014"
"0.544598837309065","0.187658628390953","Otu000013"
"0.543017253527937","0.304767790916548","Otu000449"
"0.542787139085067","0.270918666532581","Otu000116"
"0.514909290955441","0.249429296559567","Otu000025"
"0.490184159992388","0.265003874219784","Otu000290"
"0.481869235981316","0.169604404065129","Otu000008"
"0.473988098017521","0.215317754022393","Otu000177"
"0.459850697653562","0.157826078927283","Otu000001"
