"","model","AUC","cutoffs"
"1","train_wfit","0.812679514500139","0.659736472621233"
"2","train_wofit","0.733947929213379","0.558193342120762"
"3","test_wfit","0.712330316742081","0.659736472621233"
"4","test_wofit","0.66644385026738","0.558193342120762"
