"NMDS1","NMDS2","samples"
-0.0353652371590338,0.158096837733701,"initial"
0.0837999189345812,-0.0383246545096286,"initial"
0.200657835666066,0.109963783218613,"initial"
-0.216183151084811,0.0605189187114279,"initial"
0.085009874801429,0.104386399207412,"initial"
0.0438655652073619,0.153334984651669,"initial"
0.0184618618309369,-0.183551268343284,"initial"
-0.158375671295405,-0.163485265524944,"initial"
0.0997636794840589,-0.0972247579905224,"initial"
0.0296022643814007,0.0776699000493394,"initial"
0.219746047052511,0.178145053844359,"initial"
0.191391409336528,0.0182864236847877,"initial"
-0.0206357702854659,0.228986434877245,"initial"
0.0943558527459924,-0.0067872863317496,"initial"
-0.070278256748931,0.240209809263408,"initial"
0.0792136138095255,-0.216056255458699,"initial"
0.216682108936268,-0.0545334347594129,"initial"
0.338449462824173,-0.195678010188289,"initial"
0.0561540131653486,0.131442778892499,"initial"
0.188802664924382,-0.225762648827201,"initial"
0.0826142385207163,0.270476511911322,"initial"
0.0142871967619877,0.0733831772452058,"initial"
0.0226763172363435,0.0257529294771636,"initial"
-0.0243901272325084,0.121736267576316,"initial"
0.0343507377439452,0.00284128569995643,"initial"
0.0742926255236974,0.0345732904766315,"initial"
0.146446884077533,-0.0854833757425249,"follow_up"
-0.173781280578456,0.125909124667423,"follow_up"
-0.0960878025402624,-0.0965600815747302,"follow_up"
-0.0731700411941658,0.0205909807800089,"follow_up"
-0.019745482996631,-0.0119543439767868,"follow_up"
0.0395090421301899,-0.131853393093145,"follow_up"
-0.0606073407714731,0.0656772743294972,"follow_up"
-0.109084579605609,-0.0246338390999505,"follow_up"
-0.162294717333453,-0.108732419270417,"follow_up"
-0.0247771203759777,0.0995515807599972,"follow_up"
-0.0611556888160188,-0.0598440709825072,"follow_up"
0.116606297435984,0.0188895853443644,"follow_up"
-0.614842265063538,0.105504575936575,"follow_up"
-0.0968896673381422,-0.116113281382134,"follow_up"
-0.108734240452725,0.182757073476841,"follow_up"
-0.163405942237824,-0.325137388809023,"follow_up"
0.264232780879131,-0.00882396727480748,"follow_up"
-0.0285391201760301,-0.111909466425639,"follow_up"
0.0439991285832338,-0.0809988826424085,"follow_up"
-0.344435134878076,-0.286100808253528,"follow_up"
-0.129049242842316,0.0852121611507992,"follow_up"
0.000365095205930444,-0.0225334986684643,"follow_up"
-0.0468712396379535,0.0332174424580642,"follow_up"
0.0446947162991437,0.0520633799206755,"follow_up"
-0.04580599261226,-0.0895016977132716,"follow_up"
0.0544738797586685,-0.0375938685022335,"follow_up"
