"","pvalue","BH_adj_pvalue"
"all_sobs",0.429410573304349,0.554984160096694
"all_shannon",0.554984160096694,0.554984160096694
"all_evenness",0.141268109841695,0.423804329525084
"adn_sobs",0.690955795794253,0.690955795794253
"adn_shannon",0.496222641352688,0.690955795794253
"adn_evenness",0.537850716384128,0.690955795794253
"crc_sobs",0.582224994897843,0.582224994897843
"crc_shannon",0.0890290141105653,0.133543521165848
"crc_evenness",0.00729089975357057,0.0218726992607117
