"pvalues","adjust_pvalues","Tax_ID","otus"
"9.35917022581953e-05","0.000374366809032781","Porphyromonas","Otu000126"
"0.0384516003333545","0.153806401333418","Peptostreptococcus","Otu000566"
"0.000316651925973561","0.00126660770389424","Parvimonas","Otu000397"
"1","1","Fusobacterium","Otu000205"
