"","AUC","ROC_cv","Sens_cv","Spec_cv"
"best",0.705882352941177,0.821885629251701,0.719532967032967,0.746833333333333
"worse",0.896470588235294,0.758753891941392,0.625769230769231,0.721273809523809
"full",0.804734550171407,NA,NA,NA
