"NMDS1","NMDS2","samples"
-0.00955188425898685,-0.00684062873723351,"initial"
0.314896731158309,-0.0311343012198355,"initial"
-0.227823162539318,-0.227659937109109,"initial"
-0.0135968469975658,-0.129504668340782,"initial"
0.195751985334438,-0.067301963127137,"initial"
0.219454120022683,-0.0411396095505485,"initial"
-0.287299159930962,0.0206142167301139,"initial"
-0.090487569209202,-0.0735557224619208,"initial"
-0.0027317384612755,0.0709879552679913,"initial"
-0.219883262548995,0.0312076620448069,"initial"
0.0961472022185148,0.307448748523689,"initial"
-0.163499853783728,0.0290433586292849,"initial"
0.00103106202678576,-0.0545231507610694,"initial"
-0.0822901577725744,0.0450393916236412,"initial"
0.0458681018817102,0.0341255962043414,"initial"
0.243716317351815,0.0371951071162299,"initial"
-0.142612841822093,-0.0564255805230685,"initial"
-0.185081881539148,0.146804857944084,"initial"
0.243914998258512,-0.017494352397886,"initial"
0.352263160138283,-0.123617373352615,"initial"
0.0687071187638628,0.064765473147919,"initial"
-0.30588775483941,-0.272625673500961,"initial"
-0.194653479160883,0.062776076696814,"initial"
0.0480724551756185,-0.0236694835171838,"initial"
-0.0682526151826789,0.110580744624204,"initial"
0.132916347569887,-0.106486148399735,"initial"
-0.106752606958329,0.0524372106022744,"initial"
0.00323043562102827,0.23855867703541,"initial"
-0.168873804168201,0.28446650803308,"initial"
0.133947787547982,-0.154070287315551,"initial"
-0.190428664216185,-0.0427645357253351,"initial"
-0.0517076398497911,0.0632401694096603,"initial"
-0.181581484151436,-0.192886486204777,"initial"
0.246387669946105,-0.0638624461426874,"initial"
-0.0494609290988276,-0.0877076737364632,"initial"
0.0491718009860859,-0.058662137927984,"initial"
-0.36388740026719,0.258554153874743,"initial"
0.312132652872584,0.202277085425298,"initial"
0.0481011585813583,-0.096951618906541,"initial"
0.140100334151034,0.262665800795698,"initial"
-0.2844423105055,0.174931339621215,"initial"
-0.0185259381278338,0.0191179611496265,"follow_up"
-0.0300942422675877,0.303550379524122,"follow_up"
-0.143029948493613,-0.206621294867567,"follow_up"
0.230043606729589,-0.128209046633884,"follow_up"
-0.0146950019605871,0.0541162298634922,"follow_up"
0.201503695217206,-0.0814002920901147,"follow_up"
-0.0385217198995922,0.24831582384576,"follow_up"
0.155826978832665,0.0760680140590191,"follow_up"
0.110592555842024,0.0504775700661068,"follow_up"
0.0230084546595993,0.276269896439481,"follow_up"
0.293293579795708,0.350536539647778,"follow_up"
-0.0746264420076525,0.0192596634023608,"follow_up"
0.0203563123152839,-0.310227173667285,"follow_up"
0.114417722398415,0.00296285597231884,"follow_up"
0.0259385129289256,0.0813724597692102,"follow_up"
0.219992951747115,0.0142494714223091,"follow_up"
-0.273074283502035,0.223241085011315,"follow_up"
0.110421135051974,-0.324490286507268,"follow_up"
-0.373647612071841,-0.243857526035176,"follow_up"
-0.226365634272009,-0.49333110445023,"follow_up"
0.400076962480299,-0.0240085500383869,"follow_up"
-0.109141148351825,-0.14859804486675,"follow_up"
-0.142190040411721,0.00375301334681006,"follow_up"
0.263792103437479,-0.102932505742834,"follow_up"
-0.196568975345946,0.182158403206692,"follow_up"
0.288543330410378,-0.262297269500187,"follow_up"
0.152404076392137,-0.0311353768949604,"follow_up"
-0.254716634095781,-0.0387125680757363,"follow_up"
0.0110430203312699,0.0439788547338565,"follow_up"
-0.0105757631836762,-0.190856052570579,"follow_up"
-0.198697203808351,-0.0566285619220087,"follow_up"
0.293591921667527,0.0264876979377406,"follow_up"
0.0351565171379144,-0.253789155866033,"follow_up"
0.0642394347279543,-0.160434396028152,"follow_up"
-0.206511390475168,-0.0116597270523409,"follow_up"
-0.124291294349926,-0.0465079626422012,"follow_up"
-0.127856790415338,0.145033329595086,"follow_up"
0.117707963187955,0.137827420279069,"follow_up"
0.00992138478772627,0.0136873344230857,"follow_up"
-0.0219266385892282,0.136188030948128,"follow_up"
-0.0618399107937503,0.138208506416251,"follow_up"
